Offer_Id;Type;Price_Raw;HP_Raw;Init_Regist;Mileage_Raw;Fuel_Type;Transmission;Description
7444654;MERCEDES-BENZ A 250 Style 7G-DCT (Limousine);CHF 18'500.–;211 PS;10.2012;81'000 km;Benzin;Automatisiertes Schaltgetriebe;Hubraum: 1'991 cm3 Zylinder: 4 Anhängelast gebremst: 1'500 kg Letzte Prüfung: 03.05.2017 Aussenfarbe: grau mét. Innenfarbe: beige Türen: 5 Sitze: 5 Leergewicht: 1'445 kg Typenschein: 1MF137 Fahrzeugart: Occasion
7072770;PORSCHE 911 Cabrio Carrera 4S (Cabriolet);CHF 37'500.–;355 PS;4.2008;114'000 km;Benzin;Schaltgetriebe manuell;Hubraum: 3'824 cm3 Zylinder: 6 Letzte Prüfung: 30.08.2017 Aussenfarbe: blau mét. Innenfarbe: grau Türen: 2 Sitze: 2 Leergewicht: 1'735 kg Fahrgestell-Nr.: WP0 ZZZ 99Z 8S7 727 07 Typenschein: 1PF389 Fahrzeugart: Occasion
7240985;HUMMER H3 3.7 Luxury Automatic (SUV / Geländewagen);CHF 19'000.–;245 PS;3.2007;85'000 km;Benzin;Automat;Hubraum: 3'653 cm3 Zylinder: 5 Anhängelast gebremst: 1'587 kg Letzte Prüfung: 22.05.2019 Aussenfarbe: schwarz mét. Innenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 2'359 kg Typenschein: 1HE105 Fahrzeugart: Occasion
7451043;HUMMER H3 3.7 Standard Automatic (SUV / Geländewagen);CHF 12'400.–;245 PS;11.2008;142'000 km;Benzin;Automat;Hubraum: 3'653 cm3 Zylinder: 5 Anhängelast gebremst: 1'587 kg Letzte Prüfung: 18.03.2020 Aussenfarbe: weiss Innenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 2'359 kg Typenschein: 1HE105 Fahrzeugart: Occasion
7131179;MAZDA 3 2.3 16V DISI Turbo MPS (Limousine);CHF 15'750.–;260 PS;6.2013;59'000 km;Benzin;Schaltgetriebe manuell;Hubraum: 2'261 cm3 Zylinder: 4 Anhängelast gebremst: 1'300 kg Letzte Prüfung: 07.01.2019 Aussenfarbe: grau mét. Innenfarbe: rot Türen: 5 Sitze: 5 Leergewicht: 1'492 kg Typenschein: 1MA858 Fahrzeugart: Occasion Tuning: Ja
7304705;PORSCHE Macan S Diesel PDK (SUV / Geländewagen);CHF 46'990.–;258 PS;6.2014;54'500 km;Diesel;Automatisiertes Schaltgetriebe;Hubraum: 2'967 cm3 Zylinder: 6 Anhängelast gebremst: 2'400 kg Letzte Prüfung: 23.08.2018 Aussenfarbe: schwarz mét. Innenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 1'955 kg Fahrzeugart: Occasion
7466323;BMW X1 xDrive 20i Sport Line Steptronic (SUV / Geländewagen);CHF 34'500.–;192 PS;1.2018;20'100 km;Benzin;Automat sequentiell;Hubraum: 1'998 cm3 Zylinder: 4 Anhängelast gebremst: 2'000 kg Aussenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 1'645 kg Neupreis: CHF 63'500.– Fahrzeugart: Occasion
7364242;VW Golf 1.2 TSI Comfortline (Limousine);CHF 8'000.–;85 PS;2.2014;128'000 km;Benzin;Schaltgetriebe manuell;Hubraum: 1'197 cm3 Zylinder: 4 Anhängelast gebremst: 1'100 kg Letzte Prüfung: 27.06.2017 Aussenfarbe: weiss Innenfarbe: grau Türen: 5 Sitze: 5 Leergewicht: 1'229 kg Typenschein: 1VE482 Fahrzeugart: Occasion
7471058;FIAT 500 1.4 16V Sport (Kleinwagen);CHF 3'500.–;100 PS;7.2008;178'000 km;Benzin;Schaltgetriebe manuell;Hubraum: 1'368 cm3 Zylinder: 4 Anhängelast gebremst: 800 kg Letzte Prüfung: 27.06.2019 Aussenfarbe: schwarz mét. Innenfarbe: grün Türen: 3 Sitze: 4 Leergewicht: 1'005 kg Typenschein: 1FB360 Fahrzeugart: Occasion
7407038;FORD Focus 2.5 Turbo ST (Limousine);CHF 10'500.–;226 PS;11.2007;127'325 km;Benzin;Schaltgetriebe manuell;Hubraum: 2'521 cm3 Zylinder: 5 Letzte Prüfung: 09.12.2019 Aussenfarbe: weiss Innenfarbe: mehrfarbig Türen: 3 Sitze: 5 Leergewicht: 1'392 kg Typenschein: 1FH551 Fahrzeugart: Occasion Tuning: Ja
7387412;FORD Focus 2.5 Turbo ST (Limousine);CHF 14'500.–;226 PS;7.2009;125'900 km;Benzin;Schaltgetriebe manuell;Hubraum: 2'521 cm3 Zylinder: 5 Letzte Prüfung: 14.08.2019 Aussenfarbe: braun mét. Innenfarbe: anthrazit Türen: 3 Sitze: 5 Leergewicht: 1'392 kg Typenschein: 1FH725 Wagen-Nr.: 1 Neupreis: CHF 55'000.– Fahrzeugart: Occasion Tuning: Ja
7385802;FORD Focus 2.5 Turbo ST (Limousine);CHF 5'790.–;226 PS;8.2007;159'000 km;Benzin;Schaltgetriebe manuell;Hubraum: 2'521 cm3 Zylinder: 5 Aussenfarbe: blau mét. Türen: 5 Sitze: 5 Leergewicht: 1'437 kg Fahrgestell-Nr.: WF0 5XX GCD 57E5 6891 Typenschein: 1FH552 Fahrzeugart: Occasion
7173319;VOLVO V90 D5 AWD Inscription (Kombi);CHF 37'100.–;235 PS;1.2017;56'500 km;Diesel;Automat sequentiell;Hubraum: 1'969 cm3 Zylinder: 4 Anhängelast gebremst: 2'200 kg Aussenfarbe: weiss mét. Türen: 5 Sitze: 5 Leergewicht: 2'003 kg Typenschein: 1XP467 Neupreis: CHF 101'500.– Fahrzeugart: Occasion
7449355;PEUGEOT 206 1.4 (XT) Premium (Kleinwagen);CHF 1'200.–;75 PS;12.2003;184'000 km;Benzin;Schaltgetriebe manuell;Hubraum: 1'360 cm3 Zylinder: 4 Anhängelast gebremst: 1'100 kg Letzte Prüfung: 27.05.2019 Aussenfarbe: blau Innenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 1'145 kg Typenschein: 1PA375 Fahrzeugart: Occasion
7453169;PEUGEOT 106 1.6 GTI (Kleinwagen);CHF 6'500.–;119 PS;3.2;120'000 km;Benzin;Schaltgetriebe manuell;Hubraum: 1'587 cm3 Zylinder: 4 Anhängelast gebremst: 500 kg Aussenfarbe: schwarz Innenfarbe: schwarz Türen: 3 Sitze: 5 Leergewicht: 1'086 kg Fahrgestell-Nr.: VF31CNFXE52518360 Typenschein: 1PA117 Fahrzeugart: Occasion
7060674;FORD MUSTANG 5.0 GT V8 (Coupé);CHF 21'800.–;420 PS;2.2011;54'000 km;Benzin;Automatik-Getriebe;Hubraum: 4'951 cm3 Zylinder: 8 Letzte Prüfung: 03.04.2019 Aussenfarbe: schwarz Innenfarbe: schwarz Türen: 2 Sitze: 4 Leergewicht: 1'790 kg Typenschein: X Fahrzeugart: Occasion
7435016;BMW Z4 3.0i Roadster (Cabriolet);CHF 12'900.–;231 PS;4.2003;105'000 km;Benzin;Schaltgetriebe manuell;Hubraum: 2'979 cm3 Zylinder: 6 Letzte Prüfung: 23.09.2019 Aussenfarbe: schwarz Innenfarbe: schwarz Türen: 2 Sitze: 2 Leergewicht: 1'365 kg Fahrzeugart: Occasion
6458059;MERCEDES-BENZ CLS Shooting Brake 63 AMG S 4Matic Speedshift MCT (Kombi);CHF 64'500.–;585 PS;8.2015;51'500 km;Benzin;Automatisiertes Schaltgetriebe;Hubraum: 5'461 cm3 Zylinder: 8 Letzte Prüfung: 17.01.2019 Aussenfarbe: schwarz mét. Innenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 2'025 kg Typenschein: 1MQ615 Neupreis: CHF 202'000.– Fahrzeugart: Occasion
6939478;MERCEDES-BENZ CUOPÉ (Coupé);CHF 32'000.–;140 PS;4.1969;184'000 km;Benzin;Automat;Hubraum: 2 cm3 Zylinder: 6 Letzte Prüfung: 06.10.2014 Aussenfarbe: beige Innenfarbe: blau Türen: 2 Fahrzeugart: Oldtimer
7417699;FORD Ranger Wildtrak 3.2 TDCi 4x4 (Pick-up);CHF 27'500.–;200 PS;4.2015;76'000 km;Diesel;Automatik-Getriebe;Hubraum: 3'198 cm3 Zylinder: 5 Anhängelast gebremst: 3'500 kg Letzte Prüfung: 14.02.2020 Aussenfarbe: orange mét. Innenfarbe: anthrazit Türen: 4 Sitze: 4 Leergewicht: 2'259 kg Typenschein: 3FF618 Neupreis: CHF 51'000.– Fahrzeugart: Occasion
7450861;FORD Ranger Wildtrak 3.2 TDCi 4x4 A (Pick-up);CHF 35'900.–;200 PS;12.2017;30'000 km;Diesel;Automat;Hubraum: 3'198 cm3 Zylinder: 5 Anhängelast gebremst: 3'500 kg Aussenfarbe: weiss Innenfarbe: schwarz Türen: 2 Sitze: 4 Leergewicht: 2'291 kg Typenschein: 3FF793 Neupreis: CHF 57'000.– Fahrzeugart: Occasion
7441891;AUDI Q3 45 TFSI advanced quattro S-tronic (SUV / Geländewagen);CHF 52'900.–;230 PS;3.2019;8'000 km;Benzin;Automatisiertes Schaltgetriebe;Hubraum: 1'984 cm3 Zylinder: 4 Anhängelast gebremst: 2'100 kg Aussenfarbe: silber mét. Innenfarbe: grau Türen: 5 Sitze: 5 Leergewicht: 1'865 kg Fahrgestell-Nr.: WAU ZZZ F31 K10 261 66 Typenschein: 1AH322 Neupreis: CHF 76'260.– Fahrzeugart: Occasion
6923713;MERCEDES-BENZ C 400 AMG Line 4Matic 7G-Tronic (Kombi);CHF 35'299.–;333 PS;12.2015;51'000 km;Benzin;Automat sequentiell;Hubraum: 2'996 cm3 Zylinder: 6 Anhängelast gebremst: 1'800 kg Aussenfarbe: braun mét. Innenfarbe: anthrazit Türen: 5 Sitze: 5 Leergewicht: 1'730 kg Fahrgestell-Nr.: WDD2052661F295401 Typenschein: 1MG130 Neupreis: CHF 80'600.– Fahrzeugart: Occasion
7261412;RENAULT Captur 1.2 T 16V Intens EDC (SUV / Geländewagen);CHF 19'600.–;120 PS;8.2018;10'000 km;Benzin;Automatisiertes Schaltgetriebe;Hubraum: 1'197 cm3 Zylinder: 4 Anhängelast gebremst: 1'200 kg Aussenfarbe: rot Innenfarbe: anthrazit Türen: 5 Sitze: 5 Leergewicht: 1'277 kg Typenschein: 1RC555 Neupreis: CHF 27'000.– Fahrzeugart: Occasion
7297926;SUBARU XV 2.0 Swiss Two AWD CVT (SUV / Geländewagen);CHF 11'200.–;150 PS;8.2013;142'000 km;Benzin;Automat stufenlos, sequentiell;Hubraum: 1'995 cm3 Zylinder: 4 Anhängelast gebremst: 1'400 kg Aussenfarbe: silber Innenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 1'525 kg Typenschein: 1SC746 Fahrzeugart: Occasion
7421943;VW Sharan 2.0 TSI Highline DSG (Kompaktvan / Minivan);CHF 14'900.–;200 PS;3.2012;126'000 km;Benzin;Automatisiertes Schaltgetriebe;Hubraum: 1'984 cm3 Zylinder: 4 Anhängelast gebremst: 2'000 kg Letzte Prüfung: 11.01.2018 Aussenfarbe: blau mét. Innenfarbe: beige Türen: 5 Sitze: 5 Leergewicht: 1'838 kg Typenschein: 1VD871 Neupreis: CHF 67'000.– Fahrzeugart: Occasion
7410471;FIAT Punto 1.2 Pop Star (Kleinwagen);CHF 3'000.–;70 PS;12.2013;87'981 km;Benzin;Schaltgetriebe manuell;Hubraum: 1'242 cm3 Zylinder: 4 Anhängelast gebremst: 500 kg Letzte Prüfung: 21.02.2019 Aussenfarbe: weiss Innenfarbe: schwarz Türen: 3 Sitze: 5 Leergewicht: 1'090 kg Typenschein: 1XD689 Fahrzeugart: Occasion
7283608;FIAT Punto 1.2 Swiss (Kleinwagen);CHF 1'400.–;60 PS;5.2005;128'000 km;Benzin;Schaltgetriebe manuell;Hubraum: 1'242 cm3 Zylinder: 4 Anhängelast gebremst: 1'000 kg Letzte Prüfung: 11.10.2018 Aussenfarbe: silber mét. Türen: 5 Sitze: 5 Leergewicht: 1'043 kg Fahrgestell-Nr.: ZFA 188 000 0493 3600 Typenschein: 1FB158 Neupreis: CHF 10'500.– Fahrzeugart: Occasion
7009203;BMW 335 335i xDrive Touring Pack M (Kombi);CHF 26'900.–;306 PS;1.2015;95'000 km;Benzin;Automat sequentiell;Hubraum: 3'000 cm3 Zylinder: 6 Aussenfarbe: grau mét. Innenfarbe: schwarz Türen: 5 Sitze: 5 Fahrgestell-Nr.: WB A3H 910 70K P48 786 Typenschein: 1BD840 Fahrzeugart: Occasion
7422006;AUDI Q7 3.0 TDI ultra quattro tiptronic (SUV / Geländewagen);CHF 55'600.–;218 PS;4.2017;34'700 km;Diesel;Automat sequentiell;Hubraum: 2'967 cm3 Zylinder: 6 Anhängelast gebremst: 2'800 kg Aussenfarbe: grau mét. Innenfarbe: schwarz Türen: 5 Sitze: 7 Leergewicht: 2'430 kg Typenschein: 1AE388 Neupreis: CHF 106'000.– Fahrzeugart: Occasion
7387145;AUDI Q7 3.0 TDI ultra quattro tiptronic (SUV / Geländewagen);CHF 62'500.–;272 PS;6.2018;30'000 km;Diesel;Automat sequentiell;Hubraum: 2'967 cm3 Zylinder: 6 Anhängelast gebremst: 2'800 kg Aussenfarbe: schwarz Innenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 2'070 kg Fahrzeugart: Occasion
7399184;MERCEDES-BENZ E 63 AMG S Edition 1 4Matic Speedshift MCT (Limousine);CHF 115'000.–;612 PS;3.2018;39'000 km;Benzin;Automatisiertes Schaltgetriebe;Hubraum: 3'982 cm3 Zylinder: 8 Aussenfarbe: schwarz Türen: 4 Sitze: 5 Leergewicht: 2'153 kg Typenschein: 1MH367 Neupreis: CHF 185'400.– Fahrzeugart: Occasion Tuning: Ja
7469399;VW T5 Caravelle Trendline 2.0 TDI CR (Bus);CHF 24'900.–;180 PS;3.2015;63'000 km;Diesel;Schaltgetriebe manuell;Hubraum: 1'968 cm3 Zylinder: 4 Anhängelast gebremst: 2'500 kg Aussenfarbe: grau mét. Türen: 4 Sitze: 7 Leergewicht: 2'140 kg Fahrgestell-Nr.: WV2 ZZZ 7HZ FH06 6416 Typenschein: 1VE522 Fahrzeugart: Occasion
7413190;VW T5 Caravelle Trendline 2.0 TDI CR BMT (Bus);CHF 21'900.–;114 PS;6.2015;149'000 km;Diesel;Schaltgetriebe manuell;Hubraum: 1'968 cm3 Zylinder: 4 Anhängelast gebremst: 2'200 kg Letzte Prüfung: 17.02.2020 Aussenfarbe: weiss Innenfarbe: anthrazit Türen: 4 Sitze: 8 Leergewicht: 2'046 kg Typenschein: 1VE805 Fahrzeugart: Occasion
7408779;VW T5 Hoch & Lang (Kompaktvan / Minivan);CHF 27'999.–;140 PS;6.2015;80'000 km;Diesel;Schaltgetriebe manuell;Hubraum: 1'968 cm3 Zylinder: 4 Letzte Prüfung: 02.04.2019 Aussenfarbe: weiss Türen: 4 Sitze: 5 Leergewicht: 2'272 kg Neupreis: CHF 55'000.– Fahrzeugart: Occasion
7195353;FIAT 500 1.3 JTD Lounge (Limousine);CHF 6'900.–;95 PS;4.2015;96'000 km;Diesel;Schaltgetriebe manuell;Hubraum: 1'248 cm3 Zylinder: 4 Letzte Prüfung: 22.02.2018 Aussenfarbe: weiss Innenfarbe: weiss Türen: 3 Sitze: 4 Leergewicht: 1'080 kg Fahrgestell-Nr.: ZFA3120000J290622 Fahrzeugart: Occasion
7106116;VW T5 Caravelle Comfortline 2.0 TDI CR 4Motion (Bus);CHF 19'900.–;180 PS;7.2012;167'144 km;Diesel;Schaltgetriebe manuell;Hubraum: 1'968 cm3 Zylinder: 4 Anhängelast gebremst: 2'500 kg Aussenfarbe: weiss mét. Türen: 5 Sitze: 4 Leergewicht: 2'265 kg Typenschein: 1VE337 Fahrzeugart: Occasion
7211620;VW T5 Caravelle Comfortline 2.0 TDI CR 4Motion DSG (Bus);CHF 33'500.–;180 PS;7.2014;56'000 km;Diesel;Automatisiertes Schaltgetriebe;Hubraum: 1'968 cm3 Zylinder: 4 Anhängelast gebremst: 2'500 kg Letzte Prüfung: 24.02.2020 Aussenfarbe: schwarz mét. Innenfarbe: anthrazit Türen: 4 Sitze: 8 Leergewicht: 2'262 kg Typenschein: 1VE523 Neupreis: CHF 70'000.– Fahrzeugart: Occasion
7370049;VW T5 Caravelle Comfortline 2.0 TSI 4Motion DSG (Bus);CHF 35'000.–;204 PS;8.2013;30'000 km;Benzin;Automatisiertes Schaltgetriebe;Hubraum: 1'984 cm3 Zylinder: 4 Anhängelast gebremst: 2'500 kg Aussenfarbe: grau Innenfarbe: silber Türen: 4 Sitze: 7 Leergewicht: 2'479 kg Fahrzeugart: Occasion
7183771;LAND ROVER Range Rover Evoque 2.0 Si4 Dynamic Spirit AT6 (SUV / Geländewagen);CHF 29'000.–;241 PS;4.2013;79'000 km;Benzin;Automat sequentiell;Hubraum: 1'999 cm3 Zylinder: 4 Anhängelast gebremst: 1'800 kg Letzte Prüfung: 02.02.2019 Aussenfarbe: rot mét. Türen: 5 Sitze: 5 Leergewicht: 1'885 kg Fahrgestell-Nr.: SA LVA 2BG 4DH 762 899 Typenschein: 1LC624 Fahrzeugart: Occasion
7443022;LAND ROVER Range Rover Evoque 2.0 Si4 HSE Dynamic AT9 (SUV / Geländewagen);CHF 33'500.–;241 PS;11.2015;68'000 km;Benzin;Automat sequentiell;Hubraum: 1'999 cm3 Zylinder: 4 Anhängelast gebremst: 1'800 kg Letzte Prüfung: 21.11.2015 Aussenfarbe: anthrazit mét. Innenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 1'949 kg Typenschein: 1LC685 Neupreis: CHF 87'000.– Fahrzeugart: Occasion
7368241;DS AUTOMOBILES DS3 1.6 THP Racing (Kleinwagen);CHF 11'400.–;207 PS;1.2014;59'000 km;Benzin;Schaltgetriebe manuell;Hubraum: 1'598 cm3 Zylinder: 4 Aussenfarbe: weiss mét. Türen: 3 Sitze: 5 Leergewicht: 1'272 kg Typenschein: 1CF253 Fahrzeugart: Occasion
7448542;PEUGEOT 807 2.0 16V (ST) Family+ (Kompaktvan / Minivan);CHF 3'650.–;140 PS;11.2006;149'000 km;Benzin;Schaltgetriebe manuell;Hubraum: 1'997 cm3 Zylinder: 4 Anhängelast gebremst: 1'700 kg Letzte Prüfung: 13.03.2020 Aussenfarbe: rot Innenfarbe: grau Türen: 5 Sitze: 7 Leergewicht: 1'904 kg Typenschein: 1PA555 Fahrzeugart: Occasion
7292264;MERCEDES-BENZ A 200 Night Star 7G-DCT (Limousine);CHF 21'000.–;156 PS;12.2015;62'500 km;Benzin;Automatisiertes Schaltgetriebe;Hubraum: 1'595 cm3 Zylinder: 4 Anhängelast gebremst: 1'400 kg Aussenfarbe: schwarz mét. Innenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 1'395 kg Fahrgestell-Nr.: WDD1760431J436911 Typenschein: 1MG279 Neupreis: CHF 47'266.– Fahrzeugart: Occasion
7224449;FERRARI 812 Superfast (Coupé);CHF 349'995.–;800 PS;Neu;90 km;Benzin;Automatisiertes Schaltgetriebe;Hubraum: 6'496 cm3 Zylinder: 12 Aussenfarbe: rot Innenfarbe: schwarz Türen: 3 Sitze: 2 Leergewicht: 1'790 kg Neupreis: CHF 440'000.– Fahrzeugart: Neues Fahrzeug
7408062;FERRARI California 3.9 V8 T (Cabriolet);CHF 139'500.–;560 PS;4.2016;41'500 km;Benzin;Automatisiertes Schaltgetriebe;Hubraum: 3'855 cm3 Zylinder: 8 Letzte Prüfung: 20.04.2016 Aussenfarbe: rot Türen: 2 Sitze: 2 Leergewicht: 1'897 kg Typenschein: 1FA161 Neupreis: CHF 258'000.– Fahrzeugart: Occasion
7380483;AUDI A4 Avant 3.0 V6 TDI quattro (Kombi);CHF 6'000.–;204 PS;1.2006;286'560 km;Diesel;Automatisiertes Schaltgetriebe;Hubraum: 2'967 cm3 Zylinder: 6 Anhängelast gebremst: 1'800 kg Letzte Prüfung: 30.01.2020 Aussenfarbe: grau Innenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 1'920 kg Typenschein: 1AC269 Fahrzeugart: Occasion
7331424;AUDI A4 Avant 3.0 V6 TDI quattro (Kombi);CHF 6'500.–;277 PS;6.2006;247'000 km;Diesel;Automat;Hubraum: 2'967 cm3 Zylinder: 6 Anhängelast gebremst: 1'800 kg Letzte Prüfung: 22.10.2019 Aussenfarbe: grau mét. Innenfarbe: silber Türen: 5 Sitze: 5 Leergewicht: 1'920 kg Fahrgestell-Nr.: WAU ZZZ 8E7 6A2 857 03 Typenschein: 1AC323 Fahrzeugart: Occasion Tuning: Ja
5955395;AUDI A4 Avant 3.0TDI Quattro S-Line (Kombi);CHF 15'000.–;234 PS;4.2006;83'500 km;Diesel;Automat;Hubraum: 2'967 cm3 Zylinder: 6 Letzte Prüfung: 30.11.2018 Aussenfarbe: schwarz mét. Innenfarbe: anthrazit Türen: 5 Sitze: 5 Leergewicht: 1'828 kg Fahrgestell-Nr.: WAU ZZZ 8EX 6A22 92 45 Typenschein: 1AC323 Fahrzeugart: Occasion
7163031;VW T2 Caravelle (Bus);CHF 7'600.–;95 PS;2.1986;250'000 km;Benzin;Schaltgetriebe manuell;Hubraum: 2'109 cm3 Anhängelast gebremst: 1'400 kg Aussenfarbe: blau Innenfarbe: blau Türen: 4 Sitze: 8 Leergewicht: 1'500 kg Fahrgestell-Nr.: WV2ZZZ25ZGH067421 Fahrzeugart: Occasion
7363830;LEXUS RX 450h Diamond AWD Automatic (SUV / Geländewagen);CHF 27'500.–;250 PS;1.2015;71'000 km;Voll-Hybrid Benzin/Elektro;Automat stufenlos;Hubraum: 3'456 cm3 Zylinder: 6 Anhängelast gebremst: 2'000 kg Aussenfarbe: anthrazit Innenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 2'280 kg Typenschein: 1LD185 Fahrzeugart: Occasion
7458583;LEXUS RX 450h diamond F-Sport AWD CVT (SUV / Geländewagen);CHF 57'500.–;313 PS;12.2017;28'800 km;Voll-Hybrid Benzin/Elektro;Automat stufenlos;Hubraum: 3'456 cm3 Zylinder: 6 Anhängelast gebremst: 2'000 kg Letzte Prüfung: 17.12.2019 Aussenfarbe: weiss mét. Türen: 5 Sitze: 5 Leergewicht: 2'285 kg Fahrgestell-Nr.: JTJ BGM CA3 0203 0868 Typenschein: 1LD226 Neupreis: CHF 82'700.– Fahrzeugart: Occasion
7408535;LEXUS RX 450h Edition AWD Automatic (SUV / Geländewagen);CHF 14'300.–;250 PS;1.201;219'238 km;Voll-Hybrid Benzin/Elektro;Automat stufenlos;Hubraum: 3'456 cm3 Zylinder: 6 Anhängelast gebremst: 2'000 kg Aussenfarbe: braun mét. Innenfarbe: beige Türen: 5 Sitze: 5 Leergewicht: 2'280 kg Fahrgestell-Nr.: JTJBC11A102015377 Typenschein: 1LD143 Fahrzeugart: Occasion
7296468;VOLVO XC60 T6 AWD Summum R-Design Geartronic (SUV / Geländewagen);CHF 28'000.–;304 PS;2.2015;99'600 km;Benzin;Automat;Hubraum: 2'953 cm3 Zylinder: 6 Anhängelast gebremst: 2'000 kg Letzte Prüfung: 04.01.2018 Aussenfarbe: rot mét. Türen: 5 Sitze: 5 Leergewicht: 1'823 kg Typenschein: 1VA852 Fahrzeugart: Occasion
7407985;MINI Cooper (Kleinwagen);CHF 6'750.–;120 PS;3.2007;66'000 km;Benzin;Schaltgetriebe manuell;Hubraum: 1'598 cm3 Zylinder: 4 Anhängelast gebremst: 750 kg Letzte Prüfung: 15.01.2020 Aussenfarbe: weiss Innenfarbe: mehrfarbig Türen: 3 Sitze: 4 Leergewicht: 1'180 kg Fahrgestell-Nr.: WMWMF31010TS59642 Typenschein: 1MN425 Fahrzeugart: Occasion
7404466;MINI Cooper (Limousine);CHF 7'200.–;120 PS;6.2007;124'000 km;Benzin;Automat;Hubraum: 1'598 cm3 Letzte Prüfung: 31.05.2017 Aussenfarbe: silber mét. Innenfarbe: schwarz Türen: 3 Sitze: 4 Fahrgestell-Nr.: WMW MF3 105 0TT7 1523 Typenschein: 1MN425 Fahrzeugart: Occasion
7066888;FIAT Punto Evo 1.4 16V Dynamic (Kleinwagen);CHF 3'950.–;105 PS;5.2011;125'000 km;Benzin;Schaltgetriebe manuell;Hubraum: 1'368 cm3 Zylinder: 4 Anhängelast gebremst: 1'000 kg Letzte Prüfung: 22.01.2020 Aussenfarbe: rot Innenfarbe: anthrazit Türen: 5 Sitze: 5 Leergewicht: 1'150 kg Fahrgestell-Nr.: ZFA 199 000 0078 4463 Typenschein: 1FB512 Wagen-Nr.: 1FB512 Fahrzeugart: Occasion
7388866;TOYOTA Avensis 2.2D-4 D CleanPower Linea Sol Sedan (Limousine);CHF 5'500.–;177 PS;12.2005;152'000 km;Diesel;Schaltgetriebe manuell;Hubraum: 2'231 cm3 Zylinder: 4 Anhängelast gebremst: 1'300 kg Letzte Prüfung: 13.12.2017 Aussenfarbe: grau mét. Innenfarbe: grau Türen: 4 Sitze: 5 Leergewicht: 1'580 kg Fahrgestell-Nr.: SB1BB56L80E022790 Typenschein: 1TA319 Fahrzeugart: Occasion
7293929;MERCEDES-BENZ GLC 250 d AMG Line 4Matic 9G-Tronic (SUV / Geländewagen);CHF 43'900.–;204 PS;7.2017;63'000 km;Diesel;Automat sequentiell;Hubraum: 2'143 cm3 Zylinder: 4 Anhängelast gebremst: 2'500 kg Letzte Prüfung: 06.07.2017 Aussenfarbe: grau mét. Innenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 1'845 kg Fahrgestell-Nr.: WDC2539091F302171 Typenschein: 1MG609 Neupreis: CHF 89'000.– Fahrzeugart: Occasion
7404292;AUDI S5 Coupé 4.2 FSI quattro tiptronic (Coupé);CHF 18'500.–;353 PS;6.2008;124'000 km;Benzin;Automat sequentiell;Hubraum: 4'163 cm3 Zylinder: 8 Anhängelast gebremst: 1'900 kg Letzte Prüfung: 16.03.2018 Aussenfarbe: schwarz Türen: 2 Sitze: 4 Leergewicht: 1'750 kg Fahrgestell-Nr.: WAU ZZZ 8T3 8A04 6053 Typenschein: 1AC385 Fahrzeugart: Occasion
7160306;AUDI S5 Coupé 4.2 FSI quattro tiptronic (Coupé);CHF 13'900.–;353 PS;10.2008;129'999 km;Benzin;Automat;Hubraum: 4'163 cm3 Zylinder: 8 Anhängelast gebremst: 1'900 kg Letzte Prüfung: 07.12.2018 Aussenfarbe: grau Türen: 2 Sitze: 4 Leergewicht: 1'750 kg Fahrgestell-Nr.: WAUZZZ8T99A022082 Typenschein: 1AC385 Neupreis: CHF 110'000.– Fahrzeugart: Occasion
7119455;AUDI S5 Coupé 4.2 FSI quattro tiptronic (Coupé);CHF 19'900.–;353 PS;10.2008;87'000 km;Benzin;Automat;Hubraum: 4'163 cm3 Zylinder: 8 Anhängelast gebremst: 1'900 kg Letzte Prüfung: 30.01.2020 Aussenfarbe: weiss Innenfarbe: anthrazit Türen: 2 Sitze: 4 Leergewicht: 1'750 kg Typenschein: 1AC385 Fahrzeugart: Occasion Tuning: Ja
7358223;BMW X6 xDrive 35i Steptronic (SUV / Geländewagen);CHF 14'500.–;306 PS;7.2009;210'000 km;Benzin;Automat;Hubraum: 2'979 cm3 Zylinder: 6 Anhängelast gebremst: 2'700 kg Letzte Prüfung: 17.01.2020 Aussenfarbe: schwarz Innenfarbe: beige Türen: 5 Sitze: 4 Leergewicht: 2'145 kg Typenschein: 1BB575 Neupreis: CHF 90'900.– Fahrzeugart: Occasion
