field_1;web-scraper-order;address_raw;lat;lon;bfs_number;bfs_name;rooms;area;luxurious;price;price_per_m2;pop;pop_dens;emp;frg_pct;mean_taxable_income;dist_supermarket
296;1693998205-33;Haldenstrasse 67, 8602 Wangen b. Dübendorf, ZH;47.4155159;8.635632515;200;Wangen-Brüttisellen;4.5;118;0;3390;28.73;7967;1005.934343;5859;27.32521652;83725.31758;1012.969813
297;1693998205-41;Dübendorfstrasse 22, 8602 Wangen b. Dübendorf, ZH;47.40997314;8.64249897;200;Wangen-Brüttisellen;3.5;94;0;2350;25;7967;1005.934343;5859;27.32521652;83725.31758;236.0956285
298;1693998256-319;Dübendorfstrasse 22, 8602 Wangen b. Dübendorf, ZH;47.40997314;8.64249897;200;Wangen-Brüttisellen;2.5;86;0;2000;23.26;7967;1005.934343;5859;27.32521652;83725.31758;236.0956285
299;1693998321-686;Obere Wangenstr. 10, 8306 Brüttisellen, ZH;47.42505264;8.634908676;200;Wangen-Brüttisellen;4.5;95;0;2200;23.16;7967;1005.934343;5859;27.32521652;83725.31758;395.1069425
300;1693998321-688;Obere Wangenstr. 8, 8306 Brüttisellen, ZH;47.42533493;8.634902954;200;Wangen-Brüttisellen;3.5;72;0;1890;26.25;7967;1005.934343;5859;27.32521652;83725.31758;406.9189192
301;1693998340-788;Stationsstrasse 8, 8306 Brüttisellen, ZH;47.42031479;8.629534721;200;Wangen-Brüttisellen;2.5;95;0;2130;22.42;7967;1005.934343;5859;27.32521652;83725.31758;388.1113495
302;1693998205-34;Hobelwerkweg 39a, 8404 Winterthur, ZH;47.50949478;8.762660027;230;Winterthur;3.5;86;0;1970;22.91;113173;1662.597326;73339;24.53500393;70118.99692;641.4562649
303;1693998205-35;Hobelwerkweg 39a, 8404 Winterthur, ZH;47.50949478;8.762660027;230;Winterthur;3.5;71;0;1630;22.96;113173;1662.597326;73339;24.53500393;70118.99692;641.4562649
304;1693998205-46;Marktgasse 17, 8400 Winterthur, ZH;47.49971008;8.729727745;230;Winterthur;4.5;160;0;3200;20;113173;1662.597326;73339;24.53500393;70118.99692;150.5501846
305;1693998210-52;Untere Briggerstrasse 66, 8406 Winterthur, ZH;47.49394989;8.711239815;230;Winterthur;3.5;88;0;2244;25.5;113173;1662.597326;73339;24.53500393;70118.99692;152.8078476
306;1693998210-67;Wülflingerstrasse 25, 8400 Winterthur, ZH;47.50473785;8.718044281;230;Winterthur;3.5;80;0;1980;24.75;113173;1662.597326;73339;24.53500393;70118.99692;412.9882743
307;1693998210-70;Ida-Sträuli-Strasse 39, 8404 Winterthur, ZH;47.50312042;8.766748428;230;Winterthur;2.5;66;0;2520;38.18;113173;1662.597326;73339;24.53500393;70118.99692;318.3469491
308;1693998214-90;8400 Winterthur, ZH;47.49886703;8.72268486;230;Winterthur;4.5;117;0;3782;32.32;113173;1662.597326;73339;24.53500393;70118.99692;120.0116774
309;1693998224-125;Hirschweg 9, 8405 Winterthur, ZH;47.48258209;8.768205643;230;Winterthur;6.5;143;0;3500;24.48;113173;1662.597326;73339;24.53500393;70118.99692;474.7780987
310;1693998224-134;Wartstr. 30, 8400 Winterthur, ZH;47.50136948;8.720936775;230;Winterthur;1;49;0;1390;28.37;113173;1662.597326;73339;24.53500393;70118.99692;91.48533774
311;1693998224-135;Am Eulachpark 25, 8404 Winterthur, ZH;47.50632477;8.76371479;230;Winterthur;6.5;143;0;3017;21.1;113173;1662.597326;73339;24.53500393;70118.99692;607.0062459
312;1693998224-141;Katharina Sulzer Platz 2, 8400 Winterthur, ZH;47.49661255;8.718550682;230;Winterthur;1;132;0;3260;24.7;113173;1662.597326;73339;24.53500393;70118.99692;284.3337651
313;1693998228-166;Zürcherstrasse 143, 8406 Winterthur, ZH;47.49033737;8.705376625;230;Winterthur;1.5;36;0;2100;58.33;113173;1662.597326;73339;24.53500393;70118.99692;85.65693269
314;1693998236-201;8400 Winterthur, ZH;47.49886703;8.72268486;230;Winterthur;4.5;112;0;3360;30;113173;1662.597326;73339;24.53500393;70118.99692;120.0116774
315;1693998236-215;8404 Winterthur, ZH;47.51652908;8.757117271;230;Winterthur;4;92;0;2340;25.43;113173;1662.597326;73339;24.53500393;70118.99692;1027.098364
316;1693998243-248;Hirschweg 33, 8405 Winterthur, ZH;47.48129654;8.770056725;230;Winterthur;4.5;107;0;2928;27.36;113173;1662.597326;73339;24.53500393;70118.99692;673.0124646
317;1693998243-251;Euelstrasse  56, 8408 Winterthur, ZH;47.51079941;8.680351257;230;Winterthur;5.5;170;0;3900;22.94;113173;1662.597326;73339;24.53500393;70118.99692;1014.554768
318;1693998243-256;Hammerweg 1, 8404 Winterthur, ZH;47.50463867;8.749406815;230;Winterthur;3;77;0;1927;25.03;113173;1662.597326;73339;24.53500393;70118.99692;290.3412513
319;1693998256-330;Endlikerstrasse 65, 8400 Winterthur, ZH;47.48929596;8.748123169;230;Winterthur;4.5;117;0;2270;19.4;113173;1662.597326;73339;24.53500393;70118.99692;143.4554208
320;1693998261-345;8404 Winterthur, ZH;47.51652908;8.757117271;230;Winterthur;5.5;200;0;5600;28;113173;1662.597326;73339;24.53500393;70118.99692;1027.098364
321;1693998261-346;Oberer Graben 34, 8400 Winterthur, ZH;47.49942017;8.731341362;230;Winterthur;3.5;102;0;3290;32.25;113173;1662.597326;73339;24.53500393;70118.99692;89.24160773
322;1693998261-357;Schlosshofstrasse 19, 8400 Winterthur, ZH;47.49517441;8.71133709;230;Winterthur;4.5;113;0;2700;23.89;113173;1662.597326;73339;24.53500393;70118.99692;111.9357456
323;1693998261-360;Gernstrasse 32, 8409 Winterthur, ZH;47.50617218;8.774675369;230;Winterthur;5.5;153;0;3059;19.99;113173;1662.597326;73339;24.53500393;70118.99692;309.6943571
324;1693998272-398;Ernst-Jung-Gasse 18, 8400 Winterthur, ZH;47.49565506;8.71457386;230;Winterthur;4.5;112;0;3970;35.45;113173;1662.597326;73339;24.53500393;70118.99692;162.9478127
325;1693998272-406;Neumarkt 7, 8400 Winterthur, ZH;47.49863052;8.72617054;230;Winterthur;2;61;0;1990;32.62;113173;1662.597326;73339;24.53500393;70118.99692;133.8944055
326;1693998276-418;Reismühlestr. 3, 8409 Winterthur, ZH;47.50662231;8.767665863;230;Winterthur;3.5;76;0;1946;25.61;113173;1662.597326;73339;24.53500393;70118.99692;395.6360776
327;1693998276-429;Wässerwiesenstrasse 22, 8408 Winterthur, ZH;47.50918961;8.689857483;230;Winterthur;2.5;65;0;1930;29.69;113173;1662.597326;73339;24.53500393;70118.99692;342.7006626
328;1693998280-436;Wurmbühlstrasse 10, 8405 Winterthur, ZH;47.48939133;8.761971474;230;Winterthur;4.5;92;0;1928;20.96;113173;1662.597326;73339;24.53500393;70118.99692;459.7816287
329;1693998289-486;Zielstrasse 13, 8400 Winterthur, ZH;47.51123047;8.719283104;230;Winterthur;2.5;54;0;1790;33.15;113173;1662.597326;73339;24.53500393;70118.99692;328.072616
330;1693998289-490;Schlosshofstrasse 21, 8400 Winterthur, ZH;47.49552917;8.711296082;230;Winterthur;4.5;100;0;2600;26;113173;1662.597326;73339;24.53500393;70118.99692;132.1232853
331;1693998289-494;Landvogt-Waser-Strasse 69, 8405 Winterthur, ZH;47.48572922;8.766179085;230;Winterthur;4.5;106;0;2290;21.6;113173;1662.597326;73339;24.53500393;70118.99692;233.2113794
332;1693998289-498;Römerstr. 128, 8404 Winterthur, ZH;47.50593567;8.752595901;230;Winterthur;3.5;93;0;1950;20.97;113173;1662.597326;73339;24.53500393;70118.99692;230.4305957
333;1693998294-505;Hohfurristrasse 91, 8408 Winterthur, ZH;47.50564194;8.696372032;230;Winterthur;4.5;99;0;2590;26.16;113173;1662.597326;73339;24.53500393;70118.99692;594.8736997
334;1693998294-514;Espenstrasse 91, 8408 Winterthur, ZH;47.5079155;8.679285049;230;Winterthur;4.5;122;0;2550;20.9;113173;1662.597326;73339;24.53500393;70118.99692;1137.928422
335;1693998294-520;Hörnlistrasse 85, 8400 Winterthur, ZH;47.4885025;8.753537178;230;Winterthur;4.5;116;0;2950;25.43;113173;1662.597326;73339;24.53500393;70118.99692;461.536428
336;1693998297-529;Feldstrasse 11, 8400 Winterthur, ZH;47.5084877;8.718109131;230;Winterthur;3;66;0;1760;26.67;113173;1662.597326;73339;24.53500393;70118.99692;21.68094574
337;1693998297-547;Johannisstrasse 3, 8404 Winterthur, ZH;47.50104904;8.74712944;230;Winterthur;3;60;0;1480;24.67;113173;1662.597326;73339;24.53500393;70118.99692;55.70940623
338;1693998297-550;Wydenstrasse 43, 8408 Winterthur, ZH;47.50845718;8.680622101;230;Winterthur;2.5;78;0;1818;23.31;113173;1662.597326;73339;24.53500393;70118.99692;1025.055221
339;1693998301-553;Katharina Sulzer Platz 6, 8400 Winterthur, ZH;47.49671936;8.718175888;230;Winterthur;2.5;111;0;2515;22.66;113173;1662.597326;73339;24.53500393;70118.99692;289.063884
340;1693998301-568;Bollstrasse 41, 8405 Winterthur, ZH;47.48130035;8.760834694;230;Winterthur;3;62;0;1450;23.39;113173;1662.597326;73339;24.53500393;70118.99692;466.1798871
341;1693998301-569;Strittackerstrasse 16, 8406 Winterthur, ZH;47.48892975;8.711827278;230;Winterthur;2.5;45;0;1380;30.67;113173;1662.597326;73339;24.53500393;70118.99692;663.679936
342;1693998305-579;Zürcherstrasse 75, 8406 Winterthur, ZH;47.49315643;8.709589005;230;Winterthur;3;62;0;1496;24.13;113173;1662.597326;73339;24.53500393;70118.99692;276.2676166
343;1693998305-588;Hofmannstr. 7, 8405 Winterthur, ZH;47.48404694;8.758574486;230;Winterthur;2.5;98;0;1600;16.33;113173;1662.597326;73339;24.53500393;70118.99692;343.1175696
344;1693998305-589;Gartenhof 16, 8408 Winterthur, ZH;47.50822067;8.688071251;230;Winterthur;4.5;107;0;2550;23.83;113173;1662.597326;73339;24.53500393;70118.99692;513.5833249
345;1693998305-593;Am Eulachpark 45, 8404 Winterthur, ZH;47.50668335;8.76396656;230;Winterthur;5.5;143;0;2680;18.74;113173;1662.597326;73339;24.53500393;70118.99692;610.2651151
346;1693998309-601;Auwiesenstrasse 7, 8406 Winterthur, ZH;47.48457336;8.709483147;230;Winterthur;3;60;0;1340;22.33;113173;1662.597326;73339;24.53500393;70118.99692;422.241558
347;1693998309-613;Holzlegistrasse 49a, 8408 Winterthur, ZH;47.51272202;8.688642502;230;Winterthur;2.5;65;0;1673;25.74;113173;1662.597326;73339;24.53500393;70118.99692;449.8102906
348;1693998313-627;Seuzacherstr. 13b, 8400 Winterthur, ZH;47.51916885;8.719536781;230;Winterthur;3.5;95;0;2610;27.47;113173;1662.597326;73339;24.53500393;70118.99692;46.83761395
349;1693998313-634;Hegistr. 39f, 8404 Winterthur, ZH;47.50342178;8.755505562;230;Winterthur;5.5;124;0;2560;20.65;113173;1662.597326;73339;24.53500393;70118.99692;255.3281348
350;1693998313-648;Wässerwiesenstrasse 65, 8408 Winterthur, ZH;47.51136398;8.686423302;230;Winterthur;4.5;107;0;1750;16.36;113173;1662.597326;73339;24.53500393;70118.99692;561.8971716
351;1693998321-673;Tösstalstrasse 16, 8400 Winterthur, ZH;47.49816132;8.732038498;230;Winterthur;1;18;0;1088;60.44;113173;1662.597326;73339;24.53500393;70118.99692;217.554361
352;1693998321-684;Marktgasse 36, 8400 Winterthur, ZH;47.49973679;8.729105949;230;Winterthur;3.5;100;0;2700;27;113173;1662.597326;73339;24.53500393;70118.99692;146.348375
353;1693998321-692;Roggenweg 8, 8405 Winterthur, ZH;47.48168182;8.763132095;230;Winterthur;2;52;0;1475;28.37;113173;1662.597326;73339;24.53500393;70118.99692;387.9908879
354;1693998326-697;Gutstrasse 11, 8400 Winterthur, ZH;47.48962402;8.733376503;230;Winterthur;1;39;0;1255;32.18;113173;1662.597326;73339;24.53500393;70118.99692;186.805154
355;1693998326-698;Gutstrasse 13, 8400 Winterthur, ZH;47.48973083;8.733253479;230;Winterthur;1;39;0;1265;32.44;113173;1662.597326;73339;24.53500393;70118.99692;177.9464538
356;1693998326-701;Magazingasse 2, 8400 Winterthur, ZH;47.50620651;8.718906403;230;Winterthur;4.5;104;0;2820;27.12;113173;1662.597326;73339;24.53500393;70118.99692;262.301727
357;1693998326-713;Solarstrasse 7, 8404 Winterthur, ZH;47.5019455;8.766477585;230;Winterthur;3.5;84;0;2192;26.1;113173;1662.597326;73339;24.53500393;70118.99692;388.6524454
358;1693998330-728;Am Eulachpark 21, 8404 Winterthur, ZH;47.50647736;8.763701439;230;Winterthur;4.5;148;0;2580;17.43;113173;1662.597326;73339;24.53500393;70118.99692;615.9297116
359;1693998330-731;Am Bach 64, 8400 Winterthur, ZH;47.48686218;8.751680374;230;Winterthur;1;31;0;877;28.29;113173;1662.597326;73339;24.53500393;70118.99692;488.3731848
360;1693998330-738;Else-Züblin-Strasse 108, 8404 Winterthur, ZH;47.50382996;8.764517784;230;Winterthur;4.5;123;0;2855;23.21;113173;1662.597326;73339;24.53500393;70118.99692;477.4496119
361;1693998335-753;Dättnauerstr. 141, 8406 Winterthur, ZH;47.48393631;8.691606522;230;Winterthur;3.5;74;0;1930;26.08;113173;1662.597326;73339;24.53500393;70118.99692;934.542577
362;1693998335-759;Marktgasse 54, 8400 Winterthur, ZH;47.49965286;8.728380203;230;Winterthur;2.5;80;0;1678;20.98;113173;1662.597326;73339;24.53500393;70118.99692;147.8706404
363;1693998335-760;Reutlingerstr. 15, 8404 Winterthur, ZH;47.52206039;8.756828308;230;Winterthur;2.5;44;0;1395;31.7;113173;1662.597326;73339;24.53500393;70118.99692;1633.72154
364;1693998335-761;Dättnauerstr. 143, 8406 Winterthur, ZH;47.48428726;8.691147804;230;Winterthur;1;28;0;650;23.21;113173;1662.597326;73339;24.53500393;70118.99692;986.5966957
365;1693998335-764;Euelstrasse  56, 8408 Winterthur, ZH;47.51079941;8.680351257;230;Winterthur;5.5;170;0;2980;17.53;113173;1662.597326;73339;24.53500393;70118.99692;1014.554768
366;1693998335-765;Im Grüntal 10, 8405 Winterthur, ZH;47.48119736;8.77189064;230;Winterthur;4.5;107;0;2500;23.36;113173;1662.597326;73339;24.53500393;70118.99692;790.3222528
367;1693998340-775;Tösstalstr. 218, 8405 Winterthur, ZH;47.48607254;8.756264687;230;Winterthur;2;50;0;1635;32.7;113173;1662.597326;73339;24.53500393;70118.99692;495.883508
368;1693998340-779;Lettenstrasse 27, 8408 Winterthur, ZH;47.50576782;8.690704346;230;Winterthur;4.5;102;0;2530;24.8;113173;1662.597326;73339;24.53500393;70118.99692;596.9730293
369;1693998340-787;Rudolfstr. 25, 8400 Winterthur, ZH;47.50188446;8.723417282;230;Winterthur;3.5;91;0;2480;27.25;113173;1662.597326;73339;24.53500393;70118.99692;140.1176765
370;1693998344-808;Heiniweg 10, 8404 Winterthur, ZH;47.51877213;8.764560699;230;Winterthur;2.5;74;0;1592;21.51;113173;1662.597326;73339;24.53500393;70118.99692;1462.677723
371;1693998349-821;Zürcherstrasse 135, 8406 Winterthur, ZH;47.49066162;8.70619297;230;Winterthur;4.5;109;0;2730;25.05;113173;1662.597326;73339;24.53500393;70118.99692;69.36535806
372;1693998349-823;Schiltwiesenweg 24, 8404 Winterthur, ZH;47.50926971;8.759596825;230;Winterthur;3;65;0;1030;15.85;113173;1662.597326;73339;24.53500393;70118.99692;421.1011115
373;1693998349-825;Zürcherstrasse 58, 8406 Winterthur, ZH;47.49482346;8.711419106;230;Winterthur;3.5;100;0;2180;21.8;113173;1662.597326;73339;24.53500393;70118.99692;100.4945386
374;1693998349-826;Maienstrasse 8, 8406 Winterthur, ZH;47.49238968;8.715725899;230;Winterthur;4.5;89;0;1985;22.3;113173;1662.597326;73339;24.53500393;70118.99692;355.0395266
375;1693998349-829;Neuwiesenstr. 14, 8400 Winterthur, ZH;47.50178146;8.720872879;230;Winterthur;1;32;0;1005;31.41;113173;1662.597326;73339;24.53500393;70118.99692;128.1622708
376;1693998349-834;Steiggasse 3, 8400 Winterthur, ZH;47.49802399;8.727912903;230;Winterthur;2.5;91;0;2115;23.24;113173;1662.597326;73339;24.53500393;70118.99692;100.9558399
377;1693998354-843;Wülflingerstrasse 349, 8408 Winterthur, ZH;47.51451874;8.683442116;230;Winterthur;2.5;70;0;1615;23.07;113173;1662.597326;73339;24.53500393;70118.99692;889.2393362
378;1693998354-856;Heiniweg 12, 8404 Winterthur, ZH;47.51890564;8.764558792;230;Winterthur;2.5;73;0;1669;22.86;113173;1662.597326;73339;24.53500393;70118.99692;1475.414414
379;1693998354-858;Sulzerallee 63, 8404 Winterthur, ZH;47.50243759;8.763534546;230;Winterthur;2.5;75;0;2154;28.72;113173;1662.597326;73339;24.53500393;70118.99692;571.7953303
380;1693998360-872;Hegistr. 41e, 8404 Winterthur, ZH;47.50392914;8.756109238;230;Winterthur;4.5;104;0;2310;22.21;113173;1662.597326;73339;24.53500393;70118.99692;404.0653002
381;1693998360-875;Weststr. 134, 8408 Winterthur, ZH;47.51034164;8.704679489;230;Winterthur;2;56;0;1360;24.29;113173;1662.597326;73339;24.53500393;70118.99692;686.4990612
382;1693998360-876;Sulzerallee 65, 8404 Winterthur, ZH;47.50247574;8.763773918;230;Winterthur;3.5;113;0;2664;23.58;113173;1662.597326;73339;24.53500393;70118.99692;553.2815492
383;1693998360-883;Schaffhauserstrasse 6, 8400 Winterthur, ZH;47.50352859;8.725122452;230;Winterthur;1;44;0;1390;31.59;113173;1662.597326;73339;24.53500393;70118.99692;304.2624341
384;1693998364-891;Hegistr. 41e, 8404 Winterthur, ZH;47.50392914;8.756109238;230;Winterthur;4.5;104;0;2280;21.92;113173;1662.597326;73339;24.53500393;70118.99692;404.0653002
385;1693998364-899;Weizackerstrasse 3, 8405 Winterthur, ZH;47.47996521;8.7663908;230;Winterthur;2.5;75;0;1990;26.53;113173;1662.597326;73339;24.53500393;70118.99692;626.8979209
386;1693998364-909;Else-Züblin-Strasse 77, 8404 Winterthur, ZH;47.50312042;8.763753891;230;Winterthur;3.5;94;0;2244;23.87;113173;1662.597326;73339;24.53500393;70118.99692;540.220847
387;1693998369-922;8404 Reutlingen (Winterthur), ZH;47.52051544;8.748947144;230;Winterthur;4.5;167;0;2490;14.91;113173;1662.597326;73339;24.53500393;70118.99692;1517.408268
388;1693998373-940;Hegistr. 41b, 8404 Winterthur, ZH;47.50330734;8.756090164;230;Winterthur;4.5;105;0;2390;22.76;113173;1662.597326;73339;24.53500393;70118.99692;298.4680534
389;1693998373-953;Tösstalstrasse 284, 8405 Winterthur, ZH;47.48061752;8.763045311;230;Winterthur;3.5;88;0;1770;20.11;113173;1662.597326;73339;24.53500393;70118.99692;506.417604
390;1693998381-986;Lettenstrasse 29, 8408 Winterthur, ZH;47.50551987;8.690683365;230;Winterthur;2.5;76;0;2010;26.45;113173;1662.597326;73339;24.53500393;70118.99692;623.0143477
391;1693998381-988;Sulzerallee 51, 8404 Winterthur, ZH;47.50260544;8.762682915;230;Winterthur;2.5;58;0;1621;27.95;113173;1662.597326;73339;24.53500393;70118.99692;629.7240516
392;1693998381-991;Katharina Sulzer Platz 2, 8400 Winterthur, ZH;47.49661255;8.718550682;230;Winterthur;1;163;0;2800;17.18;113173;1662.597326;73339;24.53500393;70118.99692;284.3337651
393;1693998381-996;Sulzerallee 51, 8404 Winterthur, ZH;47.50260544;8.762682915;230;Winterthur;4.5;108;0;2430;22.5;113173;1662.597326;73339;24.53500393;70118.99692;629.7240516
394;1693998381-1000;Moosackerstrasse 5, 8405 Winterthur, ZH;47.47838211;8.767664909;230;Winterthur;2.5;70;0;2850;40.71;113173;1662.597326;73339;24.53500393;70118.99692;826.5600067
395;1693998381-1003;Ebnetstrasse 6, 8406 Winterthur, ZH;47.49263;8.710478783;230;Winterthur;1.5;30;0;2150;71.67;113173;1662.597326;73339;24.53500393;70118.99692;301.886749
396;1693998205-37;Tisliacherstrasse 8, 8320 Fehraltorf, ZH;47.38373184;8.760611534;172;Fehraltorf;5.5;166;0;3500;21.08;6485;684.7940866;4271;18.22667695;79045.18341;744.2173004
397;1693998240-218;Hint. Grundstr. 26, 8320 Fehraltorf, ZH;47.38629913;8.758942604;172;Fehraltorf;3;93;0;1466;15.76;6485;684.7940866;4271;18.22667695;79045.18341;596.1196134
398;1693998240-219;Hint. Grundstr. 22, 8320 Fehraltorf, ZH;47.38653564;8.758410454;172;Fehraltorf;3.5;97;0;1400;14.43;6485;684.7940866;4271;18.22667695;79045.18341;560.9080645
399;1693998313-633;Hint. Grundstr. 24, 8320 Fehraltorf, ZH;47.38648224;8.758552551;172;Fehraltorf;5.5;127;0;1740;13.7;6485;684.7940866;4271;18.22667695;79045.18341;570.3236522
400;1693998349-827;Geerenstrasse 2, 8320 Fehraltorf, ZH;47.38558197;8.75210762;172;Fehraltorf;3.5;81;0;1982;24.47;6485;684.7940866;4271;18.22667695;79045.18341;74.25737299
401;1693998205-38;Buckwiesstrasse 12, 8700 Küsnacht ZH, ZH;47.31980515;8.592112541;154;Küsnacht (ZH);5.5;232;0;8500;36.64;14564;1178.317152;6401;26.50370777;174434.5371;780.9189756
402;1693998243-252;Erlenweg 7, 8700 Küsnacht ZH, ZH;47.31021118;8.588823318;154;Küsnacht (ZH);4;89;0;2975;33.43;14564;1178.317152;6401;26.50370777;174434.5371;360.5275625
403;1693998256-315;Rietstrasse 7A, 8700 Küsnacht ZH, ZH;47.32919312;8.6051054;154;Küsnacht (ZH);4;88;0;3200;36.36;14564;1178.317152;6401;26.50370777;174434.5371;356.4432535
405;1693998205-40;Hinterdorfstr. 4, 8315 Lindau, ZH;47.44243622;8.671416283;176;Lindau;4.5;124;0;2740;22.1;5605;467.4728941;2802;20.82069581;83576.69237;1844.817958
406;1693998205-44;Friedenweg 5, 8192 Glattfelden, ZH;47.55609894;8.506474495;58;Glattfelden;3.5;100;0;2080;20.8;5217;424.1463415;1104;24.53517347;72133.75058;281.9880637
407;1693998219-98;Hagenbuchstrasse 29, 8192 Zweidlen, ZH;47.57001114;8.469552994;58;Glattfelden;3.5;96;0;2300;23.96;5217;424.1463415;1104;24.53517347;72133.75058;3307.23319
408;1693998344-813;Unterwerkstrasse 30, 8192 Zweidlen, ZH;47.56917191;8.473433495;58;Glattfelden;2.5;77;0;1990;25.84;5217;424.1463415;1104;24.53517347;72133.75058;2606.231069
409;1693998349-818;Unterwerkstrasse 30, 8192 Zweidlen, ZH;47.56917191;8.473433495;58;Glattfelden;3.5;90;0;2090;23.22;5217;424.1463415;1104;24.53517347;72133.75058;2606.231069
410;1693998349-819;Unterwerkstrasse 26, 8192 Zweidlen, ZH;47.56964493;8.473164558;58;Glattfelden;3.5;88;0;2090;23.75;5217;424.1463415;1104;24.53517347;72133.75058;2651.302511
411;1693998205-45;Niederglatterstrasse 21, 8155 Niederhasli, ZH;47.48181915;8.48735714;90;Niederhasli;3.5;80;0;2237;27.96;9345;826.9911504;2505;25.79989299;71809.21589;258.028565
412;1693998219-115;Heiselstrasse 89, 8155 Niederhasli, ZH;47.4835434;8.496526718;90;Niederhasli;2.5;57;0;1370;24.04;9345;826.9911504;2505;25.79989299;71809.21589;612.2437377
413;1693998265-371;Möslistrasse 6, 8155 Niederhasli, ZH;47.48141098;8.496412277;90;Niederhasli;3.5;88;0;2085;23.69;9345;826.9911504;2505;25.79989299;71809.21589;489.414402
414;1693998289-493;Heiselstrasse 120, 8155 Niederhasli, ZH;47.48178864;8.497633934;90;Niederhasli;4.5;137;0;2070;15.11;9345;826.9911504;2505;25.79989299;71809.21589;590.0392469
415;1693998305-595;Adlibogenstrasse 37, 8155 Niederhasli, ZH;47.48070526;8.497146606;90;Niederhasli;3.5;76;0;1715;22.57;9345;826.9911504;2505;25.79989299;71809.21589;526.1445952
416;1693998205-48;Goldistenstrasse 23, 8625 Gossau ZH, ZH;47.30751038;8.764126778;115;Gossau (ZH);7.5;210;0;4200;20;10280;562.9791895;2675;14.57198444;79184.00911;419.1903416
417;1693998309-616;Tannenbergstrasse 46, 8625 Gossau ZH, ZH;47.30555725;8.768151283;115;Gossau (ZH);2.5;60;0;1750;29.17;10280;562.9791895;2675;14.57198444;79184.00911;684.3222961
418;1693998309-617;Tannenbergstrasse 46, 8625 Gossau ZH, ZH;47.30555725;8.768151283;115;Gossau (ZH);2.5;56;0;1700;30.36;10280;562.9791895;2675;14.57198444;79184.00911;684.3222961
419;1693998321-690;Rebhaldenstrasse 71, 8625 Gossau ZH, ZH;47.30525589;8.767916679;115;Gossau (ZH);1;19;0;810;42.63;10280;562.9791895;2675;14.57198444;79184.00911;669.3515077
420;1693998373-937;Tannenbergstrasse 46, 8625 Gossau ZH, ZH;47.30555725;8.768151283;115;Gossau (ZH);2.5;56;0;1800;32.14;10280;562.9791895;2675;14.57198444;79184.00911;684.3222961
421;1693998373-951;Ametsbergstrasse 1, 8625 Gossau ZH, ZH;47.30426407;8.766882896;115;Gossau (ZH);3.5;85;0;2490;29.29;10280;562.9791895;2675;14.57198444;79184.00911;614.8123835
422;1693998377-982;Tannenbergstrasse 46, 8625 Gossau ZH, ZH;47.30555725;8.768151283;115;Gossau (ZH);2.5;58;0;1700;29.31;10280;562.9791895;2675;14.57198444;79184.00911;684.3222961
423;1693998377-983;Tannenbergstrasse 46, 8625 Gossau ZH, ZH;47.30555725;8.768151283;115;Gossau (ZH);3.5;76;0;2250;29.61;10280;562.9791895;2675;14.57198444;79184.00911;684.3222961
424;1693998377-984;Tannenbergstrasse 46, 8625 Gossau ZH, ZH;47.30555725;8.768151283;115;Gossau (ZH);2.5;58;0;1950;33.62;10280;562.9791895;2675;14.57198444;79184.00911;684.3222961
425;1693998381-990;Tannenbergstrasse 46, 8625 Gossau ZH, ZH;47.30555725;8.768151283;115;Gossau (ZH);3.5;76;0;2150;28.29;10280;562.9791895;2675;14.57198444;79184.00911;684.3222961
426;1693998210-50;8152 Glattpark (Opfikon), ZH;47.4247551;8.563809395;66;Opfikon;2.5;78;0;2750;35.26;21014;3759.21288;19226;44.9129152;71457.08411;177.7591263
427;1693998210-56;8152 Glattbrugg, ZH;47.4339447;8.570492744;66;Opfikon;1.5;26;0;1600;61.54;21014;3759.21288;19226;44.9129152;71457.08411;216.6566417
428;1693998210-65;Wallisellerstrasse 24, 8152 Glattbrugg, ZH;47.43341827;8.568982124;66;Opfikon;3.5;81;0;2650;32.72;21014;3759.21288;19226;44.9129152;71457.08411;130.2127243
429;1693998261-341;8152 Opfikon, ZH;47.4307518;8.577886581;66;Opfikon;3.5;120;0;3850;32.08;21014;3759.21288;19226;44.9129152;71457.08411;982.8649562
430;1693998261-355;Schaffhauserstrasse 129, 8152 Glattbrugg, ZH;47.43526459;8.567454338;66;Opfikon;1;16;0;750;46.88;21014;3759.21288;19226;44.9129152;71457.08411;106.7591788
431;1693998272-399;Schaffhauserstrasse 129, 8152 Glattbrugg, ZH;47.43526459;8.567454338;66;Opfikon;1;15;0;750;50;21014;3759.21288;19226;44.9129152;71457.08411;106.7591788
432;1693998280-454;Rohrstrasse 26, 8152 Opfikon, ZH;47.43556976;8.564105988;66;Opfikon;3.5;78;0;2720;34.87;21014;3759.21288;19226;44.9129152;71457.08411;257.2373235
433;1693998280-455;Rohrstrasse 26, 8152 Opfikon, ZH;47.43556976;8.564105988;66;Opfikon;2.5;62;0;2060;33.23;21014;3759.21288;19226;44.9129152;71457.08411;257.2373235
434;1693998285-472;Plattenstrasse 5, 8152 Glattbrugg, ZH;47.43585968;8.565537453;66;Opfikon;1;22;0;1290;58.64;21014;3759.21288;19226;44.9129152;71457.08411;200.8120718
435;1693998294-510;Rohrstrasse 2, 8152 Glattbrugg, ZH;47.43501282;8.566745758;66;Opfikon;2.5;65;0;1482;22.8;21014;3759.21288;19226;44.9129152;71457.08411;75.89269111
