listing_id,district,latitude,longitude,rooms,living_area,year_built,floor,has_balcony,has_elevator,monthly_rent_chf
LS-102492,D06,47.339011,8.532101,3.5,78.7 m2,2017.0,5,yes,1,2050.0
LS-101139,D03,47.364851,8.541338,4.5,107.3 m2,2002.0,5,yes,1,2685.0
LS-100505,D09,47.361605,8.473209,5.5,120.3 m2,1945.0,0,no,1,1200.0
LS-102695,D08,47.406037,8.485723,2.5,60.4 m2,1962.0,6,no,1,850.0
LS-101394,D12,47.387542,8.560326,2.0,56.3 m2,1907.0,4,yes,0,1070.0
LS-102479,D06,47.343254,8.517461,1.5,44.8 m2,1973.0,0,yes,1,1025.0
LS-102919,D10,47.363469,8.530789,2.5,78.3 m2,1958.0,5,yes,1,1800.0
LS-102785,D02,47.381473,8.506438,3.0,66.4 m2,1933.0,3,yes,0,1360.0
LS-102727,D02,47.37586,8.497614,3.0,89.7 m2,,7,no,1,1730.0
LS-101634,D10,47.346162,8.538574,3.0,76.2 m2,1919.0,1,yes,0,1550.0
LS-101120,D04,47.347413,8.561191,4.5,69.1 m2,1926.0,5,yes,1,1745.0
LS-101734,D09,47.350546,8.461271,5.0,140.1 m2,1981.0,4,no,1,1555.0
LS-100586,D03,47.355641,8.535414,1.0,30.3 m2,,2,yes,1,790.0
LS-102346,D11,47.371571,8.493171,3.0,95.1 sqm,1960.0,6,yes,1,1935.0
LS-100611,D04,47.350572,8.567435,4.0,113.4 m2,1893.0,4,yes,1,2685.0
LS-101138,D07,47.382376,8.457613,3.5,102.3 m2,2007.0,6,yes,1,1825.0
LS-100425,D10,47.360034,8.53158,2.0,74.9 m2,1961.0,4,yes,1,1605.0
LS-100648,D11,47.385596,8.490144,2.5,81.2 m2,2007.0,1,yes,1,1660.0
LS-101089,D12,47.381528,8.533021,4.5,125.1 m2,1980.0,4,yes,1,2590.0
LS-102496,D10,47.358992,8.527172,2.5,56.9 m2,,5,yes,1,1325.0
LS-102829,D06,47.353476,8.51651,3.0,100.4 m2,,7,yes,1,2030.0
LS-101408,D11,47.389232,8.496307,3.0,93.1 m2,1987.0,4,yes,0,1740.0
LS-100565,D02,47.367076,8.502819,4.0,111.5 m2,1948.0,3,yes,1,1925.0
LS-102269,D02,47.374433,8.517637,1.5,55.9 m2,2007.0,4,no,0,1165.0
LS-100885,D06,47.346978,8.510087,3.5,120.7 m2,1988.0,6,no,1,2190.0
LS-102953,D12,47.384903,8.556543,3.0,77.8 m2,1955.0,1,no,1,1315.0
LS-102728,D02,47.371337,8.49813,4.0,125.3 m2,1950.0,4,yes,0,2135.0
LS-100782,D06,47.349088,8.525365,3.5,80.9 m2,1948.0,5,yes,1,1800.0
LS-102713,D08,47.4033,8.48876,5.5,145.0 m2,1903.0,3,yes,0,2160.0
LS-101981,D09,47.35288,8.474154,4.0,122.6 m2,1987.0,6,no,1,1435.0
LS-100629,D03,47.363594,8.554773,2.5,56.0 m2,1936.0,7,no,1,1395.0
LS-102900,D06,47.342864,8.521582,1.5,53.8 m2,1997.0,1,yes,0,1190.0
LS-102267,D07,47.372879,8.490446,4.0,127.8 m2,1990.0,7,no,1,2205.0
LS-100500,D04,47.352461,8.560299,2.0,57.8 m2,1903.0,4,yes,0,1685.0
LS-101723,D07,47.375415,8.466607,3.0,62.3 m2,,5,no,1,1010.0
LS-102924,D05,47.361146,8.498378,3.5,132.9 m2,1930.0,2,yes,0,2470.0
LS-100408,D11,47.39022,8.492541,5.5,111.4 m2,1907.0,8,no,1,1850.0
LS-101343,D06,47.342763,8.507621,3.5,70.7 m2,,5,yes,1,1885.0
LS-100164,D11,47.38399,8.49071,3.0,47.6 m2,1979.0,2,no,1,775000.0
LS-102511,D06,47.345465,8.522956,2.0,65.7 m2,,0,yes,0,1620.0
LS-100243,D05,47.348277,8.491645,4.5,115.3 m2,1903.0,4,yes,1,2145.0
LS-102880,D01,47.366029,8.551091,1.0,53.4 m2,1915.0,5,yes,1,1385.0
LS-102849,D02,47.373503,8.515486,4.5,126.8 m2,2020.0,7,yes,1,3400.0
LS-101522,D11,47.396017,8.497625,5.0,144.2 m2,1917.0,5,yes,1,2780.0
LS-100378,D10,47.348358,8.555132,4.0,94.0 m2,1953.0,4,yes,0,1455.0
LS-101087,D03,47.362049,8.544556,4.5,159.4 m2,1935.0,1,yes,0,3605.0
LS-102974,D11,47.374808,8.494872,2.0,67.3 m2,2005.0,4,yes,1,1730.0
LS-102605,D05,47.352234,8.492188,5.5,139.7 m2,,8,no,1,2380.0
LS-100294,D11,47.375154,8.488315,4.5,118.9 sqm,1908.0,5,yes,1,2260.0
LS-102282,D04,47.343282,8.558753,1.5,50.4 m2,,7,yes,1,1345.0
LS-101947,D10,47.354515,8.522524,2.5,70.3 m2,1949.0,2,no,0,1095.0
LS-102201,D03,47.364605,8.532445,3.0,93.1 m2,2003.0,1,yes,1,2485.0
LS-101955,D04,47.345997,8.560632,4.0,96.2 m2,1901.0,1,yes,1,2100.0
LS-101696,D06,47.345575,8.526366,3.5,93.7 m2,1890.0,8,yes,1,2000.0
LS-100315,D08,47.398609,8.49234,3.0,90.7 m2,1953.0,7,yes,1,1250.0
LS-100528,D04,47.340843,8.571147,3.0,84.4 m2,1921.0,0,yes,0,1475.0
LS-102983,D10,47.343059,8.528578,2.5,75.8 m2,1997.0,3,yes,0,1205.0
LS-101177,D09,47.354499,8.476062,2.0,42.8 m2,1977.0,3,yes,0,500.0
LS-100189,D12,47.370696,8.568204,4.0,111.5 m2,1913.0,4,yes,1,1795.0
LS-100027,D11,47.37192,8.498321,2.5,58.4 m2,1960.0,1,no,0,1080.0
LS-102715,D09,47.36226,8.475213,1.5,41.2 m2,1892.0,2,yes,0,505.0
LS-100274,D02,47.368087,8.494933,2.0,66.1 m2,1940.0,7,no,1,1180.0
LS-102718,D05,47.359473,8.480637,1.0,36.5 m2,1943.0,7,no,1,780.0
LS-101074,D03,47.369152,8.535394,1.0,34.0 m2,,7,yes,1,1005.0
LS-102702,D10,47.352369,8.520523,3.0,55.9 m2,1902.0,3,no,1,880.0
LS-102035,D06,47.345815,8.530132,1.5,55.5 m2,,2,yes,1,1130.0
LS-102621,D03,47.373742,8.536838,2.5,61.4 m2,1968.0,3,no,1,1645.0
LS-102559,D08,47.407553,8.505146,3.5,100.8 m2,1904.0,7,yes,1,1785.0
LS-102691,D03,47.359936,8.544126,3.5,81.0 m2,2018.0,0,yes,0,2280.0
LS-101334,D01,47.376386,8.543121,1.5,36.1 m2,2010.0,0,no,0,760.0
LS-102209,D07,47.380709,8.474201,4.0,128.8 m2,1944.0,8,no,1,1835.0
LS-102259,D10,47.360988,8.549487,3.5,75.6 m2,1941.0,8,yes,1,1560.0
LS-102757,D09,47.368563,8.453355,5.0,133.9 m2,2001.0,2,yes,0,1660.0
LS-100585,D02,47.380722,8.505943,5.5,125.1 m2,1927.0,1,yes,1,2450.0
LS-100837,D08,47.417625,8.500528,4.5,137.8 m2,1953.0,0,yes,1,2045.0
LS-100710,D04,47.349724,8.563893,4.0,92.5 m2,1947.0,5,no,1,2120.0
LS-102311,D07,47.377027,8.47756,2.5,61.4 m2,1945.0,5,yes,1,990.0
LS-102506,D11,47.381044,8.483299,3.5,123.1 m2,2018.0,8,no,1,2540.0
LS-101250,D08,47.390577,8.491852,3.5,87.5 m2,1914.0,6,no,1,1345.0
LS-101968,D12,47.384218,8.543891,2.5,68.2 m2,2011.0,4,no,0,1535.0
LS-101698,D11,47.393315,8.494844,3.0,77.2 m2,2022.0,3,no,1,1875.0
LS-101437,D02,47.379317,8.495432,3.0,82.2 m2,1914.0,8,no,1,1500.0
LS-101802,D09,47.351939,8.47771,3.5,62.9 m2,1955.0,4,no,1,815.0
LS-101553,D12,47.379318,8.546826,4.5,97.2 sqm,2001.0,5,yes,1,2165.0
LS-100816,D07,47.368208,8.460242,2.0,68.3 m2,1991.0,7,yes,1,1215.0
LS-102996,D02,47.377725,8.507535,4.0,67.5 m2,1906.0,5,yes,1,1500.0
LS-101940,D12,47.387763,8.554695,3.0,81.6 m2,1920.0,0,yes,1,1440.0
LS-100957,D10,47.356998,8.536305,2.5,65.6 m2,1918.0,7,no,1,1385.0
LS-100302,D06,47.346408,8.529607,2.0,69.3 sqm,1943.0,8,yes,1,1520.0
LS-100571,D02,47.388697,8.501841,5.0,150.7 m2,2001.0,0,no,1,2875.0
LS-102663,D07,47.38418,8.462975,4.5,123.9 m2,2019.0,4,no,0,2315.0
LS-102004,D06,47.344435,8.52267,4.0,101.0 m2,1899.0,4,no,1,1710.0
LS-100630,D07,47.369997,8.465487,3.0,92.4 m2,1908.0,-99,no,1,1355.0
LS-101511,D01,47.361608,8.545708,2.0,71.3 m2,2017.0,6,no,1,2125.0
LS-102799,D10,47.358832,8.523947,1.5,54.9 m2,1994.0,4,yes,1,1085.0
LS-102946,D11,47.379704,8.490817,5.0,160.1 sqm,1959.0,4,yes,1,3075.0
LS-102688,D12,47.37946,8.556798,3.5,96.2 m2,1962.0,5,no,1,2000.0
LS-101063,D08,47.403246,8.486833,2.5,70.7 m2,1934.0,7,yes,1,1205.0
LS-101853,D01,47.37248,8.531399,4.0,97.8 m2,,8,yes,1,2015.0
LS-102486,D11,47.374307,8.49661,5.0,153.2 m2,1910.0,3,yes,1,2930.0
LS-102214,D10,47.360525,8.519023,3.0,84.4 m2,1896.0,3,yes,0,1500.0
LS-102011,D03,47.357348,8.534887,2.0,47.5 m2,1927.0,1,no,1,1000.0
LS-101140,D04,47.355041,8.551487,4.5,127.4 m2,1940.0,0,yes,1,3240.0
LS-101868,D12,47.376585,8.54432,2.5,67.8 sqm,1990.0,0,yes,0,1460.0
LS-101901,D05,47.347835,8.496391,1.0,32.6 m2,1987.0,0,no,0,535.0
LS-100923,D04,47.346424,8.563184,2.5,56.2 m2,1978.0,7,yes,1,1585.0
LS-100722,D10,47.346039,8.530782,2.0,45.3 m2,1916.0,0,no,1,450.0
LS-100059,D03,47.357704,8.52535,1.0,29.0 m2,1977.0,6,no,1,910.0
LS-102247,D06,47.34232,8.524498,4.0,119.4 m2,2008.0,1,yes,1,2445.0
LS-102449,D09,47.366425,8.483806,5.0,109.9 m2,2005.0,7,no,1,1410.0
LS-102323,D12,47.374529,8.556398,3.0,82.1 m2,1925.0,0,yes,1,1775.0
LS-100023,D07,47.369304,8.480404,4.5,131.4 m2,1992.0,4,no,0,2155.0
LS-100577,D12,47.385177,8.545315,5.0,171.2 m2,1983.0,0,no,1,3035.0
LS-100683,D07,47.361383,8.48525,1.5,30.7 m2,2012.0,0,yes,1,830.0
LS-102731,D03,47.351346,8.524473,4.5,99.1 m2,1985.0,1,yes,0,2105.0
LS-101015,D10,47.368582,8.533672,2.0,43.7 m2,1949.0,8,yes,1,1070.0
LS-100346,D01,47.371888,8.55129,3.0,91.4 m2,2010.0,2,yes,1,2155.0
LS-102285,D06,47.335153,8.523391,2.0,51.6 m2,1998.0,3,no,0,905.0
LS-101667,D03,47.361929,8.538966,2.0,75.2 m2,1967.0,3,no,1,1775.0
LS-101555,D05,47.35232,8.486658,3.5,120.9 m2,2009.0,3,yes,1,2155.0
LS-102498,D06,47.339269,8.509249,3.5,98.3 m2,1948.0,0,yes,1,1505.0
LS-100008,D07,47.37403,8.47212,3.5,89.2 m2,2022.0,8,yes,1,2200.0
LS-102967,D03,47.361425,8.5316,3.5,92.6 m2,,7,yes,1,2270.0
LS-100228,D09,47.362923,8.473827,4.0,114.4 m2,1913.0,5,yes,1,1495.0
LS-100489,D09,47.373916,8.479073,1.0,27.2 m2,1947.0,5,no,1,450.0
LS-102592,D05,47.368005,8.495485,3.0,72.6 m2,1953.0,8,yes,1,1615.0
LS-101665,D01,47.381866,8.544364,5.0,106.7 m2,1963.0,8,yes,1,1910.0
LS-100829,D06,47.340529,8.528465,3.5,73.2 m2,1982.0,0,yes,1,1240.0
LS-100385,D10,47.346457,8.535184,3.5,45.5 m2,1943.0,5,yes,1,910.0
LS-102305,D06,47.348408,8.538533,2.5,77.3 m2,1954.0,2,yes,0,1310.0
LS-100449,D01,47.368552,8.538953,4.0,84.6 m2,1901.0,7,no,1,1975.0
LS-102512,D09,47.352589,8.480499,3.5,101.9 m2,2007.0,5,yes,1,1660.0
LS-100015,D11,47.378457,8.513888,4.5,75.5 m2,1933.0,1,no,0,1610.0
LS-101114,D11,47.375588,8.492929,4.0,90.7 m2,,7,yes,1,1920.0
LS-102863,D02,47.390045,8.504884,2.0,67.6 m2,2015.0,6,yes,1,1915.0
LS-101388,D09,47.341452,8.481596,2.5,69.5 m2,1925.0,0,yes,1,810.0
LS-102909,D04,47.351513,8.558523,4.5,87.7 m2,1912.0,4,yes,1,2190.0
LS-101588,D07,47.372573,8.481473,2.0,56.6 m2,,8,yes,1,1205.0
LS-100823,D09,47.358128,8.462571,1.5,41.6 m2,1920.0,4,yes,1,595.0
LS-102167,D06,47.357785,8.531358,2.0,55.1 m2,,8,no,1,1165.0
LS-102787,D05,47.361094,8.494727,2.5,78.7 m2,,3,no,1,1720.0
LS-101226,D04,47.345182,8.5706,2.5,57.0 m2,1995.0,5,yes,1,1440.0
LS-102927,D09,47.355947,8.484138,3.5,104.9 m2,2023.0,8,yes,1,1990.0
LS-102679,D12,47.381297,8.546303,2.5,98.3 m2,1985.0,6,no,1,2010.0
LS-102788,D01,47.363107,8.553981,3.5,69.0 m2,1897.0,3,no,1,1050000.0
LS-101231,D03,47.3611,8.541587,1.0,30.1 m2,2016.0,8,yes,1,1265.0
LS-101821,D05,47.364629,8.490355,4.0,128.3 m2,,0,no,0,2050.0
LS-101009,D12,47.366075,8.541737,3.0,81.0 m2,2006.0,0,yes,0,1895.0
LS-101774,D05,47.362704,8.494055,5.5,162.6 m2,1957.0,5,yes,1,2895.0
LS-102056,D10,47.361694,8.524962,3.0,66.8 m2,2022.0,1,yes,0,1695.0
LS-102760,D08,47.411565,8.482991,5.5,107.7 m2,1905.0,2,no,1,1375.0
LS-102805,D07,47.37788,8.474549,3.0,97.4 m2,1913.0,4,no,0,1495.0
LS-102444,D09,47.358861,8.465342,4.0,86.1 m2,1936.0,8,no,1,1020.0
LS-101106,D10,47.356709,8.530796,4.0,132.6 m2,1980.0,3,no,0,2145.0
LS-100497,D10,47.356539,8.536771,2.5,66.3 m2,1981.0,8,no,1,1385.0
LS-100352,D02,47.38049,8.506932,5.5,164.0 m2,1953.0,1,no,1,2845.0
LS-101930,D04,47.35357,8.573151,4.0,105.6 m2,1978.0,3,yes,1,2245.0
LS-100442,D05,47.352923,8.475231,2.5,74.7 m2,1914.0,-99,yes,0,1460.0
LS-100001,D05,47.367571,8.486629,3.5,90.6 m2,1973.0,8,yes,1,1940.0
LS-100285,D09,47.35335,8.480953,3.5,89.4 m2,,6,yes,1,1220.0
LS-101560,D02,47.380683,8.515845,2.5,85.3 m2,1895.0,2,yes,1,1760.0
LS-101646,D10,47.354852,8.530199,2.5,80.4 m2,1995.0,7,yes,1,1455.0
LS-100783,D05,47.366351,8.498982,1.0,32.5 sqm,1910.0,3,yes,0,695.0
LS-100860,D05,47.362303,8.487217,2.0,51.8 m2,2007.0,5,no,1,950.0
LS-101987,D05,47.359002,8.494492,2.0,58.5 m2,1900.0,4,yes,1,1160.0
LS-102689,D08,47.412593,8.490061,3.5,89.0 m2,1998.0,1,yes,1,1115.0
LS-100348,D07,47.37157,8.483057,2.5,58.1 m2,1972.0,2,yes,0,775.0
LS-100068,D01,47.370075,8.538644,3.5,77.8 m2,,7,no,1,2130.0
LS-100403,D03,47.362833,8.541412,2.5,71.0 m2,2001.0,1,no,1,1745.0
LS-102375,D12,47.388835,8.54123,3.5,94.6 m2,1918.0,5,yes,1,1975.0
LS-100754,D03,47.35854,8.535106,3.0,88.9 m2,,8,yes,1,1855.0
LS-100797,D12,47.374511,8.543771,2.5,72.8 m2,1974.0,7,no,1,1685.0
LS-101050,D11,47.386575,8.500111,2.5,67.0 m2,1902.0,0,yes,0,1535.0
LS-101166,D01,47.362929,8.550104,3.0,62.3 m2,2005.0,8,yes,1,1385.0
LS-102453,D01,47.374325,8.550033,3.0,73.1 m2,2017.0,5,no,1,1865.0
LS-100177,D09,47.347305,8.485789,3.0,79.5 m2,1981.0,4,no,0,815.0
LS-100953,D01,47.381261,8.542344,3.5,85.7 m2,1956.0,2,no,0,1720.0
LS-101380,D08,47.404652,8.495378,4.0,97.0 m2,,5,yes,1,2205.0
LS-102100,D04,47.346019,8.571628,3.5,73.9 m2,1950.0,5,no,1,1485.0
LS-101815,D12,47.384947,8.551708,3.0,68.3 m2,1893.0,8,no,1,1280.0
LS-102139,D11,47.385345,8.497632,2.5,62.7 m2,1938.0,5,yes,1,1235.0
LS-102539,D03,47.365647,8.534289,4.0,73.5 m2,1933.0,2,no,0,1790.0
LS-100252,D10,47.360375,8.53575,3.5,109.3 m2,1942.0,2,yes,0,2220000.0
LS-102043,D02,47.378455,8.503433,2.0,81.6 m2,1914.0,3,yes,0,1725.0
LS-101438,D03,47.361756,8.536151,3.0,93.9 m2,2011.0,3,yes,1,2520.0
LS-100558,D01,47.378738,8.546285,3.5,110.7 m2,1938.0,7,yes,1,2240.0
LS-101577,D09,47.360237,8.46655,3.0,98.4 m2,1980.0,-99,yes,0,1310.0
LS-101920,D08,47.415243,8.489764,1.5,54.2 m2,1974.0,3,yes,0,875.0
LS-100193,D05,47.362019,8.501067,4.5,131.6 m2,1999.0,2,yes,0,2530.0
LS-102930,D04,47.346823,8.560595,2.5,69.7 m2,1920.0,2,no,1,1740.0
LS-101507,D04,47.3476,8.556893,1.5,41.8 m2,1997.0,3,no,0,920.0
LS-101933,D08,47.390223,8.485857,4.5,146.2 m2,2006.0,7,no,1,2095.0
LS-102008,D09,47.361241,8.476283,2.0,72.2 m2,,1,no,1,1090.0
LS-100244,D09,47.364727,8.474706,2.5,74.0 m2,1914.0,1,yes,0,645000.0
LS-100445,D07,47.375684,8.477774,3.5,100.9 m2,1915.0,0,no,1,1540.0
LS-100476,D11,47.39273,8.500156,2.0,73.0 m2,2021.0,1,no,1,2100.0
LS-100538,D03,47.358626,8.557383,4.0,85.5 m2,1897.0,0,no,1,1910.0
LS-101330,D09,47.357297,8.489629,3.0,75.8 m2,1923.0,6,yes,1,1035.0
LS-100255,D02,47.377914,8.503876,5.0,118.5 m2,1966.0,0,no,0,2035.0
LS-100451,D10,47.358063,8.512734,2.5,93.3 sqm,1941.0,0,yes,1,1835.0
LS-102798,D09,47.36067,8.462324,1.5,46.2 m2,1973.0,2,no,0,450.0
LS-101488,D06,47.341926,8.534559,1.5,51.3 m2,1897.0,1,yes,1,985.0
LS-101744,D04,47.339013,8.551915,4.0,140.9 m2,1960.0,4,yes,1,3075.0
LS-102380,D11,47.382731,8.492549,4.0,118.0 m2,1927.0,6,yes,1,2260.0
LS-102156,D09,47.352394,8.476434,4.0,75.8 m2,1938.0,7,yes,1,1035.0
LS-102881,D06,47.354045,8.527597,3.0,81.2 m2,1980.0,7,no,1,2005.0
LS-102521,D08,47.408862,8.494552,4.0,83.5 m2,,7,yes,1,1485.0
LS-102369,D09,47.365305,8.47317,2.0,64.7 m2,1948.0,4,no,0,450.0
LS-102911,D05,47.3594,8.504832,4.5,126.9 m2,1925.0,6,yes,1,2575.0
LS-100948,D07,47.36145,8.46872,4.5,107.4 m2,2018.0,5,yes,1,2040.0
LS-100510,D11,47.383685,8.48934,4.5,101.1 m2,1929.0,6,no,1,1900.0
LS-101393,D12,47.363392,8.538227,5.0,105.3 m2,1896.0,7,no,1,2345.0
LS-101508,D01,47.375628,8.556699,2.0,52.8 m2,,1,yes,1,1205.0
LS-102394,D01,47.360135,8.528814,3.0,84.3 m2,1970.0,4,yes,0,1640.0
LS-102290,D10,47.36171,8.538285,5.0,139.5 m2,1915.0,3,no,1,3065.0
LS-101331,D10,47.353197,8.534046,3.0,72.2 m2,1909.0,3,yes,0,1255.0
LS-101309,D04,47.346909,8.561326,3.0,67.0 m2,1987.0,4,no,1,1465.0
LS-101877,D06,47.349262,8.517128,3.0,60.4 m2,,7,yes,1,1325.0
LS-101911,D02,47.379642,8.501874,3.5,80.8 m2,1905.0,0,yes,0,1310.0
LS-102664,D05,47.344521,8.500427,4.0,126.7 m2,1992.0,7,no,1,2275.0
LS-102466,D06,47.354993,8.516875,3.0,86.2 m2,1902.0,1,no,0,1850.0
LS-101890,D07,47.359386,8.476811,4.0,127.8 m2,1914.0,8,yes,1,2110.0
LS-101929,D11,47.372771,8.509008,1.5,46.4 m2,1995.0,5,yes,1,1215.0
LS-102463,D03,47.363038,8.534474,2.5,69.2 m2,1933.0,2,yes,0,1690.0
LS-102421,D08,47.402226,8.49341,3.0,65.8 m2,2006.0,-99,yes,1,1130.0
LS-100621,D11,47.389215,8.488109,2.5,58.5 m2,2001.0,5,yes,1,1345.0
LS-101510,D12,47.384298,8.555342,4.0,127.4 m2,1962.0,1,no,0,2280.0
LS-101827,D09,47.351395,8.464438,5.0,158.7 m2,2006.0,7,yes,1,1905.0
LS-101671,D01,47.370151,8.543222,4.0,112.3 m2,1969.0,3,yes,1,2785.0
LS-101700,D12,47.373591,8.546868,3.5,109.4 m2,1923.0,8,no,1,2375.0
LS-101886,D10,47.353144,8.555646,2.0,48.3 m2,1957.0,3,yes,1,1110.0
LS-101200,D11,47.3793,8.492672,2.0,43.3 m2,2018.0,2,yes,0,1500.0
LS-102719,D03,47.350024,8.543587,4.0,124.1 m2,1923.0,6,yes,1,2855.0
LS-100663,D10,47.357453,8.519282,5.5,154.7 m2,1955.0,6,no,1,2595.0
LS-100774,D09,47.363823,8.474005,5.5,122.7 m2,1935.0,4,yes,0,1475.0
LS-100573,D09,47.367041,8.489425,3.0,69.2 m2,1945.0,7,no,1,910.0
LS-102353,D09,47.364644,8.470774,3.5,95.5 m2,1953.0,1,yes,1,1075.0
LS-102359,D09,47.360347,8.47066,3.5,112.2 m2,2016.0,4,yes,1,2075.0
LS-102896,D06,47.34512,8.528766,3.5,99.4 m2,1900.0,0,yes,1,1735.0
LS-102908,D03,47.365238,8.538255,2.5,75.5 m2,2002.0,2,no,1,2135.0
LS-101938,D01,47.367777,8.537836,3.0,102.7 m2,1985.0,6,yes,1,2570.0
LS-101121,D01,47.372619,8.550569,1.5,49.9 m2,1951.0,5,no,1,955.0
LS-100550,D02,47.386208,8.508368,3.5,91.9 m2,1950.0,2,yes,0,1650.0
LS-102554,D04,47.3468,8.565794,4.5,124.5 m2,1993.0,7,no,1,2550.0
LS-102020,D07,47.371308,8.470176,2.0,34.7 m2,1961.0,1,yes,1,850.0
LS-100139,D05,47.371691,8.504892,2.0,58.0 m2,1963.0,0,yes,1,1180.0
LS-102057,D06,47.346355,8.526975,1.0,32.7 m2,1898.0,5,yes,1,835.0
LS-100282,D09,47.351302,8.475695,3.5,74.2 m2,2021.0,6,yes,1,1455.0
LS-100258,D11,47.393054,8.510414,3.5,119.8 m2,2005.0,1,yes,1,2775.0
LS-100616,D09,47.359102,8.476339,3.0,87.0 m2,1967.0,8,yes,1,1075.0
LS-101811,D06,47.345457,8.536096,2.5,61.4 m2,1899.0,4,no,0,1315.0
LS-101797,D02,47.37969,8.504374,2.0,51.8 m2,1913.0,7,yes,1,1250.0
LS-102123,D05,47.350664,8.484029,2.5,68.1 m2,1923.0,1,no,1,1215.0
LS-102132,D04,47.350611,8.566228,3.5,98.6 m2,1990.0,0,no,1,2070.0
LS-100725,D12,47.375399,8.542236,4.5,100.3 m2,1969.0,7,yes,1,2385.0
LS-101636,D03,47.363751,8.525362,2.5,89.5 m2,2016.0,7,no,1,2605.0
LS-102520,D10,47.35665,8.542895,3.0,86.3 m2,1943.0,8,yes,1,1710.0
LS-100677,D03,47.364106,8.529585,1.0,29.9 m2,1994.0,0,no,0,580.0
LS-102028,D06,47.335527,8.519714,2.0,47.5 m2,1963.0,1,no,0,580.0
LS-101152,D05,47.36089,8.492856,4.5,101.6 m2,1923.0,-99,yes,1,1825.0
LS-102147,D06,47.341977,8.531139,4.5,102.9 m2,1930.0,7,yes,1,2050.0
LS-100055,D02,47.386354,8.504659,5.0,134.2 m2,,6,yes,1,2485.0
LS-102540,D09,47.356375,8.465034,1.0,29.2 m2,1921.0,5,yes,1,450.0
LS-102258,D04,47.358078,8.565137,3.5,97.1 m2,1942.0,1,no,0,2515.0
LS-101411,D12,47.37864,8.54506,5.0,135.0 m2,1900.0,1,no,0,2575.0
LS-102244,D03,47.351271,8.533892,2.5,67.6 m2,1922.0,0,no,0,1390.0
LS-101288,D01,47.37134,8.541847,1.5,45.4 m2,1984.0,0,no,1,915.0
LS-100166,D11,47.379986,8.484687,3.0,76.3 m2,,6,no,1,1540.0
LS-102899,D03,47.351246,8.529509,4.0,110.6 m2,1998.0,1,yes,0,2395.0
LS-100872,D11,47.383284,8.492901,3.0,79.2 m2,1993.0,-99,no,0,1495.0
LS-101361,D05,47.354788,8.4967,2.5,90.8 sqm,1978.0,6,yes,1,1965.0
LS-100887,D03,47.354236,8.545933,5.5,161.5 m2,,6,yes,1,3730.0
LS-100888,D05,47.36407,8.508587,2.0,62.1 m2,1997.0,1,no,1,1310.0
LS-102392,D10,47.35827,8.522279,1.0,26.8 m2,1968.0,1,yes,1,740.0
LS-102439,D03,47.363249,8.533936,3.0,59.3 m2,2014.0,0,no,0,1720.0
LS-101819,D02,47.378114,8.510923,1.0,25.9 m2,1900.0,1,yes,1,450000.0
LS-102471,D12,47.382399,8.548601,4.0,118.4 m2,2016.0,-99,yes,1,2870.0
LS-100498,D10,47.353496,8.535198,3.0,100.5 m2,2015.0,5,yes,1,2305000.0
LS-100714,D12,47.379839,8.549088,4.5,119.4 m2,,0,no,1,2395.0
LS-102752,D08,47.395769,8.49408,3.5,105.7 m2,1972.0,-99,yes,1,1500.0
LS-101056,D01,47.365515,8.555598,3.0,85.6 m2,1952.0,0,no,0,1840.0
LS-102765,D02,47.380473,8.516706,3.0,85.9 m2,,4,no,1,2175.0
LS-100364,D04,47.345879,8.556444,5.5,174.7 m2,1915.0,-99,yes,1,3970.0
LS-101634,D10,47.346162,8.538574,3.0,76.2 m2,1919.0,1,yes,0,1550.0
LS-102331,D09,47.355086,8.480547,4.0,101.4 m2,1945.0,1,no,1,950.0
LS-101727,D02,47.373306,8.503403,4.0,88.5 m2,2021.0,6,yes,1,2460.0
LS-101172,D10,47.359151,8.535389,1.5,45.5 m2,2003.0,3,yes,1,825.0
LS-102077,D04,47.353763,8.553561,2.0,52.8 m2,2004.0,0,yes,1,1385.0
LS-100800,D11,47.377429,8.487064,2.5,80.2 m2,2008.0,5,no,1,1345.0
LS-100617,D01,47.360621,8.526887,5.0,150.4 sqm,1917.0,3,yes,1,2680.0
LS-102657,D05,47.35816,8.487132,3.0,72.9 m2,1896.0,4,yes,1,1345.0
LS-100600,D11,47.380469,8.49752,1.5,43.5 m2,1924.0,3,yes,1,945.0
LS-100123,D05,47.359436,8.482994,5.5,141.3 m2,1892.0,4,no,0,2435.0
LS-101597,D03,47.367241,8.531784,3.0,108.8 m2,1973.0,5,yes,1,3055.0
LS-100334,D03,47.359245,8.544298,2.5,63.8 m2,1970.0,0,yes,1,1625.0
LS-101857,D01,47.37611,8.546235,4.5,124.6 m2,1968.0,8,yes,1,2705.0
LS-102894,D03,47.362705,8.520532,3.5,88.0 m2,1893.0,3,yes,0,1865.0
LS-100304,D04,47.345001,8.578914,5.5,143.6 m2,2020.0,6,yes,1,3600000.0
LS-102549,D04,47.353338,8.571314,1.0,35.0 m2,1965.0,6,yes,1,960.0
LS-100980,D02,47.384203,8.521732,3.0,85.4 m2,1966.0,2,yes,0,2195.0
LS-101688,D08,47.399242,8.497355,4.0,91.7 m2,1980.0,4,no,0,1260.0
LS-102694,D10,47.351739,8.528844,1.0,36.8 m2,1980.0,6,yes,1,985.0
