Offer_Id;Type;Price;PS;Init_Regist;Kilometer;Fuel_Type;Transmission
7348041;VOLVO XC40 D4 AWD Momentum Geartronic (SUV / Geländewagen);CHF 48'000.–;190 PS;9.2019;12'000 km;Diesel;Automat sequentiell
7452246;FIAT Punto 1.4 16V Sporting (Kleinwagen);CHF 500.–;95 PS;7.2004;127'600 km;Benzin;Schaltgetriebe manuell
7330210;AUDI RS6 Avant quattro tiptronic (Kombi);CHF 10'000.–;450 PS;8.2002;196'000 km;Benzin;Automat
7412581;MINI Cooper S (Kleinwagen);CHF 20'000.–;192 PS;12.2014;47'500 km;Benzin;Schaltgetriebe manuell
7408450;MINI Cooper S (Kleinwagen);CHF 17'400.–;192 PS;12.2014;19'900 km;Benzin;Schaltgetriebe manuell
7406162;MINI Cooper S (Kleinwagen);CHF 4'000.–;163 PS;3.2003;84'000 km;Benzin;Schaltgetriebe manuell
7387857;VW POLO 1.2 TSI Match (Kleinwagen);CHF 6'999.–;105 PS;10.2012;93'000 km;Benzin;Schaltgetriebe manuell
7430251;VOLVO V60 Cross Country D4 AWD Summum Geartronic (Kombi);CHF 22'900.–;190 PS;7.2015;93'000 km;Diesel;Automat sequentiell
7456612;TOYOTA Verso 1.8 Trend Multidrive S (Kompaktvan / Minivan);CHF 18'200.–;147 PS;12.2014;45'000 km;Benzin;Automat stufenlos, sequentiell
7156926;BMW 550i Steptronic (Limousine);CHF 14'500.–;367 PS;3.2008;127'000 km;Benzin;Automat
7100104;BMW 550i Touring Steptronic (Kombi);CHF 13'900.–;367 PS;12.2009;157'000 km;Benzin;Automat
7472981;BMW 550i xDrive GT Steptronic (Limousine);CHF 17'800.–;408 PS;7.201;152'000 km;Benzin;Automat sequentiell
7317845;SKODA Octavia Combi 1.6 TDI Ambition 4x4 (Kombi);CHF 11'500.–;105 PS;9.2015;119'000 km;Diesel;Schaltgetriebe manuell
7451466;MERCEDES-BENZ A 250 A 250 AMG Line 4Matic 7G-DCT 4Matic (Limousine);CHF 49'450.–;224 PS;8.2019;9'500 km;Benzin;Automatisiertes Schaltgetriebe
7369304;VW Touran 2.0 TDI BlueMotion Technology Highline DSG (Kompaktvan / Minivan);CHF 16'900.–;140 PS;6.2015;67'000 km;Diesel;Automatisiertes Schaltgetriebe
7081683;BENTLEY Continental GT 4.0 V8 (Coupé);CHF 94'500.–;507 PS;11.2013;26'000 km;Benzin;Automat sequentiell
7200446;MERCEDES-BENZ B 170 (Limousine);CHF 6'500.–;115 PS;7.2007;136'500 km;Benzin;Automatik-Getriebe
4521848;VOLVO V60 T6 AWD Polestar Geartronic (Kombi);CHF 29'900.–;351 PS;12.2015;80'000 km;Benzin;Automat
7442751;VOLVO XC60 T6 AWD Summum Geartronic (SUV / Geländewagen);CHF 24'700.–;304 PS;11.2013;73'000 km;Benzin;Automat sequentiell
7427186;AUDI S4 Avant 3.0 TFSI quattro tiptronic (Kombi);CHF 52'450.–;354 PS;11.2017;31'200 km;Benzin;Automat sequentiell
7450141;MERCEDES-BENZ E 350 CGI BlueEff. Avantgarde 4Matic 7G-Tronic (Kombi);CHF 22'500.–;306 PS;7.2013;157'000 km;Benzin;Automat sequentiell
7157880;TESLA Model S 85 Performance (Limousine);CHF 39'250.–;476 PS;9.2013;148'000 km;Elektro;Automatisiertes Schaltgetriebe
7318901;OPEL Corsa 1.4 TP Anniversary Edition (Kleinwagen);CHF 5'750.–;100 PS;5.2012;60'000 km;Benzin;Schaltgetriebe manuell
7427398;BMW 316d Touring Business Steptronic (Kombi);CHF 15'990.–;116 PS;11.2016;62'400 km;Diesel;Automat sequentiell
7393847;BMW 316d Touring Business Steptronic (Kombi);CHF 15'500.–;116 PS;9.2016;67'000 km;Diesel;Automat sequentiell
7107429;BMW 316d Touring Business Steptronic (Kombi);CHF 12'800.–;116 PS;8.2015;125'000 km;Diesel;Automat sequentiell
7134176;BMW M2 Competition Drivelogic (Coupé);CHF 58'000.–;410 PS;12.2018;12'500 km;Benzin;Automatisiertes Schaltgetriebe
7467425;BMW M4 Coupé DKG (Coupé);CHF 139'000.–;450 PS;1.2017;90 km;Benzin;Automatisiertes Schaltgetriebe
7332426;LAND ROVER Range Rover Sport 3.0 TDV6 HSE Automatic (SUV / Geländewagen);CHF 14'500.–;256 PS;12.2011;214'335 km;Diesel;Automat sequentiell
7020915;MERCEDES-BENZ C 280 (Limousine);CHF 8'700.–;193 PS;1.1996;53'000 km;Benzin;Automatik-Getriebe
7153671;CADILLAC Seville STS 4.6 32V A (Limousine);CHF 4'000.–;305 PS;11.2004;130'000 km;Benzin;Automat
7477431;LAND ROVER Range Rover Sport 4.2 V8 SC Automatic (SUV / Geländewagen);CHF 13'000.–;390 PS;1.2007;146'000 km;Benzin;Automat sequentiell
6654570;ASTON MARTIN DBS Volante Touchtronic 2 (Cabriolet);CHF 122'000.–;517 PS;11.2009;17'500 km;Benzin;Automat sequentiell
7273623;ASTON MARTIN Rapide 5.9 V12 Touchtronic 2 (Limousine);CHF 52'500.–;476 PS;5.201;70'000 km;Benzin;Automat sequentiell
7114974;ASTON MARTIN Rapide 5.9 V12 Touchtronic 2 (Limousine);CHF 73'000.–;476 PS;7.201;64'500 km;Benzin;Automat sequentiell
6565237;ASTON MARTIN Rapide 5.9 V12 Touchtronic 2 (Limousine);CHF 64'500.–;476 PS;9.201;48'000 km;Benzin;Automat sequentiell
7408244;SMART fortwo passion (Cabriolet);CHF 3'200.–;55 PS;2.2003;56'200 km;Benzin;Automatisiertes Schaltgetriebe
7475836;LAND ROVER Range Rover Evoque 2.0 Si4 Prestige AT6 (SUV / Geländewagen);CHF 20'500.–;241 PS;11.2011;78'000 km;Benzin;Automat sequentiell
7468028;LAND ROVER Range Rover Evoque 2.0 Si4 Prestige AT6 (SUV / Geländewagen);CHF 19'000.–;241 PS;3.2012;102'000 km;Benzin;Automat sequentiell
7374282;LAND ROVER Range Rover Evoque 2.0 Si4 Prestige AT9 (SUV / Geländewagen);CHF 34'800.–;241 PS;2.2014;48'000 km;Benzin;Automat sequentiell
7407148;DS AUTOMOBILES DS3 1.6 THP Sport Chic (Kleinwagen);CHF 5'600.–;156 PS;1.2011;127'000 km;Benzin;Schaltgetriebe manuell
6996989;BMW M3 Coupé (Coupé);CHF 34'900.–;343 PS;6.2006;157'300 km;Benzin;Schaltgetriebe manuell
7311875;PORSCHE 911 Carrera Targa (Cabriolet);CHF 61'911.–;217 PS;5.1988;164'800 km;Benzin;Schaltgetriebe manuell
6883871;PORSCHE 911 Carrera Targa (Cabriolet);CHF 63'900.–;231 PS;1.1984;129'800 km;Benzin;Schaltgetriebe manuell
7416093;BMW X5 xDrive 35d (3.0sd) Steptronic (SUV / Geländewagen);CHF 10'950.–;286 PS;2.2008;196'000 km;Diesel;Automat sequentiell
7414485;BMW X5 xDrive 35d (3.0sd) Steptronic (SUV / Geländewagen);CHF 16'400.–;286 PS;3.2009;158'000 km;Diesel;Automat sequentiell
7349314;BMW X5 xDrive 35d (3.0sd) Steptronic (SUV / Geländewagen);CHF 10'500.–;286 PS;3.2008;201'000 km;Diesel;Automat
7305828;BMW X5 xDrive 35d (3.0sd) Steptronic (SUV / Geländewagen);CHF 14'500.–;286 PS;10.2009;169'000 km;Diesel;Automat
7469789;RENAULT Microbus T5 BE 2.2 (Bus);CHF 2'900.–;102 PS;10.1996;63'000 km;Benzin;Schaltgetriebe manuell
7303747;JAGUAR XF 5.0 V8 S/C XFR (Limousine);CHF 16'950.–;510 PS;11.201;212'000 km;Benzin;Automat sequentiell
7311536;KIA Carens 1.7 CRDi Style DCT (Kompaktvan / Minivan);CHF 17'400.–;136 PS;11.2014;83'000 km;Diesel;Automat sequentiell
7148024;KIA Carens 1.7 CRDi Swiss Eco Edition (Kompaktvan / Minivan);CHF 18'500.–;141 PS;8.2017;29'500 km;Diesel;Schaltgetriebe manuell
7409841;ASTON MARTIN DB11 V8 Volante Touchtronic 3 (Cabriolet);CHF 189'900.–;510 PS;7.2018;2'900 km;Benzin;Automat sequentiell
7125784;LANCIA Thema 8.32 Ferrari (Limousine);CHF 15'000.–;205 PS;4.1989;140'000 km;Benzin;Schaltgetriebe manuell
7459987;BMW X4 xDrive 35i xLine Steptronic (SUV / Geländewagen);CHF 36'800.–;306 PS;10.2014;91'000 km;Benzin;Automat sequentiell
7335050;VW Tiguan 2.0 TDI BlueMotion Sport&Style 4Motion DSG (SUV / Geländewagen);CHF 18'250.–;177 PS;5.2013;106'165 km;Diesel;Automatisiertes Schaltgetriebe
7346087;AUDI S5 Sportback 3.0 TFSI quattro S-tronic (Limousine);CHF 19'900.–;333 PS;1.2011;83'900 km;Benzin;Automatisiertes Schaltgetriebe
7329217;AUDI S5 Sportback 3.0 TFSI quattro S-tronic (Limousine);CHF 41'800.–;333 PS;4.2016;40'000 km;Benzin;Automatisiertes Schaltgetriebe
7327685;AUDI S5 Sportback 3.0 TFSI quattro S-tronic (Limousine);CHF 19'200.–;333 PS;4.201;116'700 km;Benzin;Automatisiertes Schaltgetriebe
7229791;AUDI S5 Sportback 3.0 TFSI quattro S-tronic (Limousine);CHF 19'500.–;333 PS;6.201;127'000 km;Benzin;Automatisiertes Schaltgetriebe
7346351;SAAB 9-3 2.8T V6 Aero Automatic (Cabriolet);CHF 25'500.–;256 PS;11.2007;112'200 km;Benzin;Automat
7299943;SAAB 9-3 2.8T V6 Aero Automatic (Limousine);CHF 10'800.–;256 PS;11.2007;85'800 km;Benzin;Automat
7417106;SAAB 9-3 2.8T V6 Aero XWD Automatic (Kombi);CHF 7'990.–;280 PS;4.2008;203'550 km;Benzin;Automat sequentiell
7204018;SAAB 9-3 2.8T V6 Aero XWD Automatic (Kombi);CHF 9'400.–;280 PS;8.2009;156'000 km;Benzin;Automat
7438006;SAAB 9-3 2.8T V6 X XWD (Kombi);CHF 17'500.–;300 PS;7.2008;85'217 km;Benzin;Schaltgetriebe manuell
6667160;BUICK Le Sabre (Limousine);CHF 43'500.–;254 PS;7.196;76'850 km;Benzin;Automat
7329570;BUICK Regal 3.8 V6 Custom (Limousine);CHF 4'800.–;173 PS;4.1995;70'800 km;Benzin;Automat
7467368;DACIA Dokker 1.2 T Stepway (Kompaktvan / Minivan);CHF 11'200.–;115 PS;9.2016;47'500 km;Benzin;Schaltgetriebe manuell
7471756;MITSUBISHI Grandis 2.4 16V Motion Automatic (Kompaktvan / Minivan);CHF 4'500.–;165 PS;10.2009;179'000 km;Benzin;Automat
7466508;MITSUBISHI i MiEV (Kleinwagen);CHF 6'700.–;67 PS;8.2011;32'000 km;Elektro;Schaltgetriebe manuell
7421958;AUDI Q5 2.0 TDI quattro S-tronic (SUV / Geländewagen);CHF 28'490.–;190 PS;1.2017;83'000 km;Diesel;Automatisiertes Schaltgetriebe
7415881;AUDI Q5 2.0 TDI quattro S-tronic (SUV / Geländewagen);CHF 24'500.–;177 PS;5.2014;100'000 km;Diesel;Automat
7390652;AUDI Q5 2.0 TDI quattro S-tronic (SUV / Geländewagen);CHF 35'999.–;190 PS;8.2016;39'000 km;Diesel;Automatisiertes Schaltgetriebe
7468408;CADILLAC Seville SLS 4.6 32V A (Limousine);CHF 1'500.–;279 PS;7.2;340'033 km;Benzin;Automat
5974068;AUDI A4 Cabriolet 3.0 V6 (Cabriolet);CHF 4'000.–;220 PS;5.2003;190'000 km;Benzin;Schaltgetriebe manuell
7467872;AUDI A5 3.2 FSI quattro (Coupé);CHF 5'900.–;265 PS;5.2008;243'055 km;Benzin;Schaltgetriebe
7392133;ALFA ROMEO Giulietta 1750 TBi Quadrifoglio Verde (Limousine);CHF 11'100.–;235 PS;8.2012;88'500 km;Benzin;Schaltgetriebe manuell
7191926;ALFA ROMEO Giulietta 1750 TBi Quadrifoglio Verde (Limousine);CHF 8'500.–;235 PS;6.2011;126'000 km;Benzin;Schaltgetriebe manuell
7114072;ALFA ROMEO Giulietta 1750 TBi Quadrifoglio Verde (Limousine);CHF 10'000.–;235 PS;12.2011;98'800 km;Benzin;Schaltgetriebe manuell
7432120;VW Sharan 2.0 TDI BlueMotion Technology Cup DSG (Kompaktvan / Minivan);CHF 24'800.–;177 PS;5.2014;68'000 km;Diesel;Automatisiertes Schaltgetriebe
7444358;VW Sharan 2.0 TDI BlueMotion Technology Design DSG (Kompaktvan / Minivan);CHF 20'950.–;140 PS;11.2014;78'500 km;Diesel;Automatisiertes Schaltgetriebe
7452352;VW Sharan 2.0 TDI BlueMotion Technology Highline (Kompaktvan / Minivan);CHF 11'000.–;140 PS;7.2011;142'000 km;Diesel;Schaltgetriebe manuell
7411826;TOYOTA FJ Cruiser (SUV / Geländewagen);CHF 19'000.–;242 PS;1.2008;165'000 km;Benzin;Automatik-Getriebe
7446731;TOYOTA GT 86 2.0 D-4S Race (Coupé);CHF 19'500.–;200 PS;12.2013;65'000 km;Benzin;Schaltgetriebe manuell
7466723;TOYOTA GT 86 2.0 D-4S Sport (Coupé);CHF 18'500.–;200 PS;2.2013;64'817 km;Benzin;Schaltgetriebe manuell
7428706;TOYOTA GT 86 2.0 D-4S Sport (Coupé);CHF 29'200.–;200 PS;8.2019;9'500 km;Benzin;Schaltgetriebe manuell
7474183;VW Amarok 2.0 BiTDI Highline 4Motion permanent (Pick-up);CHF 22'900.–;180 PS;7.2013;111'000 km;Diesel;Schaltgetriebe manuell
7474328;VW Amarok 2.0 BiTDI Highline 4Motion permanent A (Pick-up);CHF 17'000.–;180 PS;7.2013;145'000 km;Diesel;Automat sequentiell
7457905;SKODA Octavia Combi 2.0 TDI AllDrive 4x4 (Kombi);CHF 6'500.–;140 PS;6.2012;205'000 km;Diesel;Schaltgetriebe manuell
7373978;SKODA Octavia Combi 2.0 TDI AllDrive 4x4 DSG (Kombi);CHF 10'900.–;140 PS;2.2013;155'000 km;Diesel;Automatisiertes Schaltgetriebe
7375214;AUDI SQ5 3.0 TDI quattro tiptronic (SUV / Geländewagen);CHF 35'800.–;313 PS;1.2015;80'000 km;Diesel;Automat sequentiell
7468052;RENAULT Clio 0.9 12V Dynamique (Kleinwagen);CHF 5'900.–;90 PS;6.2013;103'000 km;Benzin;Schaltgetriebe manuell
6846438;PEUGEOT Rifter 1.5 BlueHDi Allure Automat (Kompaktvan / Minivan);CHF 43'620.–;130 PS;7.2019;2'500 km;Diesel;Automat sequentiell
7420077;MG TF 160 (Cabriolet);CHF 9'700.–;160 PS;6.2002;58'000 km;Benzin;Schaltgetriebe manuell
5666526;MG TF 160 (Cabriolet);CHF 17'900.–;160 PS;2.2004;135'000 km;Benzin;Schaltgetriebe manuell
6866294;MG TF 160 80th Anniversary (Cabriolet);CHF 17'000.–;160 PS;3.2004;54'000 km;Benzin;Schaltgetriebe manuell
7390724;MERCEDES-BENZ A 45 AMG 4Matic Speedshift 7G-DCT (Limousine);CHF 31'000.–;360 PS;3.2014;90'000 km;Benzin;Automatisiertes Schaltgetriebe
7389112;MERCEDES-BENZ A 45 AMG 4Matic Speedshift 7G-DCT (Limousine);CHF 29'900.–;360 PS;3.2014;46'000 km;Benzin;Automatisiertes Schaltgetriebe
7378186;MERCEDES-BENZ A 45 AMG 4Matic Speedshift 7G-DCT (Limousine);CHF 41'900.–;381 PS;1.2016;27'000 km;Benzin;Automatisiertes Schaltgetriebe
7367778;MERCEDES-BENZ A 45 AMG 4Matic Speedshift 7G-DCT (Limousine);CHF 43'900.–;381 PS;3.2018;48'000 km;Benzin;Automatisiertes Schaltgetriebe
7143318;BMW X1 sDrive 18i (SUV / Geländewagen);CHF 14'200.–;150 PS;9.2012;70'000 km;Benzin;Schaltgetriebe manuell
7448575;FORD Kuga 2.0 TDCi Titanium 4WD (SUV / Geländewagen);CHF 7'600.–;136 PS;2.2009;130'500 km;Diesel;Schaltgetriebe manuell
7448695;MERCEDES-BENZ E 280 Elégance 4-Matic Automatic (Limousine);CHF 4'200.–;204 PS;7.1998;174'634 km;Benzin;Automat
7447646;MERCEDES-BENZ E 290 TD Elégance (Limousine);CHF 5'900.–;129 PS;8.1997;176'000 km;Diesel;Schaltgetriebe manuell
5687832;BMW i8 Coupé (Coupé);CHF 75'900.–;362 PS;7.2016;29'100 km;Plug-in-Hybrid Benzin/Elektro;Automat sequentiell
7466053;BMW M Coupé (Coupé);CHF 42'000.–;321 PS;11.1998;119'000 km;Benzin;Schaltgetriebe manuell
7387830;VOLVO V60 D6 AWD Plug-in Hybrid Summum Geartronic (Kombi);CHF 39'000.–;288 PS;3.2018;35'000 km;Plug-in-Hybrid Diesel/Elektro;Automat sequentiell
7308365;VOLVO V60 D6 AWD Plug-in Hybrid Summum R Geartronic (Kombi);CHF 31'500.–;283 PS;11.2015;85'000 km;Plug-in-Hybrid Diesel/Elektro;Automat sequentiell
7407722;KIA PICANTO II 1.2 85 sport 3 portes (Kleinwagen);CHF 7'500.–;84 PS;3.2012;58'700 km;Benzin;Schaltgetriebe
7390875;FORD Focus 1.5 SCTi ST Line (Kombi);CHF 19'800.–;150 PS;5.2017;44'800 km;Benzin;Schaltgetriebe manuell
7427777;SKODA Octavia Combi 2.0 TDI Elegance DSG (Kombi);CHF 9'900.–;150 PS;11.2013;209'000 km;Diesel;Automatisiertes Schaltgetriebe
7446766;MERCEDES-BENZ C 250 CDI Avantgarde 4Matic 7G-Tronic (Kombi);CHF 9'500.–;204 PS;4.2014;205'000 km;Diesel;Automat sequentiell
7153737;MERCEDES-BENZ C 250 CDI Avantgarde 4Matic 7G-Tronic (Kombi);CHF 21'000.–;204 PS;6.2012;38'000 km;Diesel;Automat sequentiell
7304868;JAGUAR XF 2.2d (Limousine);CHF 14'500.–;190 PS;7.2012;109'000 km;Diesel;Automat sequentiell
7326954;SEAT Leon 2.0 TSI Cupra 280 DSG (Limousine);CHF 21'900.–;280 PS;6.2015;75'500 km;Benzin;Automatisiertes Schaltgetriebe
7427072;BMW X6 xDrive 40d Steptronic (SUV / Geländewagen);CHF 49'000.–;313 PS;8.2015;45'000 km;Diesel;Automat sequentiell
7331593;MASERATI Quattroporte 4.2 V8 DuoSelect (Limousine);CHF 14'900.–;400 PS;11.2005;107'000 km;Benzin;Automatisiertes Schaltgetriebe
7139961;SUZUKI Swift 1.3i 16V GL Top (Kleinwagen);CHF 3'990.–;92 PS;5.2007;68'060 km;Benzin;Schaltgetriebe manuell
7021736;SEAT Leon ST 1.4 TSI FR (Kombi);CHF 10'500.–;140 PS;3.2014;95'000 km;Benzin;Schaltgetriebe manuell
7399525;AUDI R8 Coupé 5.2 (Coupé);CHF 59'900.–;525 PS;4.201;64'000 km;Benzin;Schaltgetriebe manuell
7307514;BMW X3 xDrive 28i M Sport Steptronic (SUV / Geländewagen);CHF 39'950.–;245 PS;8.2017;40'000 km;Benzin;Automat sequentiell
7474187;MERCEDES-BENZ CL 500 4Matic 7G-Tronic (Coupé);CHF 17'900.–;388 PS;9.2008;222'000 km;Benzin;Automat sequentiell
7311402;CHRYSLER PT Cruiser 2.2 CRD Limited (Kompaktvan / Minivan);CHF 2'990.–;150 PS;12.2006;165'000 km;Diesel;Schaltgetriebe manuell
7428556;VOLVO V60 D6 AWD Plug-in Hybrid Momentum Geartronic (Kombi);CHF 24'000.–;288 PS;12.2015;47'587 km;Plug-in-Hybrid Diesel/Elektro;Automat sequentiell
7358679;VW Polo 2.0 TSI GTI DSG (Kleinwagen);CHF 22'490.–;200 PS;4.2018;40'000 km;Benzin;Automatisiertes Schaltgetriebe
7358762;VW Touareg 5.0 TDI V10 Automatic (SUV / Geländewagen);CHF 10'900.–;313 PS;12.2008;146'000 km;Diesel;Automat
7326098;VW Touareg 5.0 TDI V10 Automatic (SUV / Geländewagen);CHF 9'000.–;313 PS;3.2006;200'670 km;Diesel;Automat
7418655;SKODA Rapid Spaceback 1.4 TSI Monte Carlo DSG (Kombi);CHF 12'000.–;125 PS;8.2016;91'500 km;Benzin;Automatisiertes Schaltgetriebe
7321144;SKODA Rapid Spaceback 1.4 TSI Style DSG (Kombi);CHF 19'000.–;125 PS;9.2017;15'000 km;Benzin;Automatisiertes Schaltgetriebe
7421752;SKODA Octavia 1.8 TSI Elegance 4x4 DSG (Limousine);CHF 14'000.–;180 PS;3.2015;83'000 km;Benzin;Automatisiertes Schaltgetriebe
7388191;TESLA Model S 85 (Limousine);CHF 38'700.–;388 PS;12.2014;124'500 km;Elektro;Automatisiertes Schaltgetriebe
7444379;TESLA Model S 85 D (Limousine);CHF 42'900.–;525 PS;8.2015;133'000 km;Elektro;Automatisiertes Schaltgetriebe
7437795;TESLA Model S 85 D (Limousine);CHF 43'500.–;525 PS;6.2015;138'000 km;Elektro;Automatisiertes Schaltgetriebe
7416601;TESLA Model S 85 D (Limousine);CHF 44'500.–;525 PS;6.2015;106'000 km;Elektro;Automatisiertes Schaltgetriebe
6906106;TESLA Model S 85 D (Limousine);CHF 52'500.–;525 PS;12.2015;64'219 km;Elektro;Automatisiertes Schaltgetriebe
7453973;TESLA Model S 85 D Performance (Limousine);CHF 52'990.–;772 PS;3.2015;74'900 km;Elektro;Automatisiertes Schaltgetriebe
7431894;TESLA Model S 85 D Performance (Limousine);CHF 57'900.–;772 PS;1.2016;78'144 km;Elektro;Automatisiertes Schaltgetriebe
7421154;VW Golf 2.0 TSI R 4Motion DSG (Limousine);CHF 29'000.–;301 PS;12.2015;51'000 km;Benzin;Automatisiertes Schaltgetriebe
7415348;VW Golf 2.0 TSI R 4Motion DSG (Limousine);CHF 36'800.–;400 PS;1.2015;77'800 km;Benzin;Automatisiertes Schaltgetriebe
7408089;VW Golf 2.0 TSI R 4Motion DSG (Limousine);CHF 16'900.–;270 PS;9.201;93'000 km;Benzin;Automatisiertes Schaltgetriebe
7399061;VW Touran 1.4 TSI Highline (Kompaktvan / Minivan);CHF 9'900.–;140 PS;11.201;135'000 km;Benzin;Schaltgetriebe manuell
7248128;DS AUTOMOBILES DS3 1.6 VTi SO Chic Automatic (Kleinwagen);CHF 8'100.–;120 PS;2.2012;76'000 km;Benzin;Automat sequentiell
7476006;VW Lupo 75 Trendline ABS (Kleinwagen);CHF 1'100.–;75 PS;11.2001;133'500 km;Benzin;Schaltgetriebe manuell
7398736;SKODA Octavia Combi 2.0 TSI RS DSG (Kombi);CHF 18'900.–;220 PS;9.2013;75'500 km;Benzin;Automatisiertes Schaltgetriebe
7401303;FORD Focus 1.0 SCTi ST Line (Limousine);CHF 17'950.–;125 PS;11.2018;950 km;Benzin;Schaltgetriebe manuell
7339842;FIAT 500 1.2 Lounge (Kleinwagen);CHF 7'950.–;70 PS;11.2014;30'500 km;Benzin;Schaltgetriebe manuell
7387613;BMW X5 xDrive M Steptronic (SUV / Geländewagen);CHF 46'500.–;555 PS;8.2011;65'000 km;Benzin;Automat sequentiell
7317846;BMW X5 xDrive M Steptronic (SUV / Geländewagen);CHF 32'000.–;620 PS;9.201;116'000 km;Benzin;Automat
7192874;VW Touran 1.4 TSI Highline DSG (Kompaktvan / Minivan);CHF 6'000.–;140 PS;4.2011;149'000 km;Benzin;Automatisiertes Schaltgetriebe
6713693;VW Touran 1.4 TSI Highline DSG (Kompaktvan / Minivan);CHF 9'000.–;140 PS;9.2009;133'000 km;Benzin;Automatisiertes Schaltgetriebe
7467856;AUDI A8 4.2 quattro tiptronic (Limousine);CHF 6'500.–;310 PS;5.2;112'500 km;Benzin;Automat sequentiell
7467172;DS AUTOMOBILES DS4 2.0 HDi Sport Chic Automatic (Limousine);CHF 11'800.–;180 PS;6.2013;77'000 km;Diesel;Automat sequentiell
6743913;PORSCHE 911 Turbo PDK (Coupé);CHF 109'900.–;521 PS;10.2014;42'000 km;Benzin;Automatisiertes Schaltgetriebe
7415721;VW Tiguan 2.0 TDI SCR Highline 4Motion DSG (SUV / Geländewagen);CHF 35'000.–;190 PS;10.2016;57'000 km;Diesel;Automatisiertes Schaltgetriebe
7408668;VW Tiguan 2.0 TDI SCR Highline 4Motion DSG (SUV / Geländewagen);CHF 40'000.–;240 PS;9.2018;40'000 km;Diesel;Automatisiertes Schaltgetriebe
7308347;JEEP Wrangler 3.6 Unlimited Anniversary hardtop (SUV / Geländewagen);CHF 39'900.–;284 PS;7.2017;8'500 km;Benzin;Automat sequentiell
6776084;MERCEDES-BENZ GLC Coupé 250 d AMG Line 4Matic 9G-Tronic (SUV / Geländewagen);CHF 72'000.–;204 PS;4.2018;17'950 km;Diesel;Automat sequentiell
7467504;BMW 330i (Limousine);CHF 7'600.–;258 PS;5.2005;127'000 km;Benzin;Schaltgetriebe manuell
7306069;MERCEDES-BENZ CLK 320 Elégance Automatic (Cabriolet);CHF 4'200.–;218 PS;1.1999;187'000 km;Benzin;Automat
7391019;SEAT Alhambra 2.0 TDI Style 4x4 (Kompaktvan / Minivan);CHF 17'000.–;140 PS;9.2012;97'000 km;Diesel;Schaltgetriebe manuell
7381416;SEAT Alhambra 2.0 TDI Style 4x4 (Kompaktvan / Minivan);CHF 25'950.–;140 PS;5.2015;79'500 km;Diesel;Schaltgetriebe manuell
7474556;SEAT Alhambra 2.0 TDI Style Advanced 4Drive (Kompaktvan / Minivan);CHF 33'000.–;184 PS;9.2017;39'000 km;Diesel;Automatisiertes Schaltgetriebe
7159867;MERCEDES-BENZ CLA Shooting Brake 200 d Night Star 7G-DCT (Kombi);CHF 31'400.–;136 PS;8.2018;18'000 km;Diesel;Automatisiertes Schaltgetriebe
7436277;MERCEDES-BENZ CLA Shooting Brake 200 Night Star 7G-DCT (Kombi);CHF 21'900.–;156 PS;2.2018;59'000 km;Benzin;Automatisiertes Schaltgetriebe
7394713;PORSCHE Panamera Turbo 4.8 PDK (Limousine);CHF 34'900.–;500 PS;10.2009;145'000 km;Benzin;Automatisiertes Schaltgetriebe
7193564;PORSCHE Panamera Turbo 4.8 PDK (Limousine);CHF 62'500.–;520 PS;4.2014;42'000 km;Benzin;Automatisiertes Schaltgetriebe
7173065;PORSCHE Panamera Turbo 4.8 PDK (Limousine);CHF 29'999.–;500 PS;11.2009;146'500 km;Benzin;Automatisiertes Schaltgetriebe
7155801;PORSCHE Panamera Turbo 4.8 PDK (Limousine);CHF 31'900.–;500 PS;6.201;145'293 km;Benzin;Automatisiertes Schaltgetriebe
7091902;PORSCHE Panamera Turbo 4.8 PDK (Limousine);CHF 24'000.–;500 PS;6.201;206'000 km;Benzin;Automatisiertes Schaltgetriebe
7407555;AUDI Q7 3.0 TDI quattro tiptronic (SUV / Geländewagen);CHF 14'000.–;233 PS;6.2007;135'000 km;Diesel;Automat sequentiell
7389214;AUDI Q7 3.0 TDI quattro tiptronic (SUV / Geländewagen);CHF 49'000.–;272 PS;7.2016;75'000 km;Diesel;Automat sequentiell
6921427;MINI Clubman Cooper S ALL4 Steptronic (Kombi);CHF 19'300.–;192 PS;6.2016;55'000 km;Benzin;Automat sequentiell
7308807;SUBARU Outback 3.0R AWD H6 Automatic (Kombi);CHF 5'990.–;245 PS;7.2004;165'000 km;Benzin;Automat
7369178;FORD Fiesta 1.4 16V Ambiente (Kleinwagen);CHF 3'000.–;80 PS;1.2008;113'000 km;Benzin;Schaltgetriebe manuell
5887777;MERCEDES-BENZ 220 SE (Cabriolet);CHF 255'000.–;120 PS;7.196;1'200 km;Benzin;Schaltgetriebe manuell
7467405;MERCEDES-BENZ 230 230 E (Limousine);CHF 7'700.–;132 PS;11.199;115'500 km;Benzin;Automatik-Getriebe
7456335;MERCEDES-BENZ 230 230E (Limousine);CHF 8'500.–;136 PS;11.1982;216'542 km;Benzin;Schaltgetriebe manuell
7441368;SEAT Leon 1.4 TSI FR (Limousine);CHF 11'300.–;140 PS;8.2013;101'000 km;Benzin;Schaltgetriebe manuell
7448881;OPEL Astra Sports Tourer 1.6 CDTi ecoF Excellence (Kombi);CHF 12'900.–;110 PS;10.2016;58'000 km;Diesel;Schaltgetriebe manuell
