,web-scraper-order,address_raw,rooms,area,luxurious,price,price_per_m2,lat,lon,bfs_number,bfs_name,pop,pop_dens,frg_pct,emp,mean_taxable_income
262,1693998377-964,"Meier-Bosshard-Strasse 12, 8048 Zürich, ZH",4.5,104.0,0,3260.0,31.35,47.389282226562486,8.486002922058105,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
263,1693998377-966,"Eggbühlstrasse 9, 8050 Zürich, ZH",2.5,71.0,0,2425.0,34.15,47.41616439819336,8.544422149658203,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
264,1693998377-968,"Wibichstrasse 33, 8037 Zürich, ZH",2.5,73.0,0,2870.0,39.32,47.39711380004884,8.529072761535646,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
265,1693998377-970,"Müllerstrasse 71, 8004 Zürich, ZH",2.5,66.0,0,4050.0,61.36,47.37608337402344,8.528377532958984,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
266,1693998377-976,"Pfingstweidstrasse 104C, 8005 Zürich, ZH",2.5,68.0,0,2640.0,38.82,47.39141845703125,8.50900936126709,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
267,1693998377-979,"Nussbaumstrasse 29, 8003 Zürich, ZH",1.0,25.0,0,965.0,38.6,47.37076187133789,8.513245582580566,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
268,1693998377-980,"Ankerstrasse 114, 8004 Zürich, ZH",3.5,78.0,0,4750.0,60.9,47.37624740600586,8.528149604797363,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
269,1693998381-989,"Winzerhalde 99, 8049 Zürich, ZH",2.5,70.0,0,2315.0,33.07,47.40299987792969,8.483833312988281,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
270,1693998381-995,"Eggbühlstrasse 9, 8050 Zürich, ZH",2.5,73.0,0,2565.0,35.14,47.41616439819336,8.544422149658203,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
271,1693998381-1004,"Hölderlinstrasse 12, 8032 Zürich, ZH",3.5,82.0,0,2830.0,34.51,47.366355895996094,8.56424903869629,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
272,1693998381-1008,"Maneggstrasse 83, 8041 Zürich, ZH",4.5,114.0,0,3262.0,28.61,47.33815002441406,8.519996643066406,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
273,1693998205-25,"Badenerstrasse 67, 8953 Dietikon, ZH",3.5,105.0,0,3200.0,30.48,47.40792465209961,8.392560958862306,243,Dietikon,27746,2970.6638115632,46.2264830967,18911.0,64662.737784409
274,1693998214-79,"Poststrasse, 8953 Dietikon, ZH",1.0,18.0,0,1100.0,61.11,47.403568267822266,8.405932426452638,243,Dietikon,27746,2970.6638115632,46.2264830967,18911.0,64662.737784409
275,1693998236-216,"Schöneggstr. 51, 8953 Dietikon, ZH",3.5,73.0,0,1523.0,20.86,47.39987564086913,8.408111572265627,243,Dietikon,27746,2970.6638115632,46.2264830967,18911.0,64662.737784409
276,1693998309-619,"Überlandstrasse 18, 8953 Dietikon, ZH",4.5,124.0,0,3685.0,29.72,47.40887069702149,8.405828475952148,243,Dietikon,27746,2970.6638115632,46.2264830967,18911.0,64662.737784409
277,1693998317-665,"Schulgutstrasse 1, 8953 Dietikon, ZH",3.5,100.0,0,2750.0,27.5,47.41072463989258,8.404157638549806,243,Dietikon,27746,2970.6638115632,46.2264830967,18911.0,64662.737784409
278,1693998335-763,"Urdorferstrasse 25, 8953 Dietikon, ZH",3.0,62.0,0,1630.0,26.29,47.39739990234375,8.416020393371582,243,Dietikon,27746,2970.6638115632,46.2264830967,18911.0,64662.737784409
279,1693998340-770,"Poststrasse 8, 8953 Dietikon, ZH",3.5,103.0,0,2097.0,20.36,47.40374374389649,8.40569019317627,243,Dietikon,27746,2970.6638115632,46.2264830967,18911.0,64662.737784409
280,1693998344-804,"Zentralstr. 2, 8953 Dietikon, ZH",3.5,96.0,0,2258.0,23.52,47.405067443847656,8.400711059570312,243,Dietikon,27746,2970.6638115632,46.2264830967,18911.0,64662.737784409
281,1693998349-839,"Überlandstr. 26, 8953 Dietikon, ZH",2.0,86.0,0,1920.0,22.33,47.40888214111328,8.40406608581543,243,Dietikon,27746,2970.6638115632,46.2264830967,18911.0,64662.737784409
282,1693998360-873,"Steinmürlistrasse 48, 8953 Dietikon, ZH",5.5,116.0,0,2258.0,19.47,47.40436553955078,8.392781257629396,243,Dietikon,27746,2970.6638115632,46.2264830967,18911.0,64662.737784409
283,1693998369-924,"Anemonenstrasse 30, 8953 Dietikon, ZH",4.5,125.0,0,3300.0,26.4,47.39498901367188,8.40268898010254,243,Dietikon,27746,2970.6638115632,46.2264830967,18911.0,64662.737784409
284,1693998369-934,"Schulgutstrasse 4, 8953 Dietikon, ZH",2.5,81.0,0,2190.0,27.04,47.41051864624024,8.403814315795898,243,Dietikon,27746,2970.6638115632,46.2264830967,18911.0,64662.737784409
285,1693998377-974,"Max-Müller-Strasse 14, 8953 Dietikon, ZH",2.5,57.0,0,1470.0,25.79,47.397003173828125,8.413362503051758,243,Dietikon,27746,2970.6638115632,46.2264830967,18911.0,64662.737784409
286,1693998377-978,"Hofackerstrasse 22, 8953 Dietikon, ZH",3.0,69.0,0,1750.0,25.36,47.39663696289063,8.413021087646484,243,Dietikon,27746,2970.6638115632,46.2264830967,18911.0,64662.737784409
287,1693998205-27,"Kanzleistrasse 15, 8418 Schlatt ZH, ZH",4.5,104.0,0,2700.0,25.96,47.4641990661621,8.845925331115724,226,Schlatt (ZH),789,87.9598662207,7.9847908745,153.0,73772.627737226
288,1693998243-259,"Kanzleistrasse 15, 8418 Schlatt ZH, ZH",4.5,122.0,0,3100.0,25.41,47.4641990661621,8.845925331115724,226,Schlatt (ZH),789,87.9598662207,7.9847908745,153.0,73772.627737226
289,1693998256-318,"Kanzleistrasse 15, 8418 Schlatt ZH, ZH",3.5,110.0,0,2700.0,24.55,47.4641990661621,8.845925331115724,226,Schlatt (ZH),789,87.9598662207,7.9847908745,153.0,73772.627737226
290,1693998205-29,"Bolletweg 14, 8934 Knonau, ZH",5.5,150.0,0,3390.0,22.6,47.22604370117188,8.46156120300293,7,Knonau,2378,367.542503864,18.2926829268,566.0,79514.421052632
291,1693998214-77,"Oberdorfstrasse, 8934 Knonau, ZH",4.0,240.0,0,3500.0,14.58,47.2249412536621,8.461728096008303,7,Knonau,2378,367.542503864,18.2926829268,566.0,79514.421052632
292,1693998205-30,"Im Zauner 24, 8352 Elsau, ZH",3.0,70.0,0,2450.0,35.0,47.50167083740234,8.805103302001953,219,Elsau,3647,451.9206939281,17.3293117631,1052.0,77017.213663764
293,1693998228-168,"Untere Schärerstrasse 6, 8352 Elsau, ZH",5.5,140.0,0,2850.0,20.36,47.50057601928711,8.80012321472168,219,Elsau,3647,451.9206939281,17.3293117631,1052.0,77017.213663764
294,1693998373-949,"Dorfstrasse 21, 8352 Elsau, ZH",2.5,67.0,0,1650.0,24.63,47.50718688964844,8.802099227905273,219,Elsau,3647,451.9206939281,17.3293117631,1052.0,77017.213663764
295,1693998373-950,"Dorfstrasse 21, 8352 Elsau, ZH",5.5,114.0,0,2600.0,22.81,47.50718688964844,8.802099227905273,219,Elsau,3647,451.9206939281,17.3293117631,1052.0,77017.213663764
296,1693998205-33,"Haldenstrasse 67, 8602 Wangen b. Dübendorf, ZH",4.5,118.0,0,3390.0,28.73,47.4155158996582,8.635632514953613,200,Wangen-Brüttisellen,7967,1005.9343434343,27.3252165181,5859.0,83725.317577548
297,1693998205-41,"Dübendorfstrasse 22, 8602 Wangen b. Dübendorf, ZH",3.5,94.0,0,2350.0,25.0,47.40997314453125,8.642498970031738,200,Wangen-Brüttisellen,7967,1005.9343434343,27.3252165181,5859.0,83725.317577548
298,1693998256-319,"Dübendorfstrasse 22, 8602 Wangen b. Dübendorf, ZH",2.5,86.0,0,2000.0,23.26,47.40997314453125,8.642498970031738,200,Wangen-Brüttisellen,7967,1005.9343434343,27.3252165181,5859.0,83725.317577548
299,1693998321-686,"Obere Wangenstr. 10, 8306 Brüttisellen, ZH",4.5,95.0,0,2200.0,23.16,47.425052642822266,8.634908676147463,200,Wangen-Brüttisellen,7967,1005.9343434343,27.3252165181,5859.0,83725.317577548
300,1693998321-688,"Obere Wangenstr. 8, 8306 Brüttisellen, ZH",3.5,72.0,0,1890.0,26.25,47.42533493041992,8.634902954101562,200,Wangen-Brüttisellen,7967,1005.9343434343,27.3252165181,5859.0,83725.317577548
301,1693998340-788,"Stationsstrasse 8, 8306 Brüttisellen, ZH",2.5,95.0,0,2130.0,22.42,47.42031478881836,8.629534721374512,200,Wangen-Brüttisellen,7967,1005.9343434343,27.3252165181,5859.0,83725.317577548
302,1693998205-34,"Hobelwerkweg 39a, 8404 Winterthur, ZH",3.5,86.0,0,1970.0,22.91,47.50949478149414,8.762660026550295,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
303,1693998205-35,"Hobelwerkweg 39a, 8404 Winterthur, ZH",3.5,71.0,0,1630.0,22.96,47.50949478149414,8.762660026550295,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
304,1693998205-46,"Marktgasse 17, 8400 Winterthur, ZH",4.5,160.0,0,3200.0,20.0,47.499710083007805,8.729727745056152,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
305,1693998210-52,"Untere Briggerstrasse 66, 8406 Winterthur, ZH",3.5,88.0,0,2244.0,25.5,47.49394989013672,8.711239814758303,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
306,1693998210-67,"Wülflingerstrasse 25, 8400 Winterthur, ZH",3.5,80.0,0,1980.0,24.75,47.50473785400391,8.71804428100586,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
307,1693998210-70,"Ida-Sträuli-Strasse 39, 8404 Winterthur, ZH",2.5,66.0,0,2520.0,38.18,47.50312042236328,8.766748428344728,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
308,1693998214-90,"8400 Winterthur, ZH",4.5,117.0,0,3782.0,32.32,47.4988670349121,8.722684860229492,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
309,1693998224-125,"Hirschweg 9, 8405 Winterthur, ZH",6.5,143.0,0,3500.0,24.48,47.48258209228516,8.768205642700195,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
310,1693998224-134,"Wartstr. 30, 8400 Winterthur, ZH",1.0,49.0,0,1390.0,28.37,47.50136947631836,8.72093677520752,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
311,1693998224-135,"Am Eulachpark 25, 8404 Winterthur, ZH",6.5,143.0,0,3017.0,21.1,47.506324768066406,8.763714790344238,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
312,1693998224-141,"Katharina Sulzer Platz 2, 8400 Winterthur, ZH",1.0,132.0,0,3260.0,24.7,47.496612548828125,8.718550682067873,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
313,1693998228-166,"Zürcherstrasse 143, 8406 Winterthur, ZH",1.5,36.0,0,2100.0,58.33,47.490337371826165,8.705376625061035,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
314,1693998236-201,"8400 Winterthur, ZH",4.5,112.0,0,3360.0,30.0,47.4988670349121,8.722684860229492,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
315,1693998236-215,"8404 Winterthur, ZH",4.0,92.0,0,2340.0,25.43,47.51652908325195,8.75711727142334,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
316,1693998243-248,"Hirschweg 33, 8405 Winterthur, ZH",4.5,107.0,0,2928.0,27.36,47.48129653930664,8.77005672454834,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
317,1693998243-251,"Euelstrasse  56, 8408 Winterthur, ZH",5.5,170.0,0,3900.0,22.94,47.51079940795898,8.68035125732422,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
318,1693998243-256,"Hammerweg 1, 8404 Winterthur, ZH",3.0,77.0,0,1927.0,25.03,47.504638671875,8.749406814575195,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
319,1693998256-330,"Endlikerstrasse 65, 8400 Winterthur, ZH",4.5,117.0,0,2270.0,19.4,47.489295959472656,8.748123168945312,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
320,1693998261-345,"8404 Winterthur, ZH",5.5,200.0,0,5600.0,28.0,47.51652908325195,8.75711727142334,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
321,1693998261-346,"Oberer Graben 34, 8400 Winterthur, ZH",3.5,102.0,0,3290.0,32.25,47.499420166015625,8.731341361999512,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
322,1693998261-357,"Schlosshofstrasse 19, 8400 Winterthur, ZH",4.5,113.0,0,2700.0,23.89,47.49517440795898,8.711337089538574,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
323,1693998261-360,"Gernstrasse 32, 8409 Winterthur, ZH",5.5,153.0,0,3059.0,19.99,47.506172180175774,8.774675369262695,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
324,1693998272-398,"Ernst-Jung-Gasse 18, 8400 Winterthur, ZH",4.5,112.0,0,3970.0,35.45,47.495655059814446,8.714573860168459,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
325,1693998272-406,"Neumarkt 7, 8400 Winterthur, ZH",2.0,61.0,0,1990.0,32.62,47.49863052368164,8.726170539855959,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
326,1693998276-418,"Reismühlestr. 3, 8409 Winterthur, ZH",3.5,76.0,0,1946.0,25.61,47.506622314453125,8.76766586303711,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
327,1693998276-429,"Wässerwiesenstrasse 22, 8408 Winterthur, ZH",2.5,65.0,0,1930.0,29.69,47.50918960571289,8.689857482910156,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
328,1693998280-436,"Wurmbühlstrasse 10, 8405 Winterthur, ZH",4.5,92.0,0,1928.0,20.96,47.4893913269043,8.761971473693848,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
329,1693998289-486,"Zielstrasse 13, 8400 Winterthur, ZH",2.5,54.0,0,1790.0,33.15,47.51123046875,8.719283103942873,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
330,1693998289-490,"Schlosshofstrasse 21, 8400 Winterthur, ZH",4.5,100.0,0,2600.0,26.0,47.49552917480469,8.71129608154297,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
331,1693998289-494,"Landvogt-Waser-Strasse 69, 8405 Winterthur, ZH",4.5,106.0,0,2290.0,21.6,47.4857292175293,8.766179084777832,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
332,1693998289-498,"Römerstr. 128, 8404 Winterthur, ZH",3.5,93.0,0,1950.0,20.97,47.50593566894531,8.752595901489258,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
333,1693998294-505,"Hohfurristrasse 91, 8408 Winterthur, ZH",4.5,99.0,0,2590.0,26.16,47.50564193725586,8.696372032165527,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
334,1693998294-514,"Espenstrasse 91, 8408 Winterthur, ZH",4.5,122.0,0,2550.0,20.9,47.507915496826165,8.679285049438478,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
335,1693998294-520,"Hörnlistrasse 85, 8400 Winterthur, ZH",4.5,116.0,0,2950.0,25.43,47.488502502441406,8.753537178039553,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
336,1693998297-529,"Feldstrasse 11, 8400 Winterthur, ZH",3.0,66.0,0,1760.0,26.67,47.508487701416016,8.718109130859377,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
337,1693998297-547,"Johannisstrasse 3, 8404 Winterthur, ZH",3.0,60.0,0,1480.0,24.67,47.50104904174805,8.747129440307617,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
338,1693998297-550,"Wydenstrasse 43, 8408 Winterthur, ZH",2.5,78.0,0,1818.0,23.31,47.50845718383789,8.680622100830078,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
339,1693998301-553,"Katharina Sulzer Platz 6, 8400 Winterthur, ZH",2.5,111.0,0,2515.0,22.66,47.49671936035156,8.718175888061523,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
340,1693998301-568,"Bollstrasse 41, 8405 Winterthur, ZH",3.0,62.0,0,1450.0,23.39,47.48130035400391,8.760834693908691,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
341,1693998301-569,"Strittackerstrasse 16, 8406 Winterthur, ZH",2.5,45.0,0,1380.0,30.67,47.48892974853516,8.711827278137209,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
342,1693998305-579,"Zürcherstrasse 75, 8406 Winterthur, ZH",3.0,62.0,0,1496.0,24.13,47.49315643310546,8.709589004516602,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
343,1693998305-588,"Hofmannstr. 7, 8405 Winterthur, ZH",2.5,98.0,0,1600.0,16.33,47.48404693603516,8.75857448577881,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
344,1693998305-589,"Gartenhof 16, 8408 Winterthur, ZH",4.5,107.0,0,2550.0,23.83,47.50822067260742,8.688071250915527,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
345,1693998305-593,"Am Eulachpark 45, 8404 Winterthur, ZH",5.5,143.0,0,2680.0,18.74,47.506683349609375,8.76396656036377,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
346,1693998309-601,"Auwiesenstrasse 7, 8406 Winterthur, ZH",3.0,60.0,0,1340.0,22.33,47.484573364257805,8.70948314666748,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
347,1693998309-613,"Holzlegistrasse 49a, 8408 Winterthur, ZH",2.5,65.0,0,1673.0,25.74,47.51272201538086,8.688642501831056,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
348,1693998313-627,"Seuzacherstr. 13b, 8400 Winterthur, ZH",3.5,95.0,0,2610.0,27.47,47.519168853759766,8.719536781311035,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
349,1693998313-634,"Hegistr. 39f, 8404 Winterthur, ZH",5.5,124.0,0,2560.0,20.65,47.50342178344727,8.755505561828613,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
350,1693998313-648,"Wässerwiesenstrasse 65, 8408 Winterthur, ZH",4.5,107.0,0,1750.0,16.36,47.5113639831543,8.686423301696777,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
351,1693998321-673,"Tösstalstrasse 16, 8400 Winterthur, ZH",1.0,18.0,0,1088.0,60.44,47.49816131591797,8.732038497924806,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
352,1693998321-684,"Marktgasse 36, 8400 Winterthur, ZH",3.5,100.0,0,2700.0,27.0,47.49973678588867,8.729105949401855,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
353,1693998321-692,"Roggenweg 8, 8405 Winterthur, ZH",2.0,52.0,0,1475.0,28.37,47.48168182373047,8.763132095336914,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
354,1693998326-697,"Gutstrasse 11, 8400 Winterthur, ZH",1.0,39.0,0,1255.0,32.18,47.489624023437514,8.733376502990724,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
355,1693998326-698,"Gutstrasse 13, 8400 Winterthur, ZH",1.0,39.0,0,1265.0,32.44,47.48973083496094,8.733253479003906,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
356,1693998326-701,"Magazingasse 2, 8400 Winterthur, ZH",4.5,104.0,0,2820.0,27.12,47.506206512451165,8.718906402587892,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
357,1693998326-713,"Solarstrasse 7, 8404 Winterthur, ZH",3.5,84.0,0,2192.0,26.1,47.50194549560546,8.766477584838867,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
358,1693998330-728,"Am Eulachpark 21, 8404 Winterthur, ZH",4.5,148.0,0,2580.0,17.43,47.50647735595703,8.76370143890381,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
359,1693998330-731,"Am Bach 64, 8400 Winterthur, ZH",1.0,31.0,0,877.0,28.29,47.486862182617195,8.751680374145508,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
360,1693998330-738,"Else-Züblin-Strasse 108, 8404 Winterthur, ZH",4.5,123.0,0,2855.0,23.21,47.50382995605469,8.764517784118652,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
361,1693998335-753,"Dättnauerstr. 141, 8406 Winterthur, ZH",3.5,74.0,0,1930.0,26.08,47.483936309814446,8.691606521606445,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
362,1693998335-759,"Marktgasse 54, 8400 Winterthur, ZH",2.5,80.0,0,1678.0,20.98,47.49965286254884,8.72838020324707,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
363,1693998335-760,"Reutlingerstr. 15, 8404 Winterthur, ZH",2.5,44.0,0,1395.0,31.7,47.52206039428711,8.75682830810547,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
364,1693998335-761,"Dättnauerstr. 143, 8406 Winterthur, ZH",1.0,28.0,0,650.0,23.21,47.48428726196289,8.691147804260254,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
365,1693998335-764,"Euelstrasse  56, 8408 Winterthur, ZH",5.5,170.0,0,2980.0,17.53,47.51079940795898,8.68035125732422,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
366,1693998335-765,"Im Grüntal 10, 8405 Winterthur, ZH",4.5,107.0,0,2500.0,23.36,47.48119735717773,8.77189064025879,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
367,1693998340-775,"Tösstalstr. 218, 8405 Winterthur, ZH",2.0,50.0,0,1635.0,32.7,47.4860725402832,8.756264686584474,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
368,1693998340-779,"Lettenstrasse 27, 8408 Winterthur, ZH",4.5,102.0,0,2530.0,24.8,47.505767822265625,8.690704345703127,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
369,1693998340-787,"Rudolfstr. 25, 8400 Winterthur, ZH",3.5,91.0,0,2480.0,27.25,47.50188446044922,8.723417282104492,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
370,1693998344-808,"Heiniweg 10, 8404 Winterthur, ZH",2.5,74.0,0,1592.0,21.51,47.51877212524414,8.764560699462892,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
371,1693998349-821,"Zürcherstrasse 135, 8406 Winterthur, ZH",4.5,109.0,0,2730.0,25.05,47.49066162109375,8.70619297027588,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
372,1693998349-823,"Schiltwiesenweg 24, 8404 Winterthur, ZH",3.0,65.0,0,1030.0,15.85,47.50926971435546,8.759596824645996,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
373,1693998349-825,"Zürcherstrasse 58, 8406 Winterthur, ZH",3.5,100.0,0,2180.0,21.8,47.494823455810554,8.711419105529785,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
374,1693998349-826,"Maienstrasse 8, 8406 Winterthur, ZH",4.5,89.0,0,1985.0,22.3,47.49238967895508,8.715725898742676,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
375,1693998349-829,"Neuwiesenstr. 14, 8400 Winterthur, ZH",1.0,32.0,0,1005.0,31.41,47.50178146362305,8.72087287902832,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
376,1693998349-834,"Steiggasse 3, 8400 Winterthur, ZH",2.5,91.0,0,2115.0,23.24,47.498023986816406,8.727912902832031,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
377,1693998354-843,"Wülflingerstrasse 349, 8408 Winterthur, ZH",2.5,70.0,0,1615.0,23.07,47.51451873779297,8.683442115783691,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
378,1693998354-856,"Heiniweg 12, 8404 Winterthur, ZH",2.5,73.0,0,1669.0,22.86,47.51890563964844,8.764558792114258,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
379,1693998354-858,"Sulzerallee 63, 8404 Winterthur, ZH",2.5,75.0,0,2154.0,28.72,47.502437591552734,8.763534545898438,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
380,1693998360-872,"Hegistr. 41e, 8404 Winterthur, ZH",4.5,104.0,0,2310.0,22.21,47.5039291381836,8.756109237670898,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
381,1693998360-875,"Weststr. 134, 8408 Winterthur, ZH",2.0,56.0,0,1360.0,24.29,47.51034164428711,8.704679489135742,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
382,1693998360-876,"Sulzerallee 65, 8404 Winterthur, ZH",3.5,113.0,0,2664.0,23.58,47.50247573852539,8.763773918151855,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
383,1693998360-883,"Schaffhauserstrasse 6, 8400 Winterthur, ZH",1.0,44.0,0,1390.0,31.59,47.5035285949707,8.725122451782228,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
384,1693998364-891,"Hegistr. 41e, 8404 Winterthur, ZH",4.5,104.0,0,2280.0,21.92,47.5039291381836,8.756109237670898,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
385,1693998364-899,"Weizackerstrasse 3, 8405 Winterthur, ZH",2.5,75.0,0,1990.0,26.53,47.47996520996094,8.766390800476074,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
386,1693998364-909,"Else-Züblin-Strasse 77, 8404 Winterthur, ZH",3.5,94.0,0,2244.0,23.87,47.50312042236328,8.763753890991213,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
387,1693998369-922,"8404 Reutlingen (Winterthur), ZH",4.5,167.0,0,2490.0,14.91,47.52051544189453,8.748947143554688,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
388,1693998373-940,"Hegistr. 41b, 8404 Winterthur, ZH",4.5,105.0,0,2390.0,22.76,47.5033073425293,8.75609016418457,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
389,1693998373-953,"Tösstalstrasse 284, 8405 Winterthur, ZH",3.5,88.0,0,1770.0,20.11,47.48061752319336,8.763045310974123,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
390,1693998381-986,"Lettenstrasse 29, 8408 Winterthur, ZH",2.5,76.0,0,2010.0,26.45,47.50551986694336,8.690683364868164,230,Winterthur,113173,1662.5973262818,24.535003932,73339.0,70118.99692019
