type,id,lat,lon,brand,shop,addr:city,addr:housenumber,addr:postcode,opening_hours
node,2315663108,46.3426285,7.0112949,,supermarket,,,,
node,2317012358,47.2793981,8.6153199,Coop,supermarket,,,,Mo-Sa 07:30-18:00
node,2319554752,46.947613,7.40041,,supermarket,Bern,22a,3027,
node,2319568957,46.9444056,7.3996636,,supermarket,,,,
node,2320035854,47.0470583,8.3758684,Volg,supermarket,,,,
node,2320061416,47.0466619,8.3733848,,supermarket,,,,
node,2320414533,46.1856999,8.9921948,Coop,supermarket,,,,
node,2320598267,47.3616398,8.3678163,,supermarket,,3,8965,Mo-Fr 08:00-20:00;Sa 07:30-20:00;PH closed
node,2321259362,46.2210563,6.1093575,Aldi,supermarket,,,,Mo-We 07:30-19:00; Th 07:30-20:00; Fr 07:30-19:30; Sa 07:30-18:00
node,2323174782,47.3777313,8.5347195,Coop,supermarket,Zürich,5,8004,Mo-Fr 06:30-22:00; Sa 08:00-20:00
node,2324730434,47.4948662,8.7127513,,supermarket,,,,Mo-Fr 08:00-20:00; Sa 08:00-18:00
node,2325789114,46.9181306,7.7230473,Landi,supermarket,,73,3534,
node,2329120789,47.1350089,8.5746457,,supermarket,Unterägeri,1,6314,
node,2330421254,47.3882833,8.4875671,Migros,supermarket,Zürich,145,8048,Mo-Sa 08:00-20:00; PH off
node,2334120309,46.5279419,6.617044,Denner,supermarket,,,,Mo-Fr 07:30-19:00; Sa 07:30-18:00
node,2335085510,47.4111941,8.5626146,,supermarket,Zürich,333,8050,Mo-Fr 08:00-20:00; Sa 07:30-20:00
node,2339470135,47.5681608,7.5789892,Denner,supermarket,,,,
node,2341904567,47.1870513,9.4423208,,supermarket,,,,
node,2341959630,47.4423777,9.4693669,Volg,supermarket,Eggersriet,2,9034,Mo-Sa 06:00-21:00
node,2344226053,46.2373429,6.0785826,,supermarket,Meyrin,15,1217,Mo-Fr 08:00-19:00; Sa 08:00-18:00
node,2344414277,47.1542845,7.6707235,Volg,supermarket,,,,
node,2344682012,46.9483739,7.4460201999999995,Coop,supermarket,,,,Mo 09:00-19:00; Tu-We 08:00-19:00; Th 08:00-21:00; Fr 08:00-20:00; Sa 08:00-17:00; Su off
node,2345629420,46.6529491,6.5106294,,supermarket,,,,
node,2349325493,46.8853725,7.3883672,,supermarket,,,,
node,2352057195,47.2314125,8.8364452,Coop,supermarket,Jona,17,8645,Mo-Fr 07:30-20:00; Sa 07:30-18:00
node,2352059118,47.2314561,8.8372849,Migros,supermarket,Jona,5,8645,"Mo-Fr 07:30-20:00, Sa 07:30-18:00; PH off"
node,2352059782,47.2312974,8.8372862,Denner,supermarket,Jona,3,8645,Mo-Th 08:00-19:00; Fr 08:00-20:00; Sa 08:00-18:00
node,2357397771,47.5633408,7.8420189,Coop,supermarket,,,,
node,2357418757,47.1391273,7.366038,,supermarket,Büren an der Aare,,3294,
node,2360708386,47.146142,7.2722562,,supermarket,,17b,,Mo-Fr 08:00-19:00; Sa 08:00-17:00
node,2365968440,47.6844221,8.6274517,Spar,supermarket,Flurlingen,5,8247,Mo-Sa 07:00-19:00
node,2367596133,47.462832,8.9965501,,supermarket,Sirnach,5,8370,
node,2371367673,47.3328989,7.7537649,,supermarket,,,,
node,2371548090,47.1715583,8.2865452,,supermarket,,,,
node,2372592700,47.541982,7.5931741,,supermarket,Basel,,,"Mo-Fr 08:00-22:00, Sa,Su,PH 10:00-22:00"
node,2372630355,47.5322364,7.5936146,,supermarket,Basel,,4059,Tu-Su 09:00-19:00
node,2373827677,47.4495018,8.5627402,,supermarket,,,,Mo-Su 06:15-23:00
node,2375333014,47.5949613,8.6795131,Volg,supermarket,Andelfingen,3,8450,Mo-Fr 07:00-19:00; Sa 07:00-17:00
node,2377108629,46.7529838,7.0333292,,supermarket,,,,
node,2386732848,46.1518266,8.9119602,,supermarket,,,,
node,2387092822,46.4020078,7.7780158,Volg,supermarket,,,,
node,2387118294,47.3405245,8.7273752,,supermarket,Uster,7,8610,Mo-Sa 06:30-19:30
node,2391327659,47.405712,8.3922142,,supermarket,,,,Mo-Sa 07:00-20:00;PH closed
node,2392117324,47.5476493,7.5471367,Aldi,supermarket,Allschwil,86,4123,
node,2395119003,46.9425441,10.3579532,,supermarket,,48,7563,
node,2395120716,46.9428389,10.3586398,,supermarket,,,,
node,2398356753,46.265381,6.9563938,Migros,supermarket,Collombey,2,1868,Mo-Th 07:30-18:30; Fr 07:30-21:00; Sa 07:30-17:00
node,2398699167,46.0609147,8.9293016,,supermarket,,,,
node,2400176907,47.5780384,8.754462,,supermarket,,,,"Mo-Fr 07:00-12:15,15:00-18:30; Sa 07:00-12:15,13:00-15:00"
node,2400417686,46.7832219,6.6347059,Denner,supermarket,,,,
node,2400419390,46.8090057,6.6448996000000005,,supermarket,Grandson,12,,Mo-Fr 06:00-18:30; Sa 06:00-17:00
node,2401173797,46.1914364,6.1371407,Migros,supermarket,Geneve,4,1227,
node,2401239033,47.3733668,8.0031319,Migros,supermarket,Schönenwerd,14,5012,Mo-Fr 08:00-18:30; Th 08:00-20:00; Sa 07:30-18:00; PH off
node,2402878637,46.7904769,9.1627958,,supermarket,,,7157,"Mo, We 08:30-11:30; Tu, Th-Fr 08:30-11:30; Sa 08:30-12:15"
node,2402905767,47.3154794,9.0836646,Landi,supermarket,Wattwil,7,9630,
node,2404853335,47.2673977,7.835783,Coop,supermarket,,,,
node,2404863565,47.0466408,7.1502912,,supermarket,,,,"Mo-Th 07:30-12:30,14:00-19:00; Fr 07:30-19:00; Sa 08:00-19:00; Su 08:00-18:00"
node,2409832762,46.2169516,6.0836701,,supermarket,Vernier,1,,"Mo-We 08:00-19:00; Th,Fr 08:00-19:30; Sa 08:00-18:00"
node,2411038797,47.6315354,8.9678363,,supermarket,,,,Mo-Fr 07:00-19:00; Sa 07:00-16:00
node,2411403532,47.0716239,6.9580987,,supermarket,,,,
node,2415307387,46.2162317,6.1467085,,supermarket,,13,1202,Mo-Fr 09:00-18:30; Sa 09:00-17:00
node,2418112703,47.4051337,8.4006486,,supermarket,,2,8953,Mo-Fr 10:00-18:30;Sa 09:30-17:00;PH closed
node,2419351139,47.6532351,8.853057,Coop,supermarket,Stein am Rhein,32,8260,
node,2419669814,47.5211702,8.5405201,Migros,supermarket,Bülach,28,8180,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off"
node,2419796807,47.1836615,7.5631616,,supermarket,,,,"Mo-Fr 08:00-18:30, Sa 08:00-18:00"
node,2422502845,46.2901293,7.5252496,Denner,supermarket,,29,3960,Mo-Fr 08:00-18:30; Sa 08:00-17:00; Su off
node,2423501713,47.5331546,9.0731753,,supermarket,,,,
node,2425949573,46.2229661,7.3024958,Denner,supermarket,,,1964,"Mo-Th 08:00-18:30; Fr 08:00-20:00; Sa 08:00-17:00; PH,Su off"
node,2425957792,47.5475732,7.6220489,Spar,supermarket,,,,Mo-Fr 08:00-19:00; Sa 08:00-18:00; So 09:00-18:00
node,2432510802,46.5258756,6.6520576,Coop,supermarket,,,,Mo-Fr 07:30-19:00; Sa 07:30-18:00
node,2438035445,47.5484965,7.5870037,,supermarket,,10,,Mo-Fr 09:00-18:30; Sa 09:00-18:00
node,2438372868,46.8290381,7.1467339,Denner,supermarket,,,,"Mo-We,Fr 08:00-19:00; Th 08:00-21:00; Sa 08:00-16:00; Su off"
node,2438372869,46.8288763,7.1468842,Migros,supermarket,,,,Mo-Fr 08:00-19:00; Th 08:00-21:00; Sa 08:00-16:00; Su off
node,2451974131,46.5307735,6.5982907,Migros,supermarket,Renens,38,1020,Mo-Fr 08:00-19:00; Sa 07:30-17:00
node,2454146852,47.4743882,9.465868799999999,Spar,supermarket,,15,9403,Mo-Th 07:00-19:00; Fr 07:00-20:00; Sa 07:00-17:00
node,2456030635,47.547237,7.6206061,,supermarket,Basel,260,4052,"Mo-Fr 08:00-19:00, Sa 08:00-18:00, Su 09:00-18:00"
node,2457750332,47.4567151,8.4388945,Denner,supermarket,Buchs ZH,2,8107,Tu-Fr 07:30-19:00; Sa 07:30-17:00
node,2459705774,47.0749722,8.8362408,,supermarket,Studen SZ,2,8845,
node,2460614416,46.7809847,7.0883164,,supermarket,Matran,,,
node,2463692270,47.6121765,8.5367084,Volg,supermarket,Rafz,,8197,
node,2467873380,46.9563968,8.3736851,Denner,supermarket,Stans,58,6370,
node,2469423534,47.1226187,9.4896551,,supermarket,,,,
node,2469452579,47.1247741,9.4970875,Aldi,supermarket,,,,
node,2470047819,46.5229222,6.5656983,Migros,supermarket,,,,Mo-Fr 07:30-20:00; Sa 08:00-18:00
node,2470508407,46.0217606,7.7481937,,supermarket,Zermatt,12,3920,Mo-Su 08:00-19:00
node,2480248174,46.9861977,8.4140898,,supermarket,,,,
node,2485517212,47.5800952,7.5961798,Migros,supermarket,Basel,70,4057,"Mo-Fr 09:00-20:00, Sa 09:00-18:00; PH off"
node,2489849792,46.5228102,6.5657045,Denner,supermarket,,,,Mo-Fr 07:30-20:00; Sa 08:00-18:00
node,2490794249,46.5271839,6.6330349,Migros,supermarket,Lausanne,3B,1018,
node,2490794259,46.5269942,6.6331512,Denner,supermarket,Lausanne,3B,1018,
node,2492051833,47.2292108,8.8206042,Denner,supermarket,Rapperswil SG,4,8640,Mo-Fr 09:00-20:00;Sa 09:00-18:00
node,2496030013,46.8650578,7.1251251,,supermarket,,,,
node,2505746262,47.3849797,8.6587805,VOI Migros Partner,supermarket,Schwerzenbach,14,8603,Mo-Sa 07:00-20:00; PH off
node,2510644536,47.5565642,8.8815264,Denner,supermarket,,,,Mo-Fr 07:30-20:00; Sa 07:30-18:00; PH closed
node,2516241931,47.3921264,8.4898151,,supermarket,Zürich,,8048,Mo-Sa 06:00-22:00; Su 08:00-22:00
node,2519058633,46.9668292,9.5557511,Coop,supermarket,,,,Mo-Fr 07:30-20:00; Sa 07:30-18:00
node,2519546205,46.53104,6.6192827,Coop,supermarket,,,,Mo-Fr 07:30-19:00; Sa 07:30-18:00
node,2527809360,46.8100834,7.1480661,Migros,supermarket,,,,"Mo-We, Fr 08:00-19:00; Th 08:00-21:00; Sa 08:00-16:00"
node,2527809361,46.8101882,7.1480737,Denner,supermarket,,,,
node,2532709872,47.1261775,7.9963524,Aldi,supermarket,,,,
node,2533251313,47.1169875,8.1995094,Migros,supermarket,Sempach Station,11,6203,"Mo-Th 07:30-19:00, Fr 07:30-20:00, Sa 07:30-17:00; PH off"
node,2540360029,47.4410673,9.0757793,,supermarket,,,,
node,2541998160,47.3274472,8.7836323,Spar,supermarket,,,,"Mo-Fr 07:00-20:00, Sa 07:00-18:00"
node,2548875263,46.1783276,9.0138827,Migros,supermarket,,,,
node,2548901103,46.1737176,9.0104546,Coop,supermarket,,,,
node,2549769294,46.5343991,6.6060864,Coop,supermarket,,,,Mo-Th 08:00-19:00; Fr 08:00-20:00; Sa 08:00-18:00
node,2550310281,47.4137972,9.1854914,,supermarket,,,,
node,2556766068,47.006299,9.4996057,Spar,supermarket,,,,Mo-Fr 07:00-19:00; Sa 07:00-17:00
node,2569600149,47.2122373,9.4950437,Coop,supermarket,,,,
node,2570311006,47.1916974,8.8551943,Migros,supermarket,Lachen,6,8853,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off"
node,2570311007,47.1916482,8.8555993,Coop,supermarket,Lachen,6,8853,
node,2570311008,47.1914915,8.8550816,Denner,supermarket,Lachen SZ,6,8853,
node,2577144470,47.5256583,7.6472052,Denner,supermarket,Muttenz,56,4132,
node,2577144568,47.5235181,7.6452237,Volg,supermarket,Muttenz,11,4132,Mo-Sa 06:00-21:00
node,2577948127,47.1287297,8.7461406,Migros,supermarket,,,,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off"
node,2578613547,47.3119015,8.0499663,Spar,supermarket,Schöftland,8,5040,Mo-Fr 07:00-19:00; Sa 07:00-17:00
node,2579800173,46.6585308,7.6969163,,supermarket,,,,
node,2582178972,46.8098786,7.4788958,Coop,supermarket,,,,
node,2587402665,46.2097495,6.1442278,,supermarket,,,,
node,2587754243,46.2035277,6.0960931,Coop,supermarket,,,,
node,2587786267,46.2404427,6.1987919,Migros,supermarket,,,,
node,2592524387,46.4121134,8.977492999999999,,supermarket,Malvaglia,,6713,
node,2594028783,47.5526219,8.8842754,Denner,supermarket,,,,Mo-Fr 08:00-20:00; Sa 08:00-18:00; PH closed
node,2594028784,47.5596697,8.9011135,Migros,supermarket,Frauenfeld,227,8500,"Mo-Fr 07:00-19:00, Sa 08:00-18:00; PH off"
node,2594043253,47.5247039,8.953148,Volg,supermarket,,,,
node,2599460481,46.4110475,7.7744051,Volg,supermarket,,,,
node,2599649554,47.0384241,9.439225,,supermarket,,,,
node,2600919984,46.9815929,8.3103345,Coop,supermarket,Hergiswil (NW),2,6052,"Mo-Fr 07:30-20:00, Sa 07:30-18:00"
node,2602929441,47.2358625,8.7568672,Volg,supermarket,,,,"Mo-Fr 08:00-12:15,14:00-19:00; Sa 08:00-17:00"
node,2603091596,47.5696267,8.9179492,Spar,supermarket,,,,Mo-Fr 06:00-21:30;Sa 07:00-21:30; Su 08:00-20:00; PH 08:00-20:00
node,2608870125,46.7634708,7.6640312,,supermarket,,,,Mo-Fr 07:00-18:30; Sa 07:30-17:00
node,2613273043,47.3683347,8.7807286,Denner,supermarket,,17,8330,
node,2615027671,47.5478975,9.2756895,Aldi,supermarket,Amriswil,18,8580,
node,2616464599,47.5467195,9.273836,Lidl,supermarket,,,,
node,2617931468,46.1236754,7.9371826,Denner,supermarket,,,,"Mo-Fr 08:00-12:00,14:00-18:30; Sa 08:00-12:00,14:00-17:30"
node,2619439550,47.4606376,9.3879383,,supermarket,Wittenbach,2,9300,
node,2619445083,47.4601989,9.3889006,Migros,supermarket,Wittenbach,80-86,9300,Mo-Mi + Fr 08:00-19:00; Do 08:00-20:00; Sa 07:30-17:00
node,2623963058,47.1950766,8.5236708,Coop,supermarket,Baar,3,6340,
node,2627000606,46.5784565,9.9271062,,supermarket,,,,
node,2627101639,46.5822709,6.2122659,Denner,supermarket,Le Brassus,4,1348,
node,2633498569,47.4815512,8.2113144,,supermarket,Windisch,6a,5210,Mo-Fr 06:30-18:00; Sa 7:30-18:00; PH off
node,2634189179,47.1689071,8.2886251,Coop,supermarket,Hochdorf,6,6280,
node,2635042791,47.5458053,8.8420599,Volg,supermarket,,,8546,Mo-Fr 07:00-19:30; Sa 07:30-16:00
node,2636579555,46.5815494,6.2115846,,supermarket,Le Brassus,4,1348,
node,2637958553,47.5397111,8.8226081,Volg,supermarket,Gundetswil,12,8543,Mo-Fr 06:00-18:30; Sa 07:30-12:00
node,2639365440,47.3221618,8.1564315,,supermarket,,,,
node,2639842919,47.5570481,8.8961082,Migros,supermarket,Frauenfeld,70-72,8500,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off"
node,2642259706,46.8796927,8.6417406,Migros,supermarket,Altdorf UR,14,6460,"Mo-Th 07:30-18:30, Fr 07:30-21:00, Sa 07:30-17:00"
node,2647221548,47.695659,8.6402801,,supermarket,,,,"Nov-Mar: Mo-Fr 07:30-22:00, Sa 07:00-20:00; Apr-Oct: Mo-Fr 07:00-22:00, Sa 07:00-20:00"
node,2663868342,47.5705925,7.5733682,Coop,supermarket,Basel,10,4056,Mo-Fr 07:30-20:00; Sa 07:30-18:00
node,2664903743,47.4564397,8.7737675,,supermarket,,,,
node,2665214993,46.7882679,6.6215036,Denner,supermarket,,,,
node,2665214995,46.787997,6.6216608,Migros,supermarket,,,,
node,2668444119,47.5632378,7.5765169,,supermarket,Basel,82,4056,"We-Th 15:00-19:00; Mo, Fr-Sa 11:00-15:00"
node,2673057389,47.4997176,7.5564434,Denner,supermarket,,,,
node,2674508033,46.5894332,7.6566893,,supermarket,,,,
node,2674911960,46.2203265,6.1403047,Denner,supermarket,,,,Mo-We 07:30-19:00; Th 07:30-20:00; Fr 07:30-19:30; Sa 07:30-18:00
node,2675532582,47.4708528,9.3367276,,supermarket,,,,
node,2681068462,46.8734006,7.4020436,,supermarket,Oberbalm,216,3096,Mo-Fr 07:00-19:00; Sa 07:00-17:00; Su 08:00-12:00
node,2684729056,47.4891652,7.5001707,Coop,supermarket,,,,Mo-Th 07:30-18:30; Fr 07:30-19:30; Sa 07:30-18:00
node,2686361740,46.753881,7.1467177,Denner,supermarket,,,,
node,2694196880,47.220472,8.152285,Denner,supermarket,Rickenbach (LU),10,6221,
node,2694201014,47.207949,8.190618,Coop,supermarket,,,,
node,2696277460,47.484561,9.547412,ALDI,supermarket,,,,
node,2697715693,46.9581417,8.3685356,Coop,supermarket,Stans,4-6,6370,Mo-Fr 07:00-18:00; Sa 07:00-17:00
node,2703100191,46.7302269,7.6694852000000004,,supermarket,,,,
node,2713090260,47.584589199999996,8.8733199,,supermarket,,,,
node,2715117015,46.9483455,7.3772221,Coop,supermarket,,,,Mo-Fr 07:00-20:00; Sa 07:00-17:00
node,2723604508,47.5309061,8.5808002,,supermarket,Rorbas,3,8427,
node,2729837119,47.1051962,7.665451,Volg,supermarket,,15,3472,
node,2737102569,47.3919775,8.4848889,,supermarket,Zürich,610,8048,Mo-Fr 07:00-20:00; Sa 08:00-18:00
node,2741562152,46.3882055,6.2203736,,supermarket,Nyon,5,1260,Mo-Fr 08:30-19:00; Sa 08:00-18:00
node,2741562154,46.3890131,6.2212436,,supermarket,Nyon,5,1260,Mo-Fr 08:30-19:00; Sa 08:00-18:00
node,2743729939,47.3261834,8.514451,,supermarket,Zürich,200,8041,Mo-Sa 07:30-20:00
node,2745111745,46.4779593,8.8001178,Migros,supermarket,Faido,2,6760,"Mo-We, Fr 08:00-18:30, 09:00-18:00; Th 08:00-12:30, 14:00-20:00; Sa 08:00-18:00"
node,2749697694,47.2421377,7.8213177,Coop,supermarket,,,,
node,2749698307,47.2395287,7.8220859,VOI Migros Partner,supermarket,Roggwil,19,4914,"Mo-Fr 08:00-19:00, Sa 07:30-17:00"
node,2757540857,47.3280334,8.7997978,Migros,supermarket,Wetzikon (ZH),151,8620,"Mo-Fr 08:00-20:00, Sa 08:00-19:00; PH off"
node,2765365312,47.3636262,7.3454574,ALDI,supermarket,,,,
node,2765365353,47.363513,7.3463411,Denner,supermarket,,,,
node,2765365370,47.3635675,7.3444137,,supermarket,,,,
node,2765456730,47.3627951,7.3510701,Lidl,supermarket,,,,
node,2769900453,47.2039424,9.4425991,Volg,supermarket,Gams,4,9473,Mo-Fr 06:30-19:00; Sa 06:30-17:00
node,2776610180,46.5113964,6.8492194,,supermarket,,,,
node,2778506649,46.8207411,8.4056705,Migros,supermarket,Engelberg,5,6390,"Mo-Fr 07:30-19:00, Sa 07:30-18:00"
node,2781800800,46.0078314,8.9546048,,supermarket,,,,
node,2781843149,46.0092908,8.9589171,,supermarket,,,,
node,2784280618,47.6048447,8.6873366,,supermarket,Kleinandelfingen,9,8451,Mo-Fr 08:00-19:00; Sa 08:00-17:00
node,2786455300,47.5056356,7.8638923,,supermarket,,,,Mo-Fr 06:30-19:00; Sa 07:00-16:00
node,2789006746,47.5203258,8.9350149,Coop,supermarket,,1,,Mo-Fr 08:00-19:00; Sa 08:00-17:00
node,2795103067,47.515071,8.5304518,Volg,supermarket,,,,
node,2829067524,47.250408,8.1838226,,supermarket,,,,
node,2835661891,46.7878958,7.0785868,Migros,supermarket,,,,
node,2835662016,46.7874403,7.0766075,ALDI,supermarket,Avry-sur-Matran,5,1754,Mo-We 08:00-19:00; Th 08:00-21:00; Fr 08:00-19:00; Sa 08:00-16:00
node,2836906347,46.9548632,7.33268,,supermarket,,,,
node,2852664945,47.3564499,8.7074407,,supermarket,Uster,46,8610,
node,2852738934,47.3923139,8.7406314,,supermarket,Fehraltorf,19,8320,
node,2852776092,47.2993092,8.8374532,,supermarket,,,,
node,2853884273,46.686348100000004,7.8929517,Volg,supermarket,Bönigen,4,3806,Mo-Fr 07:00-20:00; Sa 07:00-19:00; Su 08:00-19:00
node,2857736035,47.405948,8.5918795,ALDI,supermarket,Zürich,441,8051,Mo-Sa 08:00-20:00; Th 07:30-21:00
node,2859740167,47.3249212,8.7849883,,supermarket,,,,
node,2859755841,47.305898,8.7591158,Denner,supermarket,,,,
node,2859768404,47.3519178,8.7191667,,supermarket,,,,"Mo-Fr 08:00-12:30, 13:30-18:30; Sa 08:00-17:00"
node,2859821771,47.355025499999996,8.713509,,supermarket,Uster,60,8610,
node,2859829191,47.3293818,8.7919436,,supermarket,,,,
node,2859830047,47.3415444,8.7155264,,supermarket,Uster,5,8610,"Mo-Fr 06:00-21:30; Sa,Su 07:30-21:30"
node,2859845344,47.2549259,9.0077282,,supermarket,Gebertingen,38,8725,
node,2859920820,47.3136118,8.7972022,,supermarket,Wetzikon,26,8620,
node,2859941184,47.2748374,8.9147401,Migros,supermarket,Wald ZH,22,8636,"Mo-Fr 08:00-20:00, Sa 08:00-19:00; PH off"
node,2859945390,47.3312682,8.8091382,,supermarket,Wetzikon,24,8620,
node,2861905086,47.5527545,7.9874285,Volg,supermarket,Sisseln,17,4334,"Mo-Fr 06:00-12:15,13:30-19:00, Sa 07:00-13:00; PH off"
node,2866713901,47.0504061,8.550274,Coop,supermarket,Goldau,5,6410,Mo-Sa 07:30-20:00
node,2866812512,47.0508444,8.5509558,Migros,supermarket,Goldau,25,6410,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-18:00; PH off"
node,2896617088,46.9547239,7.5478924,VOI Migros Partner,supermarket,Boll,9,3067,Mo-Fr 08:00-19:00; Sa 08:00-17:00; PH off
node,2896643846,47.1371274,7.9281581,Migros,supermarket,Zell,2,6144,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off"
node,2915808779,46.9286907,7.4503218,,supermarket,Köniz,240,3084,Mo-Fr 08:00-20:00; Sa 08:00-17:00
node,2915808789,46.9475498,7.4384684,Migros,supermarket,,,,"Mo-Fr 07:00-19:00, Sa 07:30-17:00; PH off"
node,2917030369,46.112588,7.0765572,Migros,supermarket,,,,"Mo-Th 08:30-18:30, Fr 08:30-20:00, Sa 08:00-17:00"
node,2917030373,46.1123393,7.0764483,Denner,supermarket,,,,
node,2918518072,46.2461181,8.7061659,Denner,supermarket,,,,Mo-Fr 08:00-18:30; Sa 08:00-17:00; Su off
node,2919858656,46.1482415,8.857016,,supermarket,,,,
node,2920914354,46.7570941,7.6276518,Spar,supermarket,,,,
node,2923475818,46.7911459,6.62242,ALDI,supermarket,,,,
node,2925903843,46.15569,8.7674188,,supermarket,Ascona,39,6612,
node,2926480163,47.0092507,8.4835565,,supermarket,Vitznau,73,6354,24/7
node,2927936197,47.4103925,8.404217,,supermarket,,,,Mo-Sa 07:30-20:00; PH closed
node,2927936198,47.4092106,8.40508,Migros,supermarket,Dietikon,22,8953,Mo-Sa 08:00-20:00; PH off
node,2927989945,46.839645,7.5437489,,supermarket,Gerzensee,5,3115,"Mo-Fr 07:00-12:15, 14:00-19:00; Sa 08:00-16:00; Su off"
node,2929805343,47.5620512,8.4292109,Landi,supermarket,Weiach,44,8187,
node,2934107784,47.1678727,8.2921118,Spar,supermarket,,,,
node,2936333151,46.5186275,6.635251,Coop,supermarket,,,,
node,2936888827,47.1078546,8.0840219,,supermarket,Buttisholz,16,6018,
node,2938775985,46.9356813,7.415974,,supermarket,,163,,Mo-Th 08:00-19:00; Fr 08:00-20:00; Sa 08:00-17:00
node,2941110701,46.2106173,6.1432284,Migros,supermarket,,,,Mo-Fr 06:30-23:00; Sa 08:00-23:00; Su 08:00-22:00
node,2941613606,46.515799,6.631004,,supermarket,,,,Mo-Su 09:00-21:00
node,2942625607,47.3092173,8.2467973,,supermarket,,,,
node,2946058057,46.9484692,7.445074,Denner,supermarket,,,,Mo 09:00-19:00; Tu-We 08:00-19:00; Th 08:00-21:00; Fr 08:00-20:00; Sa 07:30-17:00; Su off; PH off
node,2949154842,46.8824737,7.4159142,,supermarket,,,,
node,2952079533,46.217519,7.004367,,supermarket,,,,
node,2955480109,46.2649234,6.9563805,Lidl,supermarket,Collombey,2,1868,"Mo-Th 07:30-18:30; Fr 07:30-21:00; Sa 07:30-17:00; Su,PH off"
node,2955480111,46.2648521,6.9538698,Coop,supermarket,,,,
node,2955480112,46.2661867,6.9560708,Aldi,supermarket,Collombey,8,1868,Mo-Th 07:30-18:30; Fr 07:30-21:00; Sa 07:30-17:00
node,2955574973,47.7203909,8.6646002,Denner,supermarket,,,,
node,2961444440,47.7012019,8.5526567,,supermarket,Löhningen,35,8224,
node,2965052110,47.0081187,7.5656111,Volg,supermarket,,,,
node,2965924791,46.5244476,6.5875933,,supermarket,,213,,
node,2970379433,46.4630883,6.8427533,Coop,supermarket,,5,,"Mo-Fr 05:30-23:00; Sa, Su 06:00-23:00"
node,2973027314,46.1058178,7.0863999,,supermarket,,,,
node,2973678320,46.2179599,7.3046852,,supermarket,Conthey,8,1964,
node,2974821463,46.951648,8.0175497,Denner,supermarket,Schüpfheim,23,6170,
node,2981396932,46.5857519,7.6485876,Denner,supermarket,,,,Mo-Th 08:00-19:00; Fr 08:00-21:00; Sa 08:00-17:00
node,2981397433,46.5856028,7.6488113,Migros,supermarket,,,,Mo-Th 08:00-19:00; Fr 08:00-21:00; Sa 08:00-17:00
node,2984223833,47.3862616,8.4996784,Coop,supermarket,Zürich,50,8048,Mo-Sa 09:00-20:00
node,2984992145,46.9538971,7.4287071000000005,Coop,supermarket,,,,Mo-Fr 08:00-20:00; Sa 08:00-17:00; Su off; PH off
node,2987356865,46.9225782,7.7286164,Coop,supermarket,,,,
node,2987381654,46.7052461,8.229323,Volg,supermarket,,,,"Mo-Fr 07:00-18:30; Sa,Su,PH 07:00-16:00"
node,2987453154,47.5684382,7.5888231,,supermarket,Basel,92,4057,Mo-Fr 07:00-20:00; Sa 07:00-18:00
node,2987466862,47.5692055,7.5901977,,supermarket,Basel,101,4057,
node,2989236592,47.3589148,8.709029,,supermarket,Uster,22,8610,"Mo-Fr 08:00-20:00, Sa 08:00-18:00"
node,2989560944,47.2593696,8.3756418,,supermarket,Merenschwand,4,5634,
node,2992350234,46.697639,9.439906,Coop,supermarket,,,,Mo-Fr 08:00-20:00; Sa 08:00-17:00
node,2992359139,46.710281,9.435763,Lidl,supermarket,,,,
node,2993809856,47.1499097,8.394067,Volg,supermarket,,,,
node,2996538960,46.6604014,7.553091,,supermarket,,,,
node,2999539733,46.554628,6.375424,,supermarket,,,,
node,3000097561,47.329774,8.5152768,VOI Migros Partner,supermarket,Zürich,10,8041,Mo-Sa 07:30-20:00; PH off
node,3006202001,47.4984336,8.0033516,,supermarket,,,,Mo-Sa 06:00-20:00
node,3008540134,46.2973945,8.7908663,,supermarket,,,,
node,3016736475,46.5100158,6.496933,,supermarket,Morges,,1110,
node,3018342061,46.7116768,6.3763624,Denner,supermarket,,,,
node,3020411334,45.8547662,8.9924967,Denner,supermarket,Coldrerio,,6877,"Mo-Fr 08:00-12:00,14:00-18:30; Sa 08:00-17:00"
node,3021856041,47.3581515,8.5180317,Denner,supermarket,Zürich,65,8045,Mo-Sa 08:00-20:00
node,3022502469,45.8379046,9.0239133,,supermarket,Chiasso,1,6830,Mo-Sa 08:00-19:00
node,3022845848,45.8348078,9.019696,,supermarket,Chiasso,14,6830,Mo-Fr 08:00-18:30;Sa 08:00-17:00
node,3025797719,46.9107841,7.4705639999999995,Coop,supermarket,,,,
node,3028802265,46.4726645,9.5128625,Volg,supermarket,Cresta/Avers,,7447,"Mo-We, Fr 08:00-12:00, 14:00-17:45; Th 08:00-12:00; Sa 08:00-12:00, 14:00-17:00"
node,3038776479,45.8439003,9.0300178,,supermarket,Vacallo,4,6833,
node,3038868760,46.9008584,9.5613038,Denner,supermarket,Trimmis,,7203,
