web-scraper-order,web-scraper-start-url,rooms_area_price_raw,address_raw,price_raw,description_raw,text_raw,rooms,area,price,description_raw_len,text_raw_len,luxurious,moebliert,price_per_m2,area_cat,datetime
1693998364-906,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=5,"3,5 Zimmer, 66 m², CHF 1568.—","Wilstrasse 19, 8610 Uster, ZH",CHF 1568.—,«ZENTRALES WOHNEN IN USTER!»,"3,5 ZIMMER, 66 M², CHF 1568.—WILSTRASSE 19, 8610 USTER, ZH«ZENTRALES WOHNEN IN USTER!»IN GEPFLEGTER LIEGENSCHAFT VERMIETEN WIR DIESE HELLE 3.5-ZIMMERWOHNUNG MIT DEN FOLGENDEN ANNEHMLICHKEITEN:- WOHN- UND ESSZIMMER MIT PARKETTBODEN- KÜCHE MIT NOVILONBODEN - MIT GLASKERAMIKHERD - KORRIDOR MIT KLINKERBODEN- MIT WANDSCHRANK- BAD/WC MIT FENSTER- BALKON- ESTRICH- UND KELLERABTEILBEI DEN FOTOS HANDELT ES SICH UM MUSTERBILDER, DIE DEN AUSBAUSTANDARD ZEIGEN. DIE GENAUE RAUMAUFTEILUNG KÖNNEN SIE DEM GRUNDRISS ENTNEHMEN.LEIDER STEHEN KEINE PARKPLÄTZE ZUR VERFÜGUNG.IN NUR 8 GEHMINUTEN ERREICHEN SIE DEN BAHNHOF USTER, VON WO AUS SIE BESTE VENEU",3.5,66.0,1568.0,28,639,0,0,23.76,50 - 99,2023-09-06 15:10:34
1693998364-907,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=5,"4,5 Zimmer, 90 m², CHF 2040.—","Aronenweg 11, 8618 Oetwil am See, ZH",CHF 2040.—,«WOHNUNG ZUM WOHLFÜHLEN IN OETWIL AM SEE»,"4,5 ZIMMER, 90 M², CHF 2040.—ARONENWEG 11, 8618 OETWIL AM SEE, ZH«WOHNUNG ZUM WOHLFÜHLEN IN OETWIL AM SEE»WIR VERMIETEN DIESE GROSSZÜGIGE 4.5-ZIMMERWOHNUNG IM SCHÖNEN OETWIL AM SEE.DIE FAMILIENFREUNDLICHE GARTENSIEDLUNG BEFINDET SICH IN DER NÄHE VOM BAHNHOF OETWIL AM SEE, SCHULEN UND KINDERGÄRTEN.ZÜRICH ERREICHEN SIE INNERT 30 MINUTEN ÜBER DIE FORCHSTRASSE, WELCHE IN WENIGEN FAHRMINUTEN ERREICHBAR IST.DIE LICHTDURCHFLUTETE WOHNUNG BIETET IHNEN FOLGENDE ANNEHMLICHKEITEN:GANZE WOHNUNG MIT PARKETTBODENBELAGKÜCHE MIT KERAMIKPLATTENBODENOFFENE KÜCHE MIT PRAKTISCHEM ESSPLATZ. DIE KÜCHE IST MIT GLASKERAMIKHERD, GESCHIRRSPÜLER UND GROSSEM KÜHLSCHRANK MIT SVIRTUELLE TOURANBIETER KONTAKTIERENKONTAKTIEREN",4.5,90.0,2040.0,41,703,0,0,22.67,50 - 99,2023-09-06 15:10:34
1693998364-908,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=5,"4,5 Zimmer, 117 m², CHF 2565.—","Länggenstrasse 18, 8184 Bachenbülach, ZH",CHF 2565.—,«MODERNE UND GROSSZÜGIGE FAMILIENWOHNUNG MIT BEGRÜNTEM SITZPLATZ»,"4,5 ZIMMER, 117 M², CHF 2565.—LÄNGGENSTRASSE 18, 8184 BACHENBÜLACH, ZH«MODERNE UND GROSSZÜGIGE FAMILIENWOHNUNG MIT BEGRÜNTEM SITZPLATZ»DIE ÜBERBAUUNG HINTERROOS IN BACHENBÜLACH WURDE IM JAHR 2010 IM MINERGIE-STANDARD GEBAUT. DANK DEN GROSSZÜGIGEN GRÜNFLÄCHEN UND DEM SPIELPLATZ EIGNET SICH DIE ÜBERBAUUNG AUCH SEHR GUT FÜR FAMILIEN MIT KINDERN.NEBST DER MODERNEN AUSSTATTUNG UND DEM GROSSZÜGIGEN GRUNDRISSBIETET IHNEN DIESE 4.5-ZIMMERWOHNUNG DEN FOLGENDEN AUSBAUSTANDARD:- EINBAUSCHRÄNKE IM ENTRÉE- WOHN- UND SCHLAFZIMMER MIT PARKETTBODEN- NASSZELLEN MIT PLATTENBODEN- GROSSZÜGIGES UND HELLES WOHNZIMMER- OFFENE KÜCHE- MIT GLASKERAMIKHERD- UND GESCHIRRSPÜLER- BAD/WC- SEPARATE DUSCHE MANBIETER KONTAKTIERENKONTAKTIEREN",4.5,117.0,2565.0,65,718,0,0,21.92,100 - 500,2023-09-06 15:10:34
1693998364-909,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=5,"3,5 Zimmer, 94 m², CHF 2244.—","Else-Züblin-Strasse 77, 8404 Winterthur, ZH",CHF 2244.—,«SIE BRAUCHEN PLATZ? - DIE ÜBERBAUUNG ROY HAT IHN!»,"3,5 ZIMMER, 94 M², CHF 2244.—ELSE-ZÜBLIN-STRASSE 77, 8404 WINTERTHUR, ZH«SIE BRAUCHEN PLATZ? - DIE ÜBERBAUUNG ROY HAT IHN!»""ROY ERLEBE DAS NEUE WINTERTHUR""SIND SIE AUF DER SUCHE NACH EINEM NEUEN, MODERNEN ZU HAUSE? BEI UNS FINDEN SIE GARANTIERT DIE PERFEKTE WOHNUNG, WELCHE IHREN VORSTELLUNGEN ENTSPRICHT.LASSEN SIE SICH VOM HOCHWERTIGEN AUSBAUSTANDARD ÜBERZEUGEN UND VEREINBAREN SIE NOCH HEUTE EINEN INDIVIDUELLEN BESICHTIGUNGSTERMIN.ALLE INFORMATIONEN FINDEN SIE AUF UNSERER OBJEKTHOMEPAGE HTTPS://WWW.ROY-WINTERTHUR.CHWIR FREUEN UNS AUF IHRE KONTAKTAUFNAHME.DIE BILDER ENTSPRECHEN DEM STANDARD.ANBIETER KONTAKTIERENKONTAKTIEREN",3.5,94.0,2244.0,51,630,0,0,23.87,50 - 99,2023-09-06 15:10:34
1693998364-910,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=5,"4,5 Zimmer, 116 m², CHF 2050.—","Hummelackerstr. 29, 8106 Adlikon b. Regensdorf, ZH",CHF 2050.—,«WOHNEN IN DER SONNHALDE»,"4,5 ZIMMER, 116 M², CHF 2050.—HUMMELACKERSTR. 29, 8106 ADLIKON B. REGENSDORF, ZH«WOHNEN IN DER SONNHALDE»WIR VERMIETEN PER 16. NOVEMBER 2023 ODER NACH VEREINBARUNG EINE ATTRAKTIVE 4½-ZIMMER-ATTIKA-WOHNUNG MIT FOLGENDEN VORZÜGEN:- GANZE WOHNUNG PARKETT- PLATTENBELAG IN DEN NASSZELLEN- HELLES BAD MIT WANNE- SEP. WC- KÜCHE MIT GLASKERAMIKHERD, GESCHIRRSPÜLER UND KÜHLSCHRANK MIT  GERÄUMIGEM TIEFKÜHLSCHRANK- BALKON- KINDER- UND FAMILIENFREUNDLICHE UMGEBUNG- BUS/ZUG-VERBINDUNG NACH REGENSDORF UND ZÜRICH- LIFT VORHANDENEIN EINSTELLPLATZ KANN FÜR CHF 120. / MONAT DAZU GEMIETET WERDEN. **BITTE BEACHTEN SIE, DASS ES SICH NUR UM BEISPIELFOTOS EINER WOHNUNG DANBIETER KONTAKTIERENKONTAKTIEREN",4.5,116.0,2050.0,25,688,0,0,17.67,100 - 500,2023-09-06 15:10:34
1693998364-911,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=5,"3,5 Zimmer, 86 m², CHF 3290.—","Bauherrenstrasse 11, 8049 Zürich, ZH",CHF 3290.—,«WOHNEN MIT AUSSICHT»,"3,5 ZIMMER, 86 M², CHF 3290.—BAUHERRENSTRASSE 11, 8049 ZÜRICH, ZH«WOHNEN MIT AUSSICHT»WIR VERMIETEN NACH VEREINBARUNG DIESE ATTRAKTIVE 3.5-ZIMMERWOHNUNG.DAS IM 2021 NEU ERBAUTE MEHRFAMILIENHAUS LIEGT AM FUSSE DES HÖNGGERBERGS AN ERHÖHTER HANGLAGE MIR AUSRICHTUNG NACH SÜDWESTEN. MEHR SONNE KÖNNEN SIE IN DER STADT ZÜRICH KAUM BEKOMMEN.DIE LIEGENSCHAFT IST DURCH EINE QUARTIERSTRASSE (30ER-ZONE) ERSCHLOSSEN UND SOMIT TROTZ DER ZENTRALEN LAGE SEHR RUHIG GELEGEN.DIE WOHNUNG ÜBERZEUGT NEBST DEM MODERNEN AUSBAUSTANDARD UNTER ANDEREM MIT DEM FOLGENDEM KOMFORT:- ALLE WOHNRÄUME MIT PARKETTBODEN- GERÄUMIGES WOHNZIMMER- KÜCHE MIT GESCHIRRSPÜANBIETER KONTAKTIERENKONTAKTIEREN",3.5,86.0,3290.0,21,669,0,0,38.26,50 - 99,2023-09-06 15:10:34
1693998364-912,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=5,"3 Zimmer, 63 m², CHF 1700.—","Feldweg 8, 8623 Wetzikon ZH, ZH",CHF 1700.—,«3 ZIMMER WOHNUNG MIT BALKON ZU VERMIETEN»,"3 ZIMMER, 63 M², CHF 1700.—FELDWEG 8, 8623 WETZIKON ZH, ZH«3 ZIMMER WOHNUNG MIT BALKON ZU VERMIETEN»SCHÖNE 3.0-ZIMMER-WOHNUNG MIT BALKON AB SOFORT ODER NACH VEREINBARUNG VERFÜGBAR.FRISCH RENOVIERT IST DIE KÜCHE MIT ELEKTROHERD UND GESCHIRRSPÜLMASCHINE UND DAS BADEZIMMER, EBENSO EIN NEUER GROSSER BALKON.DIE GANZE LIEGENSCHAFT WURDE KOMPLETT SANIERT (LIFTANLAGE, NEUE FENSTER, FASSADE, DACH, ETC.)KELLER VORHANDENGARAGENBOX ODER AUSSENPARKPLATZ KANN DAZU GEMIETET WERDENGERNE ZEIGEN WIR DIE WOHNUNG UNVERBINDLICH.BITTE KONTAKTIEREN SIE UNSEREN HAUSWART UNVERBINDLICH FÜR EINEN BESICHTIGUNGSTERMIN AUF TEL: 079 691 72 40ANBIETER KONTAKTIERENKONTAKTIEREN",3.0,63.0,1700.0,42,652,0,0,26.98,50 - 99,2023-09-06 15:10:34
1693998369-913,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=4,"2,5 Zimmer, 70 m², CHF 2990.—","Zollikerstrasse 164, 8008 Zürich, ZH",CHF 2990.—,«HIER WOHNEN SIE IM ERSTEN MONAT GRATIS!»,"TOP2,5 ZIMMER, 70 M², CHF 2990.—ZOLLIKERSTRASSE 164, 8008 ZÜRICH, ZH«HIER WOHNEN SIE IM ERSTEN MONAT GRATIS!»",2.5,70.0,2990.0,41,109,0,0,42.71,50 - 99,2023-09-06 15:10:34
1693998369-914,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=4,"3,5 Zimmer, 70 m², CHF 1855.—","Alte Dorfstrasse 17, 8487 Zell ZH, ZH",CHF 1855.—,«CHARMANTE 3 1/2 ZIMMER WOHNUNG»,"TOP3,5 ZIMMER, 70 M², CHF 1855.—ALTE DORFSTRASSE 17, 8487 ZELL ZH, ZH«CHARMANTE 3 1/2 ZIMMER WOHNUNG»CHARMANTE 3 1/2 ZIMMER-WOHNUNG1. STOCK, SONNIGE, RUHIGE LAGE IN EINEM DENKMALGESCHÜTZTEN, CHARMANT RENOVIERTEM BAUERNHAUS. EINBAUSCHRÄNKE IN DEN SCHLAFZIMMERN, ABGESCHRÄGTE DECKE IN WOHNZIMMER UND EINEM SCHLAFZIMMER. KÜCHE MIT DURCHREICHE INS WOHNZIMMER.",3.5,70.0,1855.0,32,355,0,0,26.5,50 - 99,2023-09-06 15:10:34
1693998369-915,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=4,"4,5 Zimmer, 147 m², CHF 3980.—","Churfirstenstrasse 16, 8304 Wallisellen, ZH",CHF 3980.—,«LICHTDURCHFLUTETER WOHNRAUM IN WALLISELLEN»,"TOP4,5 ZIMMER, 147 M², CHF 3980.—CHURFIRSTENSTRASSE 16, 8304 WALLISELLEN, ZH«LICHTDURCHFLUTETER WOHNRAUM IN WALLISELLEN»NEUERES  DOPPEL-EINFAMILIENHAUS MIT HOCHWERTIGEM AUSBAUSTANDARD. ECHTHOLZPARKETT, KERAMIKPLATTENBELÄGE, NATURSTEIN ARBEITSFLÄCHEN, GESCHIRRSPÜLMASCHINE, BACKOFEN MIT WÄRMESCHUBLADE, INDUKTIONSHERDSCHÖNER GARTEN MIT SITZPLATZGROSSZÜGIGE DISPORÄUME IM UNTERGESCHOSSLAGE UND ERSCHLIESSUNG :KINDERGARTEN, SCHULEN, EINKAUFSLÄDEN UND BAHNHOF WALLISELLEN SIND IN GEHDISTANZ ERREICHBARDAS HAUS LIEGT AN DER VERKEHRSARMEN UND KINDERFREUNDLICHEN CHURFIRSTENSTRASSE MIT SÜD-WESTLICHER AUSRICHTUNGPRIVATER PARKPLATZ DIREKT NEBEN DEM HAUS ZUR ALLEINIGEN BENÜTZUNG",4.5,147.0,3980.0,44,670,0,0,27.07,100 - 500,2023-09-06 15:10:34
1693998369-916,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=4,"3,5 Zimmer, 95 m², CHF 1940.—","Feldistrasse 6, 8479 Altikon, ZH",CHF 1940.—,«ORGINELLER GRUNDRISS»,"TOP3,5 ZIMMER, 95 M², CHF 1940.—FELDISTRASSE 6, 8479 ALTIKON, ZH«ORGINELLER GRUNDRISS»",3.5,95.0,1940.0,22,86,0,0,20.42,50 - 99,2023-09-06 15:10:34
1693998369-918,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=4,"2,5 Zimmer, 80 m², CHF 3000.—","Dorfstrasse 89, 8805 Richterswil, ZH",CHF 3000.—,«SCHÖNE WOHNUNG MIT SEESICHT»,"TOP2,5 ZIMMER, 80 M², CHF 3000.—DORFSTRASSE 89, 8805 RICHTERSWIL, ZH«SCHÖNE WOHNUNG MIT SEESICHT»AB SOFORT ODER NACH VEREINBARUNG VERMIETEN WIR UNSERE SCHÖNE UND GROSSZÜGIGE 2,5 ZIMMERWOHNUNG IM 1 STOCK IN EINER FAMILIENFREUNDLICHEN LIEGENSCHAFT.  DIE WOHNUNG BEFINDET SICH IM DORFKERN, AN RUHIGER UND DOCH ZENTRALER LAGE.ZUM RICHTERSWILER BAHNHOF,POST,EINKAUFSMÖGLICHKEITEN,SEEHORN IST DER FUSSWEG CIR. 3 MINUTE.NEUES GEBÄUDE BAUJAHR 01.08.2018.-HELLE GROSSZÜGIGE RÄUME.-MODERNE KÜCHE MIT INDUKTIONSHERD.BACKOFEN.GESCHIRRPLÜLER- DUSCHE.WASCHMASCHINE UND TUMBLER. -EINBAUSCHRÄNKE IM GANG.-BALKON -HELLE KERAMIK BODEN MIT BODENHEIZUNG UND SEPARATEMANBIETER KONTAKTIERENKONTAKTIEREN",2.5,80.0,3000.0,29,680,1,0,37.5,50 - 99,2023-09-06 15:10:34
1693998369-919,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=4,"5,5 Zimmer, 175 m², CHF 3720.—","Oberalbis 10, 8915 Hausen am Albis, ZH",CHF 3720.—,«WOHNUNG INGROSSER STIMMUNGSVOLLER 5 1/2 HAUSTEIL MIT GARTEN HAUSEN AM ALBIS»,"5,5 ZIMMER, 175 M², CHF 3720.—OBERALBIS 10, 8915 HAUSEN AM ALBIS, ZH«WOHNUNG INGROSSER STIMMUNGSVOLLER 5 1/2 HAUSTEIL MIT GARTEN HAUSEN AM ALBIS»NEU",5.5,175.0,3720.0,77,148,0,0,21.26,100 - 500,2023-09-06 15:10:34
1693998369-920,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=4,"3,5 Zimmer, 80 m², CHF 1820.—","Badenerstrasse 17a, 8104 Weiningen ZH, ZH",CHF 1820.—,«DUPLEX-/MAISONETTE-WOHNUNG IN WEININGEN ZH»,"3,5 ZIMMER, 80 M², CHF 1820.—BADENERSTRASSE 17A, 8104 WEININGEN ZH, ZH«DUPLEX-/MAISONETTE-WOHNUNG IN WEININGEN ZH»NEU",3.5,80.0,1820.0,44,117,0,0,22.75,50 - 99,2023-09-06 15:10:34
1693998369-921,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=4,"3,5 Zimmer, 100 m², CHF 3250.—","Berninastrasse 57, 8057 Zürich, ZH",CHF 3250.—,«TERRASSENWOHNUNG IN ZÜRICH OERLIKON BEIM BERNINAPLATZ»,"3,5 ZIMMER, 100 M², CHF 3250.—BERNINASTRASSE 57, 8057 ZÜRICH, ZH«TERRASSENWOHNUNG IN ZÜRICH OERLIKON BEIM BERNINAPLATZ»NEU",3.5,100.0,3250.0,55,122,0,0,32.5,50 - 99,2023-09-06 15:10:34
1693998369-922,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=4,"4,5 Zimmer, 167 m², CHF 2490.—","8404 Reutlingen (Winterthur), ZH",CHF 2490.—,«LUXURIÖSE GROSSE MAISONETTE-DACHWOHNUNG FÜR WELLNESS-LIEBHABER»,"4,5 ZIMMER, 167 M², CHF 2490.—8404 REUTLINGEN (WINTERTHUR), ZH«LUXURIÖSE GROSSE MAISONETTE-DACHWOHNUNG FÜR WELLNESS-LIEBHABER»NEU",4.5,167.0,2490.0,64,129,0,0,14.91,100 - 500,2023-09-06 15:10:34
1693998369-923,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=4,"4,5 Zimmer, 108 m², CHF 2540.—","8907 Wettswil, ZH",CHF 2540.—,«GEMÜTLICHE 4.5-ZIMMERWOHNUNG IM ORTSKERN VON WETTSWIL»,"4,5 ZIMMER, 108 M², CHF 2540.—8907 WETTSWIL, ZH«GEMÜTLICHE 4.5-ZIMMERWOHNUNG IM ORTSKERN VON WETTSWIL»",4.5,108.0,2540.0,55,102,0,0,23.52,100 - 500,2023-09-06 15:10:34
1693998369-924,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=4,"4,5 Zimmer, 125 m², CHF 3300.—","Anemonenstrasse 30, 8953 Dietikon, ZH",CHF 3300.—,«EINFAMILIENHAUS IN DIETIKON IN RUHIGEM WOHNQUARTIER»,"4,5 ZIMMER, 125 M², CHF 3300.—ANEMONENSTRASSE 30, 8953 DIETIKON, ZH«EINFAMILIENHAUS IN DIETIKON IN RUHIGEM WOHNQUARTIER»",4.5,125.0,3300.0,53,120,0,0,26.4,100 - 500,2023-09-06 15:10:34
1693998369-925,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=4,"4,5 Zimmer, 116 m², CHF 3190.—","Kreuzstrasse 11, 8180 Bülach, ZH",CHF 3190.—,«ATTIKAWOHNUNG IN BÜLACH»,"4,5 ZIMMER, 116 M², CHF 3190.—KREUZSTRASSE 11, 8180 BÜLACH, ZH«ATTIKAWOHNUNG IN BÜLACH»",4.5,116.0,3190.0,25,87,0,0,27.5,100 - 500,2023-09-06 15:10:34
1693998369-926,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=4,"6,5 Zimmer, 863 m², CHF 4500.—","Dorfstrasse 2, 8309 Nürensdorf, ZH",CHF 4500.—,«EINFAMILIENHAUS IN NÜRENSDORF MIT SWIMMINGPOOL BEHEIZT»,"6,5 ZIMMER, 863 M², CHF 4500.—DORFSTRASSE 2, 8309 NÜRENSDORF, ZH«EINFAMILIENHAUS IN NÜRENSDORF MIT SWIMMINGPOOL BEHEIZT»",6.5,863.0,4500.0,56,120,0,0,5.21,100 - 500,2023-09-06 15:10:34
1693998369-927,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=4,"3,5 Zimmer, 80 m², CHF 3150.—","Untere Zäune 20, 8001 Zürich, ZH",CHF 3150.—,«3.5 ZIMMER WOHNUNG IN ZÜRICH»,"3,5 ZIMMER, 80 M², CHF 3150.—UNTERE ZÄUNE 20, 8001 ZÜRICH, ZH«3.5 ZIMMER WOHNUNG IN ZÜRICH»",3.5,80.0,3150.0,30,91,0,0,39.38,50 - 99,2023-09-06 15:10:34
1693998369-931,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=4,"3 Zimmer, 58 m², CHF 1630.—","Brandgrubenstrasse 23, 8610 Uster, ZH",CHF 1630.—,«3-ZIMMER WOHNUNG MIT 58M² AUF DER 2. ETAGE»,"3 ZIMMER, 58 M², CHF 1630.—BRANDGRUBENSTRASSE 23, 8610 USTER, ZH«3-ZIMMER WOHNUNG MIT 58M² AUF DER 2. ETAGE»*GENIESSEN SIE DIE RUHE UND DIE BEQUEME LAGE* PER 1.12.2023 ODER NACH VEREINBARUNG BIETEN WIR IHNEN DIE MÖGLICHKEIT, DIESE HELLE WOHNUNG IN EINEM GEPFLEGTEN GEBÄUDE AN ZENTRALER STELLE ZU MIETEN. DIE WOHNUNG IST IDEAL FÜR 1-2 PERSONEN. DIE WOHNUNG BIETET IHNEN FOLGENDE AUSSTATTUNG:- NEUE KÜCHENGERÄTE: GASHERD, GESCHIRRSPÜLMASCHINE, KÜHLSCHRANK UND DAMPFABZUG- NEUE KÜCHENARBEITSPLATTE- ERNEUERTES BADEZIMMER MIT WASCHBECKEN UND ARMATUREN- FLIESENBODEN IN KÜCHE UND BADEZIMMER- LAMINATBODEN IN DEN ZIMMERN UND IM FLUR- GESCHLOSSENE KÜCHE- BADEZIMMERNEUANBIETER KONTAKTIERENKONTAKTIEREN",3.0,58.0,1630.0,44,694,0,0,28.1,50 - 99,2023-09-06 15:10:34
1693998369-932,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=4,"4,5 Zimmer, 121 m², CHF 3020.—","Hauptstrasse 1d, 8544 Attikon, ZH",CHF 3020.—,«GELEGENHEIT! 4.5 Z-WOHNUNG IM EIGENTUMSSTANDARD»,"4,5 ZIMMER, 121 M², CHF 3020.—HAUPTSTRASSE 1D, 8544 ATTIKON, ZH«GELEGENHEIT! 4.5 Z-WOHNUNG IM EIGENTUMSSTANDARD»DIE SCHÖNE DACHWOHNUNG IM EIGENTUMSSTANDARD BIETET JEGLICHEN KOMFORT, DEN SIE SICH VON EINER STADTNAHEN WOHNUNG AUF DEM LANDE WÜNSCHEN.EINE ERSTKLASSIGE UND GEPFLEGTE AUSSTATTUNG IN LÄNDLICHER UMGEBUNG. KURZE WEGE INS GRÜNE BEI BESTER VERKEHRSANBINDUNG ERMÖGLICHEN EINE VIELFÄLTIGE SPORT- UND FREIZEITGESTALTUNG.DER WOHNUNGSGRUNDRISS BIETET 121M2 WOHNFLÄCHE UND ÜBERZEUGT DURCH EINE HELLE UND GROSSZÜGIGE EINTEILUNG MIT LICHTDURCHFLUTETEN RÄUMEN. DIE GEHOBENE AUSSTATTUNG ENSTPRICHT EINEM MODERNEN UND KULTIVIERTEN WOHNSTIL.DAS ENTRÉE BIETET EINEN EINEUANBIETER KONTAKTIERENKONTAKTIEREN",4.5,121.0,3020.0,49,698,0,0,24.96,100 - 500,2023-09-06 15:10:34
1693998369-933,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=4,"2,5 Zimmer, 56 m², CHF 2370.—","Lochäckerstrasse 12, 8302 Kloten, ZH",CHF 2370.—,«MODERNE 2.5-ZIMMERWOHNUNG IN WALDESNÄHE»,"2,5 ZIMMER, 56 M², CHF 2370.—LOCHÄCKERSTRASSE 12, 8302 KLOTEN, ZH«MODERNE 2.5-ZIMMERWOHNUNG IN WALDESNÄHE»WIR SIND AUF DER SUCHE NACH NEUEN MIETERN FÜR DIESE TOP MODERNE 2.5-ZIMMERWOHNUNG AN DER LOCHÄCKERSTRASSE 12, WELCHE IHNEN ZUSÄTZLICH DIE FOLGENDEN ANNEHMLICHKEITEN BIETET:- WOHN- UND SCHLAFRÄUME MIT EICHENPARKETTBODEN,  MATT VERSIEGELT- ALLE ZIMMER MIT FUSSBODENHEIZUNG- MODERNE KÜCHE MIT GLASKERAMIKHERD- MIT BACKOFEN UND GESCHIRRSPÜLER (ALLE GERÄTE VON V-ZUG)- NASSZELLEN (BAD/WC UND DUSCHE/WC) - MIT KERAMISCHEN PLATTEN (ANTHRAZIT, WEISS)- IM UNTERGESCHOSS PRO WOHNUNG EIN SEPARAT  ABGETRENNTES WASCHABTEIL (WASCHMASCHINE / TUMBLER)- LOGGIA - LIFNEUANBIETER KONTAKTIERENKONTAKTIEREN",2.5,56.0,2370.0,41,692,0,0,42.32,50 - 99,2023-09-06 15:10:34
1693998369-934,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=4,"2,5 Zimmer, 81 m², CHF 2190.—","Schulgutstrasse 4, 8953 Dietikon, ZH",CHF 2190.—,«WEISSDORNHOF - MODERNE ATTIKAWOHNUNG MIT ZWEI TERRASSEN»,"2,5 ZIMMER, 81 M², CHF 2190.—SCHULGUTSTRASSE 4, 8953 DIETIKON, ZH«WEISSDORNHOF - MODERNE ATTIKAWOHNUNG MIT ZWEI TERRASSEN»DIESE 2.5-ZIMMER-ATTIKAWOHNUNG LÄSST KEINE WÜNSCHE OFFEN. HIER WURDE CHARME MIT MODERNEM VERBUNDEN - GESCHMACKVOLLE AUSSTATTUNG AUF HOHEM NIVEAU:- EINBAUSCHRANK IM ENTRÉE- GROSSZÜGIGER WOHNBEREICH- MIT EICHENPARKETTBODEN WEISS LASIERT- OFFENE UND HELLE KÜCHE- MIT GLASKERAMIKHERD- MIT COMBISTEAMER (BACKOFEN UND STEAMER)- MIT GESCHIRRSPÜLER- BADEZIMMER MIT BADEWANNE/WC- EIGENER WASCHTURM- GROSSE TERRASSEN - KELLERABTEILDIE MUSTERFOTOS ZEIGEN LEDIGLICH DEN AUSBAUSTANDARD DER WOHNUNG. DIE GENAUE RAUMAUFTEILUNG ENTNEHMEN SIE BITTE DEM GRUNDRISSPLAN.NEUVIRTUELLE TOURANBIETER KONTAKTIERENKONTAKTIEREN",2.5,81.0,2190.0,57,722,0,0,27.04,50 - 99,2023-09-06 15:10:34
1693998369-935,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=4,"4 Zimmer, 101 m², CHF 4179.—","Baslerstrasse 77, 8048 Zürich, ZH",CHF 4179.—,«URBANES WOHNEN IN EINEM INSPIRIERENDEN UMFELD»,"4 ZIMMER, 101 M², CHF 4179.—BASLERSTRASSE 77, 8048 ZÜRICH, ZH«URBANES WOHNEN IN EINEM INSPIRIERENDEN UMFELD»BEGEISTERN MIT INDIVIDUELLEN GRUNDRISSEN, MODERNER UND OFFENER RAUMAUFTEILUNG. MIT HOCHWERTIGEM AUSBAUSTANDARD UND SMART PLACE TECHNOLOGIE LASSEN SICH HIER SELBST ANSPRUCHSVOLLSTE WOHNANSPRÜCHE ERFÜLLEN. URBANES LEBEN, HERVORRAGENDE INFRASTRUKTUR UND HOHEN WOHNKOMFORT ZU EINEM EINZIGARTIGEN WOHNERLEBNIS ZU KOMBINIEREN, GELINGT KAUM IRGENDWO BESSER UND STILVOLLER ALS IM BASILISK.PER 01.12.2023 VERMIETEN WIR DIESE MODERNE WOHNUNG IN URBANER UMGEBUNG, WELCHE IHNEN DIE FOLGENDEN ANNEHMLICHKEITEN BIETET:-WOHNZIMMER UND KORRIDOR MIT NATURSTEINBODEN (ANBIETER KONTAKTIERENKONTAKTIEREN",4.0,101.0,4179.0,47,691,0,0,41.38,100 - 500,2023-09-06 15:10:34
