web-scrape,address_ra,datetime,rooms,area,luxurious,price_per_,lat,lon,UUID,DATUM_AEND,DATUM_ERST,ERSTELL_J,ERSTELL_M,REVISION_J,REVISION_M,GRUND_AEND,HERKUNFT,HERKUNFT_J,HERKUNFT_M,OBJEKTART,BEZIRKSNUM,SEE_FLAECH,REVISION_Q,NAME,KANTONSNUM,ICC,EINWOHNERZ,BFS_NUMMER,GEM_TEIL,GEM_FLAECH,SHN
1693998297-529,"Feldstrasse 11, 8400 Winterthur, ZH",2023/09/06 15:10:34.000,3.000000000000000,66.000000000000000,"0",26.670000000000002,47.508487701416016,8.718109130859377,{EBBF5595-6BFC-4B52-95B2-A05F0B3B01D8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"110",,2019_Aufbau,Winterthur,"1",CH,"111851","230","0",6807.000000000000000,CH01100230
1693998297-530,"Meientalstrasse 71, 8048 Zürich, ZH",2023/09/06 15:10:34.000,6.500000000000000,151.000000000000000,"0",32.780000000000001,47.386108398437507,8.477628707885742,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998297-531,"Meientalstrasse 71a, 8048 Zürich, ZH",2023/09/06 15:10:34.000,3.500000000000000,64.000000000000000,"0",46.880000000000003,47.385967254638672,8.477527618408203,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998297-532,"Seestrasse 807, 8706 Meilen, ZH",2023/09/06 15:10:34.000,3.000000000000000,77.000000000000000,"0",24.940000000000001,47.265773773193359,8.653788566589355,{027A2F6F-A7FC-48BB-99F3-CA5CA4BCAA56},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"107",0.000000000000000,2019_Aufbau,Meilen,"1",CH,"14220","156","0",1194.000000000000000,CH01070156
1693998297-533,"Tobelacherweg 19, 8332 Rumlikon, ZH",2023/09/06 15:10:34.000,5.500000000000000,146.000000000000000,"0",19.440000000000001,47.408264160156250,8.762492179870605,{B1E2F105-3920-4810-BEF4-8D7786571522},2019/10/31,2008/11/24,"1997","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"108",,2019_Aufbau,Russikon,"1",CH,"4370","178","0",1421.000000000000000,CH01080178
1693998297-534,"8038 Zürich, ZH",2023/09/06 15:10:34.000,4.000000000000000,90.000000000000000,"0",42.109999999999999,47.341087341308594,8.535780906677246,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998297-535,"8008 Zürich, ZH",2023/09/06 15:10:34.000,2.500000000000000,101.000000000000000,"0",47.520000000000003,47.354148864746094,8.560637474060060,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998297-536,"8620 Wetzikon ZH, ZH",2023/09/06 15:10:34.000,4.500000000000000,120.000000000000000,"0",28.670000000000002,47.308982849121094,8.797936439514160,{22A7EA7A-3691-485D-B52B-D9BB60394052},2019/10/31,2008/11/24,"1997","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"105",,2019_Aufbau,Wetzikon (ZH),"1",CH,"24809","121","0",1681.000000000000000,CH01050121
1693998297-537,"Adlergasse 1, 8245 Feuerthalen, ZH",2023/09/06 15:10:34.000,2.500000000000000,57.000000000000000,"0",22.809999999999999,47.693893432617188,8.641320228576660,{74DB9DF7-2049-4538-884F-26959FA743E4},2019/10/31,2008/11/24,"1997","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"102",,2019_Aufbau,Feuerthalen,"1",CH,"3623","27","0",248.000000000000000,CH01020027
1693998297-538,"Lättenstrasse 22, 8952 Schlieren, ZH",2023/09/06 15:10:34.000,3.500000000000000,77.000000000000000,"0",28.309999999999999,47.403438568115234,8.440575599670410,{A9664947-654E-4EE8-9945-B419E3767381},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"111",,2019_Aufbau,Schlieren,"1",CH,"18736","247","0",659.000000000000000,CH01110247
1693998297-539,"Badenerstrasse 803, 8048 Zürich, ZH",2023/09/06 15:10:34.000,3.500000000000000,88.000000000000000,"0",31.140000000000001,47.392719268798835,8.474808692932131,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998297-540,"Badenerstrasse 803, 8048 Zürich, ZH",2023/09/06 15:10:34.000,2.500000000000000,56.000000000000000,"0",44.460000000000001,47.392719268798835,8.474808692932131,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998297-541,"Badenerstrasse 803, 8048 Zürich, ZH",2023/09/06 15:10:34.000,3.500000000000000,77.000000000000000,"0",35.840000000000003,47.392719268798835,8.474808692932131,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998297-542,"Badenerstrasse 803, 8048 Zürich, ZH",2023/09/06 15:10:34.000,2.500000000000000,56.000000000000000,"0",43.750000000000000,47.392719268798835,8.474808692932131,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998297-543,"Badenerstrasse 803, 8048 Zürich, ZH",2023/09/06 15:10:34.000,2.500000000000000,56.000000000000000,"0",44.109999999999999,47.392719268798835,8.474808692932131,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998297-544,"Badenerstrasse 803, 8048 Zürich, ZH",2023/09/06 15:10:34.000,3.500000000000000,77.000000000000000,"0",35.579999999999998,47.392719268798835,8.474808692932131,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998297-545,"Badenerstrasse 803, 8048 Zürich, ZH",2023/09/06 15:10:34.000,2.500000000000000,56.000000000000000,"0",43.750000000000000,47.392719268798835,8.474808692932131,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998297-546,"Dorfstrasse 20, 8332 Russikon, ZH",2023/09/06 15:10:34.000,2.500000000000000,78.000000000000000,"0",20.000000000000000,47.409206390380859,8.760706901550295,{B1E2F105-3920-4810-BEF4-8D7786571522},2019/10/31,2008/11/24,"1997","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"108",,2019_Aufbau,Russikon,"1",CH,"4370","178","0",1421.000000000000000,CH01080178
1693998297-547,"Johannisstrasse 3, 8404 Winterthur, ZH",2023/09/06 15:10:34.000,3.000000000000000,60.000000000000000,"0",24.670000000000002,47.501049041748047,8.747129440307617,{EBBF5595-6BFC-4B52-95B2-A05F0B3B01D8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"110",,2019_Aufbau,Winterthur,"1",CH,"111851","230","0",6807.000000000000000,CH01100230
1693998297-548,"Seestrasse 16, 8810 Horgen, ZH",2023/09/06 15:10:34.000,2.000000000000000,50.000000000000000,"0",29.460000000000001,47.268566131591797,8.587145805358888,{F221BE86-F247-4E4E-A6EE-409AA98F7D6E},2019/10/31,2008/11/24,"2001","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"106",0.000000000000000,2019_Aufbau,Horgen,"1",CH,"22665","295","0",3083.000000000000000,CH01060295
1693998297-549,"Grundstrasse 5, 8305 Dietlikon, ZH",2023/09/06 15:10:34.000,4.500000000000000,114.000000000000000,"0",30.699999999999999,47.429843902587891,8.619918823242188,{0028A6EC-B812-40F5-B1AF-90450056AE79},2019/10/31,2008/11/24,"1997","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"103",,2019_Aufbau,Dietlikon,"1",CH,"7776","54","0",425.000000000000000,CH01030054
1693998297-550,"Wydenstrasse 43, 8408 Winterthur, ZH",2023/09/06 15:10:34.000,2.500000000000000,78.000000000000000,"0",23.309999999999999,47.508457183837891,8.680622100830078,{EBBF5595-6BFC-4B52-95B2-A05F0B3B01D8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"110",,2019_Aufbau,Winterthur,"1",CH,"111851","230","0",6807.000000000000000,CH01100230
1693998297-551,"Butzenstrasse 1, 8038 Zürich, ZH",2023/09/06 15:10:34.000,4.000000000000000,86.000000000000000,"0",34.299999999999997,47.341232299804688,8.530150413513184,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998297-552,"Dornenstrasse 26, 8305 Dietlikon, ZH",2023/09/06 15:10:34.000,2.500000000000000,65.000000000000000,"0",28.199999999999999,47.421554565429688,8.618280410766602,{0028A6EC-B812-40F5-B1AF-90450056AE79},2019/10/31,2008/11/24,"1997","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"103",,2019_Aufbau,Dietlikon,"1",CH,"7776","54","0",425.000000000000000,CH01030054
1693998301-553,"Katharina Sulzer Platz 6, 8400 Winterthur, ZH",2023/09/06 15:10:34.000,2.500000000000000,111.000000000000000,"0",22.660000000000000,47.496719360351562,8.718175888061523,{EBBF5595-6BFC-4B52-95B2-A05F0B3B01D8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"110",,2019_Aufbau,Winterthur,"1",CH,"111851","230","0",6807.000000000000000,CH01100230
1693998301-554,"Universitätstrasse 84, 8006 Zürich, ZH",2023/09/06 15:10:34.000,3.500000000000000,88.000000000000000,"0",36.250000000000000,47.382877349853509,8.548396110534668,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998301-555,"Robert-Stephenson-Weg  47, 8004 Zürich, ZH",2023/09/06 15:10:34.000,4.500000000000000,148.000000000000000,"0",46.079999999999998,47.379810333251953,8.530495643615724,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998301-556,"Aemtlerstrasse 76, 8003 Zürich, ZH",2023/09/06 15:10:34.000,4.000000000000000,90.000000000000000,"0",32.780000000000001,47.373447418212891,8.514222145080566,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998301-557,"Flurstrasse 42, 8302 Kloten, ZH",2023/09/06 15:10:34.000,4.000000000000000,86.000000000000000,"0",27.910000000000000,47.454566955566406,8.590968132019045,{A9D14998-C82E-4A7A-AF09-B6B5F2878813},2019/10/31,2008/11/24,"1997","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"103",,2019_Aufbau,Kloten,"1",CH,"19679","62","0",1927.000000000000000,CH01030062
1693998301-558,"Butzenstrasse 17, 8038 Zürich, ZH",2023/09/06 15:10:34.000,4.000000000000000,126.000000000000000,"0",30.160000000000000,47.341339111328125,8.528195381164553,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998301-559,"Im Wiesli 4, 8708 Männedorf, ZH",2023/09/06 15:10:34.000,2.500000000000000,62.000000000000000,"1",25.550000000000001,47.251529693603509,8.699829101562500,{F2F35879-A022-4ACA-B72D-5FB2800061A6},2019/10/31,2008/11/24,"1997","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"107",0.000000000000000,2019_Aufbau,Männedorf,"1",CH,"11243","155","0",477.000000000000000,CH01070155
1693998301-560,"Badenerstr. 136, 8004 Zürich, ZH",2023/09/06 15:10:34.000,1.500000000000000,36.000000000000000,"0",53.030000000000001,47.374614715576165,8.522954940795898,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998301-562,"Sonnenmatt 14, 8136 Gattikon, ZH",2023/09/06 15:10:34.000,3.500000000000000,102.000000000000000,"0",22.449999999999999,47.284713745117188,8.545886993408203,{8B06C286-094F-4FDF-9A13-B2F63B0154A9},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"106",0.000000000000000,2019_Aufbau,Thalwil,"1",CH,"17990","141","0",550.000000000000000,CH01060141
1693998301-563,"Poststrasse 12, 8620 Wetzikon ZH, ZH",2023/09/06 15:10:34.000,2.500000000000000,78.000000000000000,"0",22.440000000000001,47.319869995117188,8.791029930114746,{22A7EA7A-3691-485D-B52B-D9BB60394052},2019/10/31,2008/11/24,"1997","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"105",,2019_Aufbau,Wetzikon (ZH),"1",CH,"24809","121","0",1681.000000000000000,CH01050121
1693998301-565,"Vieristr. 4, 8603 Schwerzenbach, ZH",2023/09/06 15:10:34.000,4.500000000000000,103.000000000000000,"0",22.719999999999999,47.385444641113281,8.652511596679688,{0C1E2EC0-F9FB-45D7-B663-7954D10F12CC},2019/10/31,2008/11/24,"1998","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"109",0.000000000000000,2019_Aufbau,Schwerzenbach,"1",CH,"5115","197","0",262.000000000000000,CH01090197
1693998301-567,"Alte Landstrasse 38, 8800 Thalwil, ZH",2023/09/06 15:10:34.000,2.000000000000000,53.000000000000000,"0",32.640000000000001,47.284641265869141,8.572096824645996,{8B06C286-094F-4FDF-9A13-B2F63B0154A9},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"106",0.000000000000000,2019_Aufbau,Thalwil,"1",CH,"17990","141","0",550.000000000000000,CH01060141
1693998301-568,"Bollstrasse 41, 8405 Winterthur, ZH",2023/09/06 15:10:34.000,3.000000000000000,62.000000000000000,"0",23.390000000000001,47.481300354003906,8.760834693908691,{EBBF5595-6BFC-4B52-95B2-A05F0B3B01D8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"110",,2019_Aufbau,Winterthur,"1",CH,"111851","230","0",6807.000000000000000,CH01100230
1693998301-569,"Strittackerstrasse 16, 8406 Winterthur, ZH",2023/09/06 15:10:34.000,2.500000000000000,45.000000000000000,"0",30.670000000000002,47.488929748535163,8.711827278137209,{EBBF5595-6BFC-4B52-95B2-A05F0B3B01D8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"110",,2019_Aufbau,Winterthur,"1",CH,"111851","230","0",6807.000000000000000,CH01100230
1693998301-571,"Zilstr. 1, 8117 Fällanden, ZH",2023/09/06 15:10:34.000,4.500000000000000,111.000000000000000,"0",22.789999999999999,47.373752593994141,8.635806083679199,{66B1155D-6C2E-443E-A26B-E316A5E62287},2019/10/31,2008/11/24,"1997","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"109",0.000000000000000,2019_Aufbau,Fällanden,"1",CH,"8672","193","0",638.000000000000000,CH01090193
1693998301-572,"Junggrütstrasse 16, 8907 Wettswil, ZH",2023/09/06 15:10:34.000,2.000000000000000,44.000000000000000,"0",23.859999999999999,47.332862854003906,8.479876518249512,{6F9A897D-BD38-4898-9A98-524B30324314},2019/10/31,2008/11/24,"1997","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"101",,2019_Aufbau,Wettswil am Albis,"1",CH,"5188","14","0",377.000000000000000,CH01010014
1693998301-574,"Sunnehalde 5, 8634 Hombrechtikon, ZH",2023/09/06 15:10:34.000,1.000000000000000,20.000000000000000,"0",44.649999999999999,47.247482299804688,8.772113800048828,{2A2869CD-9034-4300-943F-23364EB8330B},2019/10/31,2008/11/24,"1997","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"107",0.000000000000000,2019_Aufbau,Hombrechtikon,"1",CH,"8757","153","0",1218.000000000000000,CH01070153
1693998301-575,"Treichlerstrasse 3, 8032 Zürich, ZH",2023/09/06 15:10:34.000,3.500000000000000,97.000000000000000,"0",38.549999999999997,47.370853424072266,8.557756423950195,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998301-576,"Nelkenstrasse 7, 8006 Zürich, ZH",2023/09/06 15:10:34.000,4.000000000000000,90.000000000000000,"0",38.329999999999998,47.381946563720703,8.546003341674806,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998305-577,"Schulhausstr. 17, 8002 Zürich, ZH",2023/09/06 15:10:34.000,3.500000000000000,160.000000000000000,"0",26.559999999999999,47.360774993896491,8.530658721923828,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998305-578,"Schweizäckerstrasse 14, 8955 Oetwil an der Limmat, ZH",2023/09/06 15:10:34.000,2.500000000000000,56.000000000000000,"0",31.070000000000000,47.423786163330078,8.403396606445312,{4A75E424-6E4E-4034-8109-023A53B94533},2019/10/31,2008/11/24,"1997","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"111",,2019_Aufbau,Oetwil an der Limmat,"1",CH,"2553","246","0",277.000000000000000,CH01110246
1693998305-579,"Zürcherstrasse 75, 8406 Winterthur, ZH",2023/09/06 15:10:34.000,3.000000000000000,62.000000000000000,"0",24.129999999999999,47.493156433105469,8.709589004516602,{EBBF5595-6BFC-4B52-95B2-A05F0B3B01D8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"110",,2019_Aufbau,Winterthur,"1",CH,"111851","230","0",6807.000000000000000,CH01100230
1693998305-580,"Quellenstrasse 34, 8005 Zürich, ZH",2023/09/06 15:10:34.000,3.500000000000000,70.000000000000000,"0",43.570000000000000,47.385372161865234,8.528522491455078,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998305-581,"Heidenweg 10, 8907 Wettswil, ZH",2023/09/06 15:10:34.000,3.500000000000000,93.000000000000000,"0",28.170000000000002,47.346477508544922,8.466997146606445,{6F9A897D-BD38-4898-9A98-524B30324314},2019/10/31,2008/11/24,"1997","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"101",,2019_Aufbau,Wettswil am Albis,"1",CH,"5188","14","0",377.000000000000000,CH01010014
1693998305-582,"Grosswiesenstrasse 40, 8051 Zürich, ZH",2023/09/06 15:10:34.000,4.000000000000000,60.000000000000000,"0",27.329999999999998,47.403072357177734,8.584342002868652,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998305-583,"Auenring 1, 8303 Bassersdorf, ZH",2023/09/06 15:10:34.000,2.000000000000000,56.000000000000000,"0",24.109999999999999,47.440498352050781,8.625197410583496,{42C5BC3E-E1B0-44C8-A760-56EE1DF96B1C},2019/10/31,2008/11/24,"1997","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"103",,2019_Aufbau,Bassersdorf,"1",CH,"11687","52","0",903.000000000000000,CH01030052
1693998305-584,"Benglenstrasse 18, 8118 Pfaffhausen, ZH",2023/09/06 15:10:34.000,3.500000000000000,91.000000000000000,"0",24.910000000000000,47.362934112548835,8.621701240539553,{66B1155D-6C2E-443E-A26B-E316A5E62287},2019/10/31,2008/11/24,"1997","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"109",0.000000000000000,2019_Aufbau,Fällanden,"1",CH,"8672","193","0",638.000000000000000,CH01090193
1693998305-585,"Steinstrasse 35, 8003 Zürich, ZH",2023/09/06 15:10:34.000,1.000000000000000,15.000000000000000,"0",100.000000000000000,47.366996765136719,8.520323753356934,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998305-588,"Hofmannstr. 7, 8405 Winterthur, ZH",2023/09/06 15:10:34.000,2.500000000000000,98.000000000000000,"0",16.329999999999998,47.484046936035163,8.758574485778810,{EBBF5595-6BFC-4B52-95B2-A05F0B3B01D8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"110",,2019_Aufbau,Winterthur,"1",CH,"111851","230","0",6807.000000000000000,CH01100230
1693998305-589,"Gartenhof 16, 8408 Winterthur, ZH",2023/09/06 15:10:34.000,4.500000000000000,107.000000000000000,"0",23.829999999999998,47.508220672607422,8.688071250915527,{EBBF5595-6BFC-4B52-95B2-A05F0B3B01D8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"110",,2019_Aufbau,Winterthur,"1",CH,"111851","230","0",6807.000000000000000,CH01100230
1693998305-590,"Badenerstrasse 250, 8004 Zürich, ZH",2023/09/06 15:10:34.000,2.500000000000000,58.000000000000000,"0",50.000000000000000,47.375988006591797,8.516037940979004,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998305-591,"Riedgrabenweg 28, 8050 Zürich, ZH",2023/09/06 15:10:34.000,4.500000000000000,81.000000000000000,"0",39.509999999999998,47.407733917236328,8.558954238891602,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998305-593,"Am Eulachpark 45, 8404 Winterthur, ZH",2023/09/06 15:10:34.000,5.500000000000000,143.000000000000000,"0",18.739999999999998,47.506683349609375,8.763966560363770,{EBBF5595-6BFC-4B52-95B2-A05F0B3B01D8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"110",,2019_Aufbau,Winterthur,"1",CH,"111851","230","0",6807.000000000000000,CH01100230
1693998305-594,"Dachslernstrasse 184, 8048 Zürich, ZH",2023/09/06 15:10:34.000,3.500000000000000,74.000000000000000,"0",29.460000000000001,47.392795562744141,8.470620155334474,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998305-595,"Adlibogenstrasse 37, 8155 Niederhasli, ZH",2023/09/06 15:10:34.000,3.500000000000000,76.000000000000000,"0",22.570000000000000,47.480705261230469,8.497146606445312,{A25BC498-E3D0-46FB-BE11-E532EC8508D4},2019/10/31,2008/11/24,"2001","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"104",,2019_Aufbau,Niederhasli,"1",CH,"9264","90","0",1130.000000000000000,CH01040090
1693998305-596,"Steinstrasse 27, 8003 Zürich, ZH",2023/09/06 15:10:34.000,1.000000000000000,23.000000000000000,"0",79.040000000000006,47.367523193359375,8.519974708557131,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998305-597,"Steinstrasse 27, 8003 Zürich, ZH",2023/09/06 15:10:34.000,2.500000000000000,48.000000000000000,"0",56.039999999999999,47.367523193359375,8.519974708557131,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
